custom_id,input_tokens_tiktoken
personahub_elite_pgg_match__pid_personahub_elite_4fb9d72b2cd3__game_5mhtM66ewYHNxSp4q__p001__g001,1021
personahub_elite_pgg_match__pid_personahub_elite_4fb9d72b2cd3__game_2TquMDieEiixty8AN__p001__g002,1921
personahub_elite_pgg_match__pid_personahub_elite_4fb9d72b2cd3__game_65crAkEscRbHNJXbW__p001__g003,835
personahub_elite_pgg_match__pid_personahub_elite_4fb9d72b2cd3__game_3EG5RaDj4z7hkT2JD__p001__g004,992
personahub_elite_pgg_match__pid_personahub_elite_4fb9d72b2cd3__game_PmcxhmDRj2tN3cECC__p001__g005,6096
personahub_elite_pgg_match__pid_personahub_elite_4fb9d72b2cd3__game_925LF9k9CXpz8KjQm__p001__g006,7957
personahub_elite_pgg_match__pid_personahub_elite_4fb9d72b2cd3__game_ASQtYBWx6cGN27KxL__p001__g007,1495
personahub_elite_pgg_match__pid_personahub_elite_4fb9d72b2cd3__game_DYFJDsdGg8bppBJ7P__p001__g008,1972
personahub_elite_pgg_match__pid_personahub_elite_4fb9d72b2cd3__game_CbDvrXGkphmfGtH3G__p001__g009,4026
personahub_elite_pgg_match__pid_personahub_elite_4fb9d72b2cd3__game_FvbM5EM5aB5pcjLpA__p001__g010,3136
personahub_elite_pgg_match__pid_personahub_elite_4fb9d72b2cd3__game_C5Cd8Yq5dDbdycXKB__p001__g011,2208
personahub_elite_pgg_match__pid_personahub_elite_4fb9d72b2cd3__game_AyQkFs97hRTki5zWR__p001__g012,2674
personahub_elite_pgg_match__pid_personahub_elite_4fb9d72b2cd3__game_7oRFMBwqmesGX7t3H__p001__g013,7181
personahub_elite_pgg_match__pid_personahub_elite_4fb9d72b2cd3__game_fMhhGrfpZH9ign2AK__p001__g014,3414
personahub_elite_pgg_match__pid_personahub_elite_4fb9d72b2cd3__game_i7C4Y4NiesraiSwwb__p001__g015,2182
personahub_elite_pgg_match__pid_personahub_elite_4fb9d72b2cd3__game_7tfDsTHHnxsgrhE3d__p001__g016,2865
personahub_elite_pgg_match__pid_personahub_elite_4fb9d72b2cd3__game_r7Bk7fEwX3HSRrXMZ__p001__g017,1590
personahub_elite_pgg_match__pid_personahub_elite_4fb9d72b2cd3__game_7FQezekfKk3zctLN8__p001__g018,4709
personahub_elite_pgg_match__pid_personahub_elite_4fb9d72b2cd3__game_2khRAszouj8vP8ZfP__p001__g019,1775
personahub_elite_pgg_match__pid_personahub_elite_4fb9d72b2cd3__game_CoHyYysb84APn5gDE__p001__g020,1845
personahub_elite_pgg_match__pid_personahub_elite_4fb9d72b2cd3__game_2KKC9nMd8nRXfgH5G__p001__g021,2343
personahub_elite_pgg_match__pid_personahub_elite_4fb9d72b2cd3__game_PrfKWppTZdvPhe4oN__p001__g022,2920
personahub_elite_pgg_match__pid_personahub_elite_4fb9d72b2cd3__game_6Pxb9DsQpyk22cJNr__p001__g023,1169
personahub_elite_pgg_match__pid_personahub_elite_4fb9d72b2cd3__game_Fm7uYc98E2b6kcoDE__p001__g024,1406
personahub_elite_pgg_match__pid_personahub_elite_4fb9d72b2cd3__game_9oyspxPncwXdAkruR__p001__g025,1204
personahub_elite_pgg_match__pid_personahub_elite_4fb9d72b2cd3__game_2TDnnb4wn9rwy3CYZ__p001__g026,1624
personahub_elite_pgg_match__pid_personahub_elite_4fb9d72b2cd3__game_7ywewvEuctuz4Rq8j__p001__g027,2772
personahub_elite_pgg_match__pid_personahub_elite_4fb9d72b2cd3__game_AJ4ikZuWJeJcEXhgZ__p001__g028,2325
personahub_elite_pgg_match__pid_personahub_elite_4fb9d72b2cd3__game_3v9ji6wNY7sXHe8cM__p001__g029,2317
personahub_elite_pgg_match__pid_personahub_elite_4fb9d72b2cd3__game_8GneB6qmtDLSnbcJT__p001__g030,1622
personahub_elite_pgg_match__pid_personahub_elite_4fb9d72b2cd3__game_6sSM4xSyZQkaxyHav__p001__g031,1354
personahub_elite_pgg_match__pid_personahub_elite_4fb9d72b2cd3__game_3EQGxadfbmAKaACgZ__p001__g032,1209
personahub_elite_pgg_match__pid_personahub_elite_4fb9d72b2cd3__game_Aj2G7CTuhLZ7Z2SPK__p001__g033,1729
personahub_elite_pgg_match__pid_personahub_elite_4fb9d72b2cd3__game_FAuuG8S2iw8wkGRnA__p001__g034,2769
personahub_elite_pgg_match__pid_personahub_elite_4fb9d72b2cd3__game_SFohXkBYvScM7Y7rC__p001__g035,2103
personahub_elite_pgg_match__pid_personahub_elite_4fb9d72b2cd3__game_5R7YRmti4R5GiJKpi__p001__g036,2530
personahub_elite_pgg_match__pid_personahub_elite_4fb9d72b2cd3__game_6BxRfLcBtXYodAS8h__p001__g037,906
personahub_elite_pgg_match__pid_personahub_elite_4fb9d72b2cd3__game_7Y6PBvgZNqtriKzaZ__p001__g038,1035
personahub_elite_pgg_match__pid_personahub_elite_4fb9d72b2cd3__game_HmA52oSS75D5Z2W8a__p001__g039,3216
personahub_elite_pgg_match__pid_personahub_elite_4fb9d72b2cd3__game_6pQRuemJv5faRcZft__p001__g040,2984
personahub_elite_pgg_match__pid_personahub_elite_be6318553201__game_5mhtM66ewYHNxSp4q__p002__g001,1003
personahub_elite_pgg_match__pid_personahub_elite_be6318553201__game_2TquMDieEiixty8AN__p002__g002,1903
personahub_elite_pgg_match__pid_personahub_elite_be6318553201__game_65crAkEscRbHNJXbW__p002__g003,817
personahub_elite_pgg_match__pid_personahub_elite_be6318553201__game_3EG5RaDj4z7hkT2JD__p002__g004,974
personahub_elite_pgg_match__pid_personahub_elite_be6318553201__game_PmcxhmDRj2tN3cECC__p002__g005,6078
personahub_elite_pgg_match__pid_personahub_elite_be6318553201__game_925LF9k9CXpz8KjQm__p002__g006,7939
personahub_elite_pgg_match__pid_personahub_elite_be6318553201__game_ASQtYBWx6cGN27KxL__p002__g007,1477
personahub_elite_pgg_match__pid_personahub_elite_be6318553201__game_DYFJDsdGg8bppBJ7P__p002__g008,1954
personahub_elite_pgg_match__pid_personahub_elite_be6318553201__game_CbDvrXGkphmfGtH3G__p002__g009,4008
personahub_elite_pgg_match__pid_personahub_elite_be6318553201__game_FvbM5EM5aB5pcjLpA__p002__g010,3118
personahub_elite_pgg_match__pid_personahub_elite_be6318553201__game_C5Cd8Yq5dDbdycXKB__p002__g011,2190
personahub_elite_pgg_match__pid_personahub_elite_be6318553201__game_AyQkFs97hRTki5zWR__p002__g012,2656
personahub_elite_pgg_match__pid_personahub_elite_be6318553201__game_7oRFMBwqmesGX7t3H__p002__g013,7163
personahub_elite_pgg_match__pid_personahub_elite_be6318553201__game_fMhhGrfpZH9ign2AK__p002__g014,3396
personahub_elite_pgg_match__pid_personahub_elite_be6318553201__game_i7C4Y4NiesraiSwwb__p002__g015,2164
personahub_elite_pgg_match__pid_personahub_elite_be6318553201__game_7tfDsTHHnxsgrhE3d__p002__g016,2847
personahub_elite_pgg_match__pid_personahub_elite_be6318553201__game_r7Bk7fEwX3HSRrXMZ__p002__g017,1572
personahub_elite_pgg_match__pid_personahub_elite_be6318553201__game_7FQezekfKk3zctLN8__p002__g018,4691
personahub_elite_pgg_match__pid_personahub_elite_be6318553201__game_2khRAszouj8vP8ZfP__p002__g019,1757
personahub_elite_pgg_match__pid_personahub_elite_be6318553201__game_CoHyYysb84APn5gDE__p002__g020,1827
personahub_elite_pgg_match__pid_personahub_elite_be6318553201__game_2KKC9nMd8nRXfgH5G__p002__g021,2325
personahub_elite_pgg_match__pid_personahub_elite_be6318553201__game_PrfKWppTZdvPhe4oN__p002__g022,2902
personahub_elite_pgg_match__pid_personahub_elite_be6318553201__game_6Pxb9DsQpyk22cJNr__p002__g023,1151
personahub_elite_pgg_match__pid_personahub_elite_be6318553201__game_Fm7uYc98E2b6kcoDE__p002__g024,1388
personahub_elite_pgg_match__pid_personahub_elite_be6318553201__game_9oyspxPncwXdAkruR__p002__g025,1186
personahub_elite_pgg_match__pid_personahub_elite_be6318553201__game_2TDnnb4wn9rwy3CYZ__p002__g026,1606
personahub_elite_pgg_match__pid_personahub_elite_be6318553201__game_7ywewvEuctuz4Rq8j__p002__g027,2754
personahub_elite_pgg_match__pid_personahub_elite_be6318553201__game_AJ4ikZuWJeJcEXhgZ__p002__g028,2307
personahub_elite_pgg_match__pid_personahub_elite_be6318553201__game_3v9ji6wNY7sXHe8cM__p002__g029,2299
personahub_elite_pgg_match__pid_personahub_elite_be6318553201__game_8GneB6qmtDLSnbcJT__p002__g030,1604
personahub_elite_pgg_match__pid_personahub_elite_be6318553201__game_6sSM4xSyZQkaxyHav__p002__g031,1336
personahub_elite_pgg_match__pid_personahub_elite_be6318553201__game_3EQGxadfbmAKaACgZ__p002__g032,1191
personahub_elite_pgg_match__pid_personahub_elite_be6318553201__game_Aj2G7CTuhLZ7Z2SPK__p002__g033,1711
personahub_elite_pgg_match__pid_personahub_elite_be6318553201__game_FAuuG8S2iw8wkGRnA__p002__g034,2751
personahub_elite_pgg_match__pid_personahub_elite_be6318553201__game_SFohXkBYvScM7Y7rC__p002__g035,2085
personahub_elite_pgg_match__pid_personahub_elite_be6318553201__game_5R7YRmti4R5GiJKpi__p002__g036,2512
personahub_elite_pgg_match__pid_personahub_elite_be6318553201__game_6BxRfLcBtXYodAS8h__p002__g037,888
personahub_elite_pgg_match__pid_personahub_elite_be6318553201__game_7Y6PBvgZNqtriKzaZ__p002__g038,1017
personahub_elite_pgg_match__pid_personahub_elite_be6318553201__game_HmA52oSS75D5Z2W8a__p002__g039,3198
personahub_elite_pgg_match__pid_personahub_elite_be6318553201__game_6pQRuemJv5faRcZft__p002__g040,2966
personahub_elite_pgg_match__pid_personahub_elite_8010d129a22c__game_5mhtM66ewYHNxSp4q__p003__g001,1050
personahub_elite_pgg_match__pid_personahub_elite_8010d129a22c__game_2TquMDieEiixty8AN__p003__g002,1950
personahub_elite_pgg_match__pid_personahub_elite_8010d129a22c__game_65crAkEscRbHNJXbW__p003__g003,864
personahub_elite_pgg_match__pid_personahub_elite_8010d129a22c__game_3EG5RaDj4z7hkT2JD__p003__g004,1021
personahub_elite_pgg_match__pid_personahub_elite_8010d129a22c__game_PmcxhmDRj2tN3cECC__p003__g005,6125
personahub_elite_pgg_match__pid_personahub_elite_8010d129a22c__game_925LF9k9CXpz8KjQm__p003__g006,7986
personahub_elite_pgg_match__pid_personahub_elite_8010d129a22c__game_ASQtYBWx6cGN27KxL__p003__g007,1524
personahub_elite_pgg_match__pid_personahub_elite_8010d129a22c__game_DYFJDsdGg8bppBJ7P__p003__g008,2001
personahub_elite_pgg_match__pid_personahub_elite_8010d129a22c__game_CbDvrXGkphmfGtH3G__p003__g009,4055
personahub_elite_pgg_match__pid_personahub_elite_8010d129a22c__game_FvbM5EM5aB5pcjLpA__p003__g010,3165
personahub_elite_pgg_match__pid_personahub_elite_8010d129a22c__game_C5Cd8Yq5dDbdycXKB__p003__g011,2237
personahub_elite_pgg_match__pid_personahub_elite_8010d129a22c__game_AyQkFs97hRTki5zWR__p003__g012,2703
personahub_elite_pgg_match__pid_personahub_elite_8010d129a22c__game_7oRFMBwqmesGX7t3H__p003__g013,7210
personahub_elite_pgg_match__pid_personahub_elite_8010d129a22c__game_fMhhGrfpZH9ign2AK__p003__g014,3443
personahub_elite_pgg_match__pid_personahub_elite_8010d129a22c__game_i7C4Y4NiesraiSwwb__p003__g015,2211
personahub_elite_pgg_match__pid_personahub_elite_8010d129a22c__game_7tfDsTHHnxsgrhE3d__p003__g016,2894
personahub_elite_pgg_match__pid_personahub_elite_8010d129a22c__game_r7Bk7fEwX3HSRrXMZ__p003__g017,1619
personahub_elite_pgg_match__pid_personahub_elite_8010d129a22c__game_7FQezekfKk3zctLN8__p003__g018,4738
personahub_elite_pgg_match__pid_personahub_elite_8010d129a22c__game_2khRAszouj8vP8ZfP__p003__g019,1804
personahub_elite_pgg_match__pid_personahub_elite_8010d129a22c__game_CoHyYysb84APn5gDE__p003__g020,1874
personahub_elite_pgg_match__pid_personahub_elite_8010d129a22c__game_2KKC9nMd8nRXfgH5G__p003__g021,2372
personahub_elite_pgg_match__pid_personahub_elite_8010d129a22c__game_PrfKWppTZdvPhe4oN__p003__g022,2949
personahub_elite_pgg_match__pid_personahub_elite_8010d129a22c__game_6Pxb9DsQpyk22cJNr__p003__g023,1198
personahub_elite_pgg_match__pid_personahub_elite_8010d129a22c__game_Fm7uYc98E2b6kcoDE__p003__g024,1435
personahub_elite_pgg_match__pid_personahub_elite_8010d129a22c__game_9oyspxPncwXdAkruR__p003__g025,1233
personahub_elite_pgg_match__pid_personahub_elite_8010d129a22c__game_2TDnnb4wn9rwy3CYZ__p003__g026,1653
personahub_elite_pgg_match__pid_personahub_elite_8010d129a22c__game_7ywewvEuctuz4Rq8j__p003__g027,2801
personahub_elite_pgg_match__pid_personahub_elite_8010d129a22c__game_AJ4ikZuWJeJcEXhgZ__p003__g028,2354
personahub_elite_pgg_match__pid_personahub_elite_8010d129a22c__game_3v9ji6wNY7sXHe8cM__p003__g029,2346
personahub_elite_pgg_match__pid_personahub_elite_8010d129a22c__game_8GneB6qmtDLSnbcJT__p003__g030,1651
personahub_elite_pgg_match__pid_personahub_elite_8010d129a22c__game_6sSM4xSyZQkaxyHav__p003__g031,1383
personahub_elite_pgg_match__pid_personahub_elite_8010d129a22c__game_3EQGxadfbmAKaACgZ__p003__g032,1238
personahub_elite_pgg_match__pid_personahub_elite_8010d129a22c__game_Aj2G7CTuhLZ7Z2SPK__p003__g033,1758
personahub_elite_pgg_match__pid_personahub_elite_8010d129a22c__game_FAuuG8S2iw8wkGRnA__p003__g034,2798
personahub_elite_pgg_match__pid_personahub_elite_8010d129a22c__game_SFohXkBYvScM7Y7rC__p003__g035,2132
personahub_elite_pgg_match__pid_personahub_elite_8010d129a22c__game_5R7YRmti4R5GiJKpi__p003__g036,2559
personahub_elite_pgg_match__pid_personahub_elite_8010d129a22c__game_6BxRfLcBtXYodAS8h__p003__g037,935
personahub_elite_pgg_match__pid_personahub_elite_8010d129a22c__game_7Y6PBvgZNqtriKzaZ__p003__g038,1064
personahub_elite_pgg_match__pid_personahub_elite_8010d129a22c__game_HmA52oSS75D5Z2W8a__p003__g039,3245
personahub_elite_pgg_match__pid_personahub_elite_8010d129a22c__game_6pQRuemJv5faRcZft__p003__g040,3013
personahub_elite_pgg_match__pid_personahub_elite_e4df2eb4610c__game_5mhtM66ewYHNxSp4q__p004__g001,1029
personahub_elite_pgg_match__pid_personahub_elite_e4df2eb4610c__game_2TquMDieEiixty8AN__p004__g002,1929
personahub_elite_pgg_match__pid_personahub_elite_e4df2eb4610c__game_65crAkEscRbHNJXbW__p004__g003,843
personahub_elite_pgg_match__pid_personahub_elite_e4df2eb4610c__game_3EG5RaDj4z7hkT2JD__p004__g004,1000
personahub_elite_pgg_match__pid_personahub_elite_e4df2eb4610c__game_PmcxhmDRj2tN3cECC__p004__g005,6104
personahub_elite_pgg_match__pid_personahub_elite_e4df2eb4610c__game_925LF9k9CXpz8KjQm__p004__g006,7965
personahub_elite_pgg_match__pid_personahub_elite_e4df2eb4610c__game_ASQtYBWx6cGN27KxL__p004__g007,1503
