config,metric,rmse,noise_ceiling,n_samples
VALIDATION_0_C,mean_contribution_rate,0.336111111111111,0.13295664381971467,12
VALIDATION_0_C,punishment_rate,0.0,0.0,12
VALIDATION_0_C,reward_rate,0.0,0.0,12
VALIDATION_0_C,normalized_efficiency,0.336111111111111,0.13295664381971467,12
VALIDATION_10_C,mean_contribution_rate,0.08510101010101012,0.26444060541541303,11
VALIDATION_10_C,punishment_rate,0.0,0.0,11
VALIDATION_10_C,reward_rate,0.0,0.0,11
VALIDATION_10_C,normalized_efficiency,0.08510101010101023,0.26444060541541303,11
VALIDATION_10_T,mean_contribution_rate,0.08030303030303032,0.18258361607631757,11
VALIDATION_10_T,punishment_rate,0.36363636363636365,0.13266591451074441,11
VALIDATION_10_T,reward_rate,0.0,0.0,11
VALIDATION_10_T,normalized_efficiency,0.6145342312008979,0.28628821305543223,11
VALIDATION_18_C,mean_contribution_rate,0.4030797101449275,0.23757971887523557,12
VALIDATION_18_C,punishment_rate,0.0,0.0,12
VALIDATION_18_C,reward_rate,0.0,0.0,12
VALIDATION_18_C,normalized_efficiency,0.4030797101449275,0.23757971887523557,12
VALIDATION_18_T,mean_contribution_rate,0.32336956521739124,0.24695391436927303,12
VALIDATION_18_T,punishment_rate,0.06702898550724637,0.08010032959939907,12
VALIDATION_18_T,reward_rate,0.0,0.0,12
VALIDATION_18_T,normalized_efficiency,0.3551630434782609,0.24506475754195853,12
VALIDATION_19_C,mean_contribution_rate,0.10495689655172413,0.16705376111081227,12
VALIDATION_19_C,punishment_rate,0.0,0.0,12
VALIDATION_19_C,reward_rate,0.7938218390804598,0.19168384480741524,12
VALIDATION_19_C,normalized_efficiency,0.31499640804597706,0.16820640816007845,12
VALIDATION_19_T,mean_contribution_rate,0.10578304597701149,0.16610778070475388,12
VALIDATION_19_T,punishment_rate,0.125,0.07208291950925823,12
VALIDATION_19_T,reward_rate,0.8548850574712643,0.11735084758754462,12
VALIDATION_19_T,normalized_efficiency,0.21672952586206895,0.23231923978277552,12
VALIDATION_1_C,mean_contribution_rate,0.08038194444444446,0.2506598761369985,12
VALIDATION_1_C,punishment_rate,0.0,0.0,12
VALIDATION_1_C,reward_rate,0.0,0.0,12
VALIDATION_1_C,normalized_efficiency,0.08038194444444446,0.2506598761369985,12
VALIDATION_1_T,mean_contribution_rate,0.040885416666666674,0.2190478812585371,12
VALIDATION_1_T,punishment_rate,0.1701388888888889,0.1901497440290704,12
VALIDATION_1_T,reward_rate,0.0,0.0,12
VALIDATION_1_T,normalized_efficiency,0.11979166666666669,0.42146456372063146,12
VALIDATION_2_C,mean_contribution_rate,0.0772916666666667,0.13232873496418768,12
VALIDATION_2_C,punishment_rate,0.0,0.0,12
VALIDATION_2_C,reward_rate,0.7270833333333333,0.22533732429897677,12
VALIDATION_2_C,normalized_efficiency,0.07729166666666665,0.13232873496418768,12
VALIDATION_2_T,mean_contribution_rate,0.035104166666666714,0.17279899987453312,12
VALIDATION_2_T,punishment_rate,0.13333333333333333,0.1355287997274216,12
VALIDATION_2_T,reward_rate,0.8083333333333333,0.116963907063485,12
VALIDATION_2_T,normalized_efficiency,0.02095643939393932,0.18505566656965608,12
VALIDATION_3_T,mean_contribution_rate,0.08295670379003706,0.1425482911475572,11
VALIDATION_3_T,punishment_rate,0.04861804861804862,0.10187306938653687,11
VALIDATION_3_T,reward_rate,0.8254245754245755,0.09708002061985455,11
VALIDATION_3_T,normalized_efficiency,0.5081439393939394,0.18645571497127056,11
VALIDATION_5_C,mean_contribution_rate,0.36458333333333337,0.2523758633247024,12
VALIDATION_5_C,punishment_rate,0.0,0.0,12
VALIDATION_5_C,reward_rate,0.6006944444444444,0.2531390504407107,12
VALIDATION_5_C,normalized_efficiency,0.9461805555555555,0.4409369062119587,12
VALIDATION_5_T,mean_contribution_rate,0.26736111111111116,0.21140672833178847,12
VALIDATION_5_T,punishment_rate,0.15625,0.1008141051455415,12
VALIDATION_5_T,reward_rate,0.7673611111111112,0.1819855233524814,12
VALIDATION_5_T,normalized_efficiency,1.2277199074074074,0.31172247129024233,12
