config,metric,sim_mean,human_mean,human_std
VALIDATION_0_C,mean_contribution_rate,0.9833333333333333,0.6472222222222223,0.13295664381971467
VALIDATION_10_C,mean_contribution_rate,0.5611111111111111,0.6462121212121212,0.26444060541541303
VALIDATION_10_T,mean_contribution_rate,0.5694444444444444,0.6497474747474747,0.18258361607631757
VALIDATION_18_C,mean_contribution_rate,1.0,0.5969202898550725,0.23757971887523557
VALIDATION_18_T,mean_contribution_rate,0.9891304347826086,0.6657608695652174,0.24695391436927303
VALIDATION_19_C,mean_contribution_rate,0.5043103448275862,0.6092672413793103,0.16705376111081227
VALIDATION_19_T,mean_contribution_rate,0.5982758620689655,0.704058908045977,0.16610778070475388
VALIDATION_1_C,mean_contribution_rate,0.5,0.5803819444444445,0.2506598761369985
VALIDATION_1_T,mean_contribution_rate,0.5,0.5408854166666667,0.2190478812585371
VALIDATION_2_C,mean_contribution_rate,0.4975,0.5747916666666667,0.13232873496418768
VALIDATION_2_T,mean_contribution_rate,0.585,0.6201041666666667,0.17279899987453312
VALIDATION_3_T,mean_contribution_rate,0.9135802469135802,0.8306235431235431,0.1425482911475572
VALIDATION_5_C,mean_contribution_rate,1.0,0.6354166666666666,0.2523758633247024
VALIDATION_5_T,mean_contribution_rate,1.0,0.7326388888888888,0.21140672833178847
VALIDATION_0_C,punishment_rate,0.0,0.0,0.0
VALIDATION_10_C,punishment_rate,0.0,0.0,0.0
VALIDATION_10_T,punishment_rate,0.5,0.13636363636363635,0.13266591451074441
VALIDATION_18_C,punishment_rate,0.0,0.0,0.0
VALIDATION_18_T,punishment_rate,0.03260869565217391,0.09963768115942029,0.08010032959939907
VALIDATION_19_C,punishment_rate,0.0,0.0,0.0
VALIDATION_19_T,punishment_rate,0.22413793103448276,0.09913793103448276,0.07208291950925823
VALIDATION_1_C,punishment_rate,0.0,0.0,0.0
VALIDATION_1_T,punishment_rate,0.0,0.1701388888888889,0.1901497440290704
VALIDATION_2_C,punishment_rate,0.0,0.0,0.0
VALIDATION_2_T,punishment_rate,0.0,0.13333333333333333,0.1355287997274216
VALIDATION_3_T,punishment_rate,0.07142857142857142,0.12004662004662005,0.10187306938653687
VALIDATION_5_C,punishment_rate,0.0,0.0,0.0
VALIDATION_5_T,punishment_rate,0.0,0.15625,0.1008141051455415
VALIDATION_0_C,reward_rate,0.0,0.0,0.0
VALIDATION_10_C,reward_rate,0.0,0.0,0.0
VALIDATION_10_T,reward_rate,0.0,0.0,0.0
VALIDATION_18_C,reward_rate,0.0,0.0,0.0
VALIDATION_18_T,reward_rate,0.0,0.0,0.0
VALIDATION_19_C,reward_rate,1.0,0.20617816091954022,0.19168384480741524
VALIDATION_19_T,reward_rate,0.9741379310344828,0.1192528735632184,0.11735084758754462
VALIDATION_1_C,reward_rate,0.0,0.0,0.0
VALIDATION_1_T,reward_rate,0.0,0.0,0.0
VALIDATION_2_C,reward_rate,1.0,0.2729166666666667,0.22533732429897677
VALIDATION_2_T,reward_rate,1.0,0.19166666666666668,0.116963907063485
VALIDATION_3_T,reward_rate,0.9285714285714286,0.10314685314685315,0.09708002061985455
VALIDATION_5_C,reward_rate,1.0,0.3993055555555556,0.2531390504407107
VALIDATION_5_T,reward_rate,1.0,0.2326388888888889,0.1819855233524814
VALIDATION_0_C,normalized_efficiency,0.9833333333333333,0.6472222222222223,0.13295664381971467
VALIDATION_10_C,normalized_efficiency,0.561111111111111,0.6462121212121212,0.26444060541541303
VALIDATION_10_T,normalized_efficiency,-0.12191358024691358,0.4926206509539843,0.28628821305543223
VALIDATION_18_C,normalized_efficiency,1.0,0.5969202898550725,0.23757971887523557
VALIDATION_18_T,normalized_efficiency,0.9760869565217392,0.6209239130434783,0.24506475754195853
VALIDATION_19_C,normalized_efficiency,0.2699353448275862,0.5849317528735632,0.16820640816007845
VALIDATION_19_T,normalized_efficiency,0.33965517241379317,0.5563846982758621,0.23231923978277552
VALIDATION_1_C,normalized_efficiency,0.5,0.5803819444444445,0.2506598761369985
VALIDATION_1_T,normalized_efficiency,0.5,0.3802083333333333,0.42146456372063146
VALIDATION_2_C,normalized_efficiency,0.49749999999999994,0.5747916666666666,0.13232873496418768
VALIDATION_2_T,normalized_efficiency,0.585,0.5640435606060606,0.18505566656965608
VALIDATION_3_T,normalized_efficiency,0.25,0.7581439393939394,0.18645571497127056
VALIDATION_5_C,normalized_efficiency,1.7638888888888888,0.8177083333333334,0.4409369062119587
VALIDATION_5_T,normalized_efficiency,1.8125,0.5847800925925926,0.31172247129024233
