fold,model,n_train,n_test,n_train_games,n_test_games,status,pred_true_cosine_mean,retrieved_true_cosine_mean,oracle_true_cosine_mean,retrieval_cosine_regret_mean,oracle_hit_at_1,oracle_hit_at_5,embedding_mse_mean,fit_eval_seconds
1,elastic_net,800,200,141,35,ok,0.906792163848877,0.8634205460548401,0.9049689769744873,0.04154833406209946,0.01,0.055,0.00011571172944968566,7.4554
1,mlp,800,200,141,35,ok,0.790976345539093,0.8564069271087646,0.9049689769744873,0.048561934381723404,0.0,0.035,0.0002889224560931325,234.7795
2,elastic_net,800,200,141,35,ok,0.9100527763366699,0.8676313757896423,0.9079835414886475,0.04035220295190811,0.015,0.095,0.0001118346699513495,5.3369
2,mlp,800,200,141,35,ok,0.7879335284233093,0.8564971089363098,0.9079835414886475,0.05148639529943466,0.015,0.045,0.0002896973746828735,227.6133
3,elastic_net,800,200,141,35,ok,0.9091900587081909,0.8622442483901978,0.9047913551330566,0.04254710301756859,0.04,0.105,0.00011288520181551576,5.5574
3,mlp,800,200,141,35,ok,0.8071891665458679,0.852123498916626,0.9047913551330566,0.052667856216430664,0.035,0.095,0.00025197016657330096,262.393
4,elastic_net,800,200,141,35,ok,0.9105423092842102,0.8659632205963135,0.9054186344146729,0.03945540264248848,0.005,0.06,0.00011125823220936581,4.7489
4,mlp,800,200,141,35,ok,0.7916711568832397,0.8563617467880249,0.9054186344146729,0.04905686900019646,0.01,0.04,0.00029294227715581656,225.5958
5,elastic_net,800,200,140,36,ok,0.9037234783172607,0.8618735671043396,0.9031668305397034,0.041293252259492874,0.01,0.1,0.00011937886301893741,5.8206
5,mlp,800,200,140,36,ok,0.7873161435127258,0.8503825664520264,0.9031668305397034,0.05278429016470909,0.015,0.055,0.0003042812750209123,185.8772
