config,metric,rmse,noise_ceiling,n_samples
VALIDATION_10_C,mean_contribution_rate,0.226010101010101,0.26444060541541303,11
VALIDATION_10_C,punishment_rate,0.0,0.0,11
VALIDATION_10_C,reward_rate,0.0,0.0,11
VALIDATION_10_C,normalized_efficiency,0.2260101010101011,0.26444060541541303,11
VALIDATION_10_T,mean_contribution_rate,0.35025252525252526,0.18258361607631757,11
VALIDATION_10_T,punishment_rate,0.13636363636363635,0.13266591451074441,11
VALIDATION_10_T,reward_rate,0.0,0.0,11
VALIDATION_10_T,normalized_efficiency,0.5073793490460157,0.28628821305543223,11
VALIDATION_18_C,mean_contribution_rate,0.4030797101449275,0.23757971887523557,12
VALIDATION_18_C,punishment_rate,0.0,0.0,12
VALIDATION_18_C,reward_rate,0.0,0.0,12
VALIDATION_18_C,normalized_efficiency,0.4030797101449275,0.23757971887523557,12
VALIDATION_18_T,mean_contribution_rate,0.11141304347826086,0.24695391436927303,12
VALIDATION_18_T,punishment_rate,0.8351449275362319,0.08010032959939907,12
VALIDATION_18_T,reward_rate,0.0,0.0,12
VALIDATION_18_T,normalized_efficiency,0.74375,0.24506475754195853,12
VALIDATION_19_C,mean_contribution_rate,0.32650862068965525,0.16705376111081227,12
VALIDATION_19_C,punishment_rate,0.0,0.0,12
VALIDATION_19_C,reward_rate,0.7765804597701149,0.19168384480741524,12
VALIDATION_19_C,normalized_efficiency,0.013559626436781658,0.16820640816007845,12
VALIDATION_19_T,mean_contribution_rate,0.04594109195402296,0.16610778070475388,12
VALIDATION_19_T,punishment_rate,0.9008620689655172,0.07208291950925823,12
VALIDATION_19_T,reward_rate,0.1192528735632184,0.11735084758754462,12
VALIDATION_19_T,normalized_efficiency,0.4626346982758621,0.23231923978277552,12
VALIDATION_1_C,mean_contribution_rate,0.41961805555555554,0.2506598761369985,12
VALIDATION_1_C,punishment_rate,0.0,0.0,12
VALIDATION_1_C,reward_rate,0.0,0.0,12
VALIDATION_1_C,normalized_efficiency,0.41961805555555554,0.2506598761369985,12
VALIDATION_1_T,mean_contribution_rate,0.0747395833333333,0.2190478812585371,12
VALIDATION_1_T,punishment_rate,0.7256944444444444,0.1901497440290704,12
VALIDATION_1_T,reward_rate,0.0,0.0,12
VALIDATION_1_T,normalized_efficiency,0.001041666666666663,0.42146456372063146,12
VALIDATION_2_T,mean_contribution_rate,0.30489583333333337,0.17279899987453312,12
VALIDATION_2_T,punishment_rate,0.016666666666666663,0.1355287997274216,12
VALIDATION_2_T,reward_rate,0.7333333333333334,0.116963907063485,12
VALIDATION_2_T,normalized_efficiency,0.2609564393939393,0.18505566656965608,12
VALIDATION_5_C,mean_contribution_rate,0.36458333333333337,0.2523758633247024,12
VALIDATION_5_C,punishment_rate,0.0,0.0,12
VALIDATION_5_C,reward_rate,0.6006944444444444,0.2531390504407107,12
VALIDATION_5_C,normalized_efficiency,2.008680555555556,0.4409369062119587,12
VALIDATION_5_T,mean_contribution_rate,0.26736111111111116,0.21140672833178847,12
VALIDATION_5_T,punishment_rate,0.15625,0.1008141051455415,12
VALIDATION_5_T,reward_rate,0.7673611111111112,0.1819855233524814,12
VALIDATION_5_T,normalized_efficiency,1.0402199074074074,0.31172247129024233,12
