treatment_name,metric_family,metric,distance_kind,score
CHIP3__GAME_1,distribution_distance,final_surplus_ratio,wasserstein_1d,0.30801443153716773
CHIP3__GAME_1,distribution_distance,final_total_surplus,wasserstein_1d,5.432954545454546
CHIP3__GAME_1,distribution_distance,mean_player_final_surplus,wasserstein_1d,1.8109848484848488
CHIP3__GAME_1,distribution_distance,proposer_net_surplus,wasserstein_1d,1.2628367003367005
CHIP3__GAME_1,distribution_distance,trade_ratio,wasserstein_1d,0.5260615413393191
CHIP3__GAME_1,distribution_distance,acceptance_rate,wasserstein_1d,0.13131313131313127
CHIP3__GAME_1,distribution_distance,accepted_proposer_net_surplus,wasserstein_1d,1.0889705882352936
CHIP3__GAME_1,distribution_distance,accepted_trade_ratio,wasserstein_1d,0.4530084811702459
CHIP3__GAME_1,distribution_distance,declined_proposer_net_surplus,wasserstein_1d,1.4923051075268818
CHIP3__GAME_1,distribution_distance,declined_trade_ratio,wasserstein_1d,0.6068143027820447
CHIP3__GAME_2_ALT_PROFILE,distribution_distance,final_surplus_ratio,wasserstein_1d,0.29597117319162924
CHIP3__GAME_2_ALT_PROFILE,distribution_distance,final_total_surplus,wasserstein_1d,5.076666666666667
CHIP3__GAME_2_ALT_PROFILE,distribution_distance,mean_player_final_surplus,wasserstein_1d,1.6922222222222219
CHIP3__GAME_2_ALT_PROFILE,distribution_distance,proposer_net_surplus,wasserstein_1d,1.3726851851851851
CHIP3__GAME_2_ALT_PROFILE,distribution_distance,trade_ratio,wasserstein_1d,0.7261088063171397
CHIP3__GAME_2_ALT_PROFILE,distribution_distance,acceptance_rate,wasserstein_1d,0.18055555555555552
CHIP3__GAME_2_ALT_PROFILE,distribution_distance,accepted_proposer_net_surplus,wasserstein_1d,0.9783311374615722
CHIP3__GAME_2_ALT_PROFILE,distribution_distance,accepted_trade_ratio,wasserstein_1d,0.6987619465880336
CHIP3__GAME_2_ALT_PROFILE,distribution_distance,declined_proposer_net_surplus,wasserstein_1d,1.7234188034188036
CHIP3__GAME_2_ALT_PROFILE,distribution_distance,declined_trade_ratio,wasserstein_1d,0.6687340437340435
