treatment_name,metric_family,metric,distance_kind,score
CHIP3__GAME_1,distribution_distance,final_surplus_ratio,wasserstein_1d,0.3015607842354142
CHIP3__GAME_1,distribution_distance,final_total_surplus,wasserstein_1d,5.195833333333333
CHIP3__GAME_1,distribution_distance,mean_player_final_surplus,wasserstein_1d,1.7319444444444445
CHIP3__GAME_1,distribution_distance,proposer_net_surplus,wasserstein_1d,1.060185185185185
CHIP3__GAME_1,distribution_distance,trade_ratio,wasserstein_1d,0.24164094650205764
CHIP3__GAME_1,distribution_distance,acceptance_rate,wasserstein_1d,0.046296296296296335
CHIP3__GAME_1,distribution_distance,accepted_proposer_net_surplus,wasserstein_1d,0.8818181818181818
CHIP3__GAME_1,distribution_distance,accepted_trade_ratio,wasserstein_1d,0.22068662818662807
CHIP3__GAME_1,distribution_distance,declined_proposer_net_surplus,wasserstein_1d,1.2873624213836476
CHIP3__GAME_1,distribution_distance,declined_trade_ratio,wasserstein_1d,0.2900918438654288
CHIP3__GAME_2_ALT_PROFILE,distribution_distance,final_surplus_ratio,wasserstein_1d,0.27387659954076504
CHIP3__GAME_2_ALT_PROFILE,distribution_distance,final_total_surplus,wasserstein_1d,4.149637681159418
CHIP3__GAME_2_ALT_PROFILE,distribution_distance,mean_player_final_surplus,wasserstein_1d,1.3832125603864727
CHIP3__GAME_2_ALT_PROFILE,distribution_distance,proposer_net_surplus,wasserstein_1d,1.1683776167471822
CHIP3__GAME_2_ALT_PROFILE,distribution_distance,trade_ratio,wasserstein_1d,0.21985704903881237
CHIP3__GAME_2_ALT_PROFILE,distribution_distance,acceptance_rate,wasserstein_1d,0.10205314009661831
CHIP3__GAME_2_ALT_PROFILE,distribution_distance,accepted_proposer_net_surplus,wasserstein_1d,0.8965604319052596
CHIP3__GAME_2_ALT_PROFILE,distribution_distance,accepted_trade_ratio,wasserstein_1d,0.20590614685442266
CHIP3__GAME_2_ALT_PROFILE,distribution_distance,declined_proposer_net_surplus,wasserstein_1d,1.3693528693528692
CHIP3__GAME_2_ALT_PROFILE,distribution_distance,declined_trade_ratio,wasserstein_1d,0.23723221223221222
