custom_id,record_id,unit_id,treatment_name,chip_family,chip_family_display,cohort_name,stage_name,stage_code,experiment_name,data_source,n_players,n_rounds,n_turns,initial_total_welfare,optimal_total_welfare,optimal_total_surplus,final_total_welfare,final_total_surplus,final_surplus_ratio,final_group_surplus_ratio_after_turn,mean_trade_ratio,mean_acceptance_rate,mean_proposer_net_surplus,mean_player_final_surplus
chip_bargain__chip3_cohort_01_m8aiq8_game_1,chip3__cohort_01_m8aiq8__game_1,chip3__cohort_01_m8aiq8__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 01-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,generated,3,3,9,41.0,60.85714285714286,19.85714285714286,46.300000000000004,5.300000000000004,0.26690647482014407,0.26690647482014407,1.074074074074074,0.5555555555555556,0.6777777777777776,1.7666666666666682
chip_bargain__chip3_cohort_02_m8aiq8_game_1,chip3__cohort_02_m8aiq8__game_1,chip3__cohort_02_m8aiq8__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 02-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,generated,3,3,9,61.0,66.0,5.0,61.0,0.0,0.0,0.0,1.4444444444444444,0.5555555555555556,0.022222222222222268,0.0
chip_bargain__chip3_cohort_03_m8aiq8_game_1,chip3__cohort_03_m8aiq8__game_1,chip3__cohort_03_m8aiq8__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 03-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,generated,3,3,9,49.0,58.66666666666667,9.666666666666671,55.6,6.600000000000001,0.682758620689655,0.682758620689655,1.2962962962962963,0.6666666666666666,0.46666666666666656,2.2000000000000006
chip_bargain__chip3_cohort_04_m8aiq8_game_1,chip3__cohort_04_m8aiq8__game_1,chip3__cohort_04_m8aiq8__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 04-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,generated,3,3,9,47.0,72.0,25.0,52.5,5.5,0.22,0.22,0.9629629629629629,0.5555555555555556,0.43333333333333335,1.8333333333333333
chip_bargain__chip3_cohort_05_m8aiq8_game_1,chip3__cohort_05_m8aiq8__game_1,chip3__cohort_05_m8aiq8__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 05-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,generated,3,3,9,50.0,69.0,19.0,54.4,4.399999999999999,0.23157894736842097,0.23157894736842097,1.0185185185185184,0.3333333333333333,0.6444444444444444,1.4666666666666661
chip_bargain__chip3_cohort_06_m8ak4g_game_1,chip3__cohort_06_m8ak4g__game_1,chip3__cohort_06_m8ak4g__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 06-m8ak4g,First negotiation game-negotiation1,GAME_1,🔵 3p2,generated,3,3,9,59.0,69.0,10.0,53.8,-5.200000000000003,-0.5200000000000002,-0.5200000000000002,1.1666666666666667,0.3333333333333333,-0.20000000000000012,-1.7333333333333343
chip_bargain__chip3_cohort_07_m8ak4j_game_1,chip3__cohort_07_m8ak4j__game_1,chip3__cohort_07_m8ak4j__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 07-m8ak4j,First negotiation game-negotiation1,GAME_1,🔵 3p2,generated,3,3,9,62.0,74.33333333333333,12.333333333333329,62.400000000000006,0.4000000000000057,0.032432432432432906,0.032432432432432906,1.1666666666666667,0.5555555555555556,0.20000000000000004,0.13333333333333522
chip_bargain__chip3_g11_m5wp7b_game_1,chip3__g11_m5wp7b__game_1,chip3__g11_m5wp7b__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g11-m5wp7b,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),generated,3,3,9,55.0,71.875,16.875,64.2,9.200000000000003,0.5451851851851853,0.5451851851851853,1.3518518518518519,0.4444444444444444,0.6555555555555554,3.0666666666666678
chip_bargain__chip3_g12_m5wp8p_game_1,chip3__g12_m5wp8p__game_1,chip3__g12_m5wp8p__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g12-m5wp8p,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),generated,3,3,9,59.0,63.0,4.0,60.8,1.7999999999999972,0.4499999999999993,0.4499999999999993,0.9444444444444444,0.2222222222222222,0.30000000000000004,0.5999999999999991
chip_bargain__chip3_g13_m5wp8q_game_1,chip3__g13_m5wp8q__game_1,chip3__g13_m5wp8q__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g13-m5wp8q,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),generated,3,3,9,45.0,57.0,12.0,48.300000000000004,3.3000000000000043,0.27500000000000036,0.27500000000000036,1.3333333333333333,0.6666666666666666,0.25555555555555554,1.1000000000000014
chip_bargain__chip3_g15_m5wp8s_game_1,chip3__g15_m5wp8s__game_1,chip3__g15_m5wp8s__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g15-m5wp8s,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),generated,3,3,9,41.0,51.0,10.0,46.60000000000001,5.6000000000000085,0.5600000000000008,0.5600000000000008,1.1296296296296295,0.6666666666666666,0.46666666666666656,1.8666666666666696
chip_bargain__chip3_g16_m5wp8t_game_1,chip3__g16_m5wp8t__game_1,chip3__g16_m5wp8t__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g16-m5wp8t,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),generated,3,3,9,48.0,75.0,27.0,60.5,12.5,0.46296296296296297,0.46296296296296297,1.074074074074074,0.4444444444444444,0.922222222222222,4.166666666666667
chip_bargain__chip3_g17_m5wp8w_game_1,chip3__g17_m5wp8w__game_1,chip3__g17_m5wp8w__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g17-m5wp8w,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),generated,3,3,9,41.0,60.00000000000001,19.000000000000007,44.10000000000001,3.1000000000000085,0.1631578947368425,0.1631578947368425,0.9351851851851851,0.4444444444444444,0.9666666666666668,1.033333333333336
chip_bargain__chip3_g18_m5wq8i_game_1,chip3__g18_m5wq8i__game_1,chip3__g18_m5wq8i__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g18-m5wq8i,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),generated,3,3,9,50.0,60.00000000000001,10.000000000000007,56.800000000000004,6.800000000000004,0.6799999999999999,0.6799999999999999,0.9444444444444444,0.5555555555555556,0.6555555555555554,2.266666666666668
chip_bargain__chip3_g19_m5wq90_game_1,chip3__g19_m5wq90__game_1,chip3__g19_m5wq90__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g19-m5wq90,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),generated,3,3,9,47.0,63.6,16.6,51.0,4.0,0.24096385542168672,0.24096385542168672,1.0925925925925926,0.3333333333333333,0.5555555555555556,1.3333333333333333
chip_bargain__chip3_g1_m5wp46_game_1,chip3__g1_m5wp46__game_1,chip3__g1_m5wp46__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g1-m5wp46,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),generated,3,3,9,58.0,75.0,17.0,65.9,7.900000000000006,0.4647058823529415,0.4647058823529415,1.3703703703703702,0.3333333333333333,0.7555555555555555,2.633333333333335
chip_bargain__chip3_g20_m5wq93_game_1,chip3__g20_m5wq93__game_1,chip3__g20_m5wq93__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g20-m5wq93,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),generated,3,3,9,56.0,68.14285714285714,12.142857142857139,62.400000000000006,6.400000000000006,0.5270588235294124,0.5270588235294124,0.9444444444444444,0.5555555555555556,0.6888888888888889,2.133333333333335
chip_bargain__chip3_g2_m5wp6p_game_1,chip3__g2_m5wp6p__game_1,chip3__g2_m5wp6p__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g2-m5wp6p,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),generated,3,3,9,59.0,75.0,16.0,67.7,8.700000000000003,0.5437500000000002,0.5437500000000002,1.2962962962962963,0.6666666666666666,0.7333333333333333,2.900000000000001
chip_bargain__chip3_g3_m5wp6q_game_1,chip3__g3_m5wp6q__game_1,chip3__g3_m5wp6q__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g3-m5wp6q,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),generated,3,3,9,56.0,70.11111111111111,14.111111111111114,61.300000000000004,5.300000000000004,0.37559055118110257,0.37559055118110257,1.2777777777777777,0.4444444444444444,0.4111111111111111,1.7666666666666682
chip_bargain__chip3_g5_m5wp6r_game_1,chip3__g5_m5wp6r__game_1,chip3__g5_m5wp6r__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g5-m5wp6r,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),generated,3,3,9,59.0,68.66666666666667,9.666666666666671,62.3,3.299999999999997,0.3413793103448271,0.3413793103448271,1.0648148148148147,0.2222222222222222,0.7222222222222222,1.099999999999999
chip_bargain__chip3_g6_m5wp77_game_1,chip3__g6_m5wp77__game_1,chip3__g6_m5wp77__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g6-m5wp77,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),generated,3,3,9,57.0,69.0,12.0,61.699999999999996,4.699999999999996,0.39166666666666633,0.39166666666666633,0.75,0.4444444444444444,1.0777777777777777,1.5666666666666653
chip_bargain__chip3_g7_m5wp78_game_1,chip3__g7_m5wp78__game_1,chip3__g7_m5wp78__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g7-m5wp78,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),generated,3,3,9,55.0,74.44444444444444,19.444444444444443,67.1,12.099999999999994,0.622285714285714,0.622285714285714,1.1296296296296295,0.4444444444444444,1.1666666666666665,4.033333333333331
chip_bargain__chip3_g8_m5wp79_game_1,chip3__g8_m5wp79__game_1,chip3__g8_m5wp79__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g8-m5wp79,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),generated,3,3,9,43.0,51.0,8.0,45.8,2.799999999999997,0.34999999999999964,0.34999999999999964,1.0185185185185184,0.4444444444444444,0.2777777777777778,0.9333333333333323
chip_bargain__chip3_g9_m5wp79_game_1,chip3__g9_m5wp79__game_1,chip3__g9_m5wp79__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g9-m5wp79,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),generated,3,3,9,64.0,65.44444444444446,1.444444444444457,64.10000000000001,0.10000000000000853,0.06923076923077452,0.06923076923077452,2.111111111111111,0.5555555555555556,-0.3888888888888888,0.03333333333333618
chip_bargain__chip3_cohort_01_m8aiq8_game_2_alt_profile,chip3__cohort_01_m8aiq8__game_2_alt_profile,chip3__cohort_01_m8aiq8__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,chip3,3-Chip Bargaining,Cohort 01-m8aiq8,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p2,generated,3,3,9,49.0,57.0,8.0,53.699999999999996,4.699999999999996,0.5874999999999995,0.5874999999999995,1.148148148148148,0.4444444444444444,0.3111111111111111,1.5666666666666653
chip_bargain__chip3_cohort_02_m8aiq8_game_2_alt_profile,chip3__cohort_02_m8aiq8__game_2_alt_profile,chip3__cohort_02_m8aiq8__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,chip3,3-Chip Bargaining,Cohort 02-m8aiq8,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p2,generated,3,3,9,45.0,52.285714285714285,7.285714285714285,46.7,1.7000000000000028,0.23333333333333375,0.23333333333333375,1.2407407407407407,0.4444444444444444,0.2888888888888889,0.5666666666666677
chip_bargain__chip3_cohort_03_m8aiq8_game_2_alt_profile,chip3__cohort_03_m8aiq8__game_2_alt_profile,chip3__cohort_03_m8aiq8__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,chip3,3-Chip Bargaining,Cohort 03-m8aiq8,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p2,generated,3,3,9,58.0,74.5,16.5,61.3,3.299999999999997,0.19999999999999982,0.19999999999999982,1.2962962962962963,0.4444444444444444,0.6444444444444444,1.099999999999999
chip_bargain__chip3_cohort_04_m8aiq8_game_2_alt_profile,chip3__cohort_04_m8aiq8__game_2_alt_profile,chip3__cohort_04_m8aiq8__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,chip3,3-Chip Bargaining,Cohort 04-m8aiq8,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p2,generated,3,3,9,46.0,60.142857142857146,14.142857142857146,55.2,9.200000000000003,0.6505050505050506,0.6505050505050506,1.5,0.7777777777777778,0.25555555555555554,3.0666666666666678
chip_bargain__chip3_cohort_05_m8aiq8_game_2_alt_profile,chip3__cohort_05_m8aiq8__game_2_alt_profile,chip3__cohort_05_m8aiq8__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,chip3,3-Chip Bargaining,Cohort 05-m8aiq8,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p2,generated,3,3,9,41.0,51.0,10.0,45.4,4.399999999999999,0.43999999999999984,0.43999999999999984,1.2777777777777777,0.5555555555555556,0.4111111111111111,1.4666666666666661
chip_bargain__chip3_cohort_06_m8ak4g_game_2_alt_profile,chip3__cohort_06_m8ak4g__game_2_alt_profile,chip3__cohort_06_m8ak4g__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,chip3,3-Chip Bargaining,Cohort 06-m8ak4g,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p2,generated,3,3,9,36.0,42.599999999999994,6.599999999999994,39.3,3.299999999999997,0.5,0.5,1.6851851851851851,0.4444444444444444,0.23333333333333325,1.099999999999999
