fold,model,n_train,n_test,n_train_games,n_test_games,status,pred_true_cosine_mean,retrieved_true_cosine_mean,oracle_true_cosine_mean,retrieval_cosine_regret_mean,oracle_hit_at_1,oracle_hit_at_5,embedding_mse_mean,fit_eval_seconds
1,elastic_net,800,200,141,35,ok,0.9060001373291016,0.8631060123443604,0.9049689769744873,0.04186286777257919,0.015,0.06,0.00011667824583128095,40.8336
1,mlp,800,200,141,35,ok,0.790976345539093,0.8564069271087646,0.9049689769744873,0.048561934381723404,0.0,0.035,0.0002889224560931325,217.9898
2,elastic_net,800,200,141,35,ok,0.909212052822113,0.8671411871910095,0.9079835414886475,0.04084238037467003,0.015,0.1,0.0001128607036662288,51.7446
2,mlp,800,200,141,35,ok,0.7879335284233093,0.8564971089363098,0.9079835414886475,0.05148639529943466,0.015,0.045,0.0002896973746828735,236.4495
3,elastic_net,800,200,141,35,ok,0.9083828926086426,0.8621529936790466,0.9047913551330566,0.04263827204704285,0.04,0.11,0.0001138756051659584,60.1307
3,mlp,800,200,141,35,ok,0.8071891665458679,0.852123498916626,0.9047913551330566,0.052667856216430664,0.035,0.095,0.00025197016657330096,280.603
4,elastic_net,800,200,141,35,ok,0.909300684928894,0.8657251000404358,0.9054186344146729,0.03969349339604378,0.01,0.085,0.00011276420264039189,47.0783
4,mlp,800,200,141,35,ok,0.7916711568832397,0.8563617467880249,0.9054186344146729,0.04905686900019646,0.01,0.04,0.00029294227715581656,213.4976
5,elastic_net,800,200,140,36,ok,0.9023966193199158,0.8614346981048584,0.9031668305397034,0.041732124984264374,0.01,0.09,0.00012100925960112363,50.3886
5,mlp,800,200,140,36,ok,0.7873161435127258,0.8503825664520264,0.9031668305397034,0.05278429016470909,0.015,0.055,0.0003042812750209123,253.7087
