custom_id,record_id,unit_id,treatment_name,chip_family,chip_family_display,cohort_name,stage_name,stage_code,experiment_name,data_source,round,turn_index,absolute_turn_index,sender_id,buy_color,buy_quantity,sell_color,sell_quantity,status,recipient_id,accepted_binary,num_acceptors,multiple_acceptors_binary,proposer_net_surplus,trade_ratio,group_total_welfare_before,group_total_welfare_after,group_surplus_before,group_surplus_after,group_surplus_ratio_before,group_surplus_ratio_after
chip_bargain__chip3_cohort_01_m8aiq8_game_1,chip3__cohort_01_m8aiq8__game_1,chip3__cohort_01_m8aiq8__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 01-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,generated,0,0,0,buffalo-green-2230,BLUE,2,RED,4,ACCEPTED,goose-green-3433,1,1,0,0.9999999999999999,2.0,41.0,42.2,0.0,1.2000000000000028,0.0,0.060431654676259126
chip_bargain__chip3_cohort_01_m8aiq8_game_1,chip3__cohort_01_m8aiq8__game_1,chip3__cohort_01_m8aiq8__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 01-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,generated,0,1,1,bear-green-5745,BLUE,3,GREEN,3,ACCEPTED,goose-green-3433,1,1,0,1.5,1.0,42.2,44.9,1.2000000000000028,3.8999999999999986,0.060431654676259126,0.19640287769784162
chip_bargain__chip3_cohort_01_m8aiq8_game_1,chip3__cohort_01_m8aiq8__game_1,chip3__cohort_01_m8aiq8__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 01-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,generated,0,2,2,goose-green-3433,GREEN,2,RED,2,DECLINED,,0,0,0,0.8,1.0,44.9,44.9,3.8999999999999986,3.8999999999999986,0.19640287769784162,0.19640287769784162
chip_bargain__chip3_cohort_01_m8aiq8_game_1,chip3__cohort_01_m8aiq8__game_1,chip3__cohort_01_m8aiq8__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 01-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,generated,1,0,3,buffalo-green-2230,GREEN,2,BLUE,2,DECLINED,,0,0,0,-0.3999999999999999,1.0,44.9,44.9,3.8999999999999986,3.8999999999999986,0.19640287769784162,0.19640287769784162
chip_bargain__chip3_cohort_01_m8aiq8_game_1,chip3__cohort_01_m8aiq8__game_1,chip3__cohort_01_m8aiq8__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 01-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,generated,1,1,4,bear-green-5745,BLUE,2,RED,2,ACCEPTED,goose-green-3433,1,1,0,0.8,1.0,44.9,45.699999999999996,3.8999999999999986,4.699999999999996,0.19640287769784162,0.23669064748201413
chip_bargain__chip3_cohort_01_m8aiq8_game_1,chip3__cohort_01_m8aiq8__game_1,chip3__cohort_01_m8aiq8__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 01-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,generated,1,2,5,goose-green-3433,GREEN,1,BLUE,1,ACCEPTED,bear-green-5745,1,1,0,0.4,1.0,45.699999999999996,46.599999999999994,4.699999999999996,5.599999999999994,0.23669064748201413,0.2820143884892083
chip_bargain__chip3_cohort_01_m8aiq8_game_1,chip3__cohort_01_m8aiq8__game_1,chip3__cohort_01_m8aiq8__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 01-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,generated,2,0,6,buffalo-green-2230,GREEN,1,RED,2,ACCEPTED,goose-green-3433,1,1,0,0.3,2.0,46.599999999999994,46.6,5.599999999999994,5.600000000000001,0.2820143884892083,0.2820143884892086
chip_bargain__chip3_cohort_01_m8aiq8_game_1,chip3__cohort_01_m8aiq8__game_1,chip3__cohort_01_m8aiq8__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 01-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,generated,2,1,7,bear-green-5745,BLUE,1,GREEN,1,DECLINED,,0,0,0,0.5,1.0,46.6,46.6,5.600000000000001,5.600000000000001,0.2820143884892086,0.2820143884892086
chip_bargain__chip3_cohort_01_m8aiq8_game_1,chip3__cohort_01_m8aiq8__game_1,chip3__cohort_01_m8aiq8__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 01-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,generated,2,2,8,goose-green-3433,GREEN,1,RED,1,ACCEPTED,buffalo-green-2230,1,1,0,0.4,1.0,46.6,46.6,5.600000000000001,5.600000000000001,0.2820143884892086,0.2820143884892086
chip_bargain__chip3_cohort_02_m8aiq8_game_1,chip3__cohort_02_m8aiq8__game_1,chip3__cohort_02_m8aiq8__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 02-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,generated,0,0,0,otter-blue-7516,RED,2,BLUE,3,ACCEPTED,cat-orange-2462,1,1,0,0.7999999999999998,1.5,61.0,61.9,0.0,0.8999999999999986,0.0,0.17999999999999972
