custom_id,record_id,unit_id,treatment_name,chip_family,chip_family_display,cohort_name,stage_name,stage_code,experiment_name,data_source,n_players,n_rounds,n_turns,initial_total_welfare,optimal_total_welfare,optimal_total_surplus,final_total_welfare,final_total_surplus,final_surplus_ratio,final_group_surplus_ratio_after_turn,mean_trade_ratio,mean_acceptance_rate,mean_proposer_net_surplus,mean_player_final_surplus
chip_bargain__chip3_cohort_01_m8aiq8_game_1,chip3__cohort_01_m8aiq8__game_1,chip3__cohort_01_m8aiq8__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 01-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,human_gold,3,3,9,41.0,60.85714285714286,19.85714285714286,51.0,10.0,0.5035971223021581,0.5035971223021581,1.0,0.3333333333333333,1.677777777777778,3.3333333333333335
chip_bargain__chip3_cohort_02_m8aiq8_game_1,chip3__cohort_02_m8aiq8__game_1,chip3__cohort_02_m8aiq8__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 02-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,human_gold,3,3,9,61.0,66.0,5.0,62.4,1.3999999999999986,0.2799999999999997,0.2799999999999997,1.2962962962962963,0.4444444444444444,1.2555555555555555,0.4666666666666662
chip_bargain__chip3_cohort_03_m8aiq8_game_1,chip3__cohort_03_m8aiq8__game_1,chip3__cohort_03_m8aiq8__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 03-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,human_gold,3,3,9,49.0,58.66666666666667,9.666666666666671,56.60000000000001,7.6000000000000085,0.7862068965517246,0.7862068965517246,0.7567901234567902,0.4444444444444444,1.7333333333333332,2.5333333333333363
chip_bargain__chip3_cohort_04_m8aiq8_game_1,chip3__cohort_04_m8aiq8__game_1,chip3__cohort_04_m8aiq8__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 04-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,human_gold,3,3,9,47.0,72.0,25.0,69.3,22.299999999999997,0.8919999999999999,0.8919999999999999,1.1082010582010584,1.0,1.4777777777777776,7.433333333333333
chip_bargain__chip3_cohort_05_m8aiq8_game_1,chip3__cohort_05_m8aiq8__game_1,chip3__cohort_05_m8aiq8__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 05-m8aiq8,First negotiation game-negotiation1,GAME_1,🔵 3p2,human_gold,3,3,9,50.0,69.0,19.0,61.0,11.0,0.5789473684210527,0.5789473684210527,1.0,0.2222222222222222,2.2666666666666666,3.6666666666666665
chip_bargain__chip3_cohort_06_m8ak4g_game_1,chip3__cohort_06_m8ak4g__game_1,chip3__cohort_06_m8ak4g__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 06-m8ak4g,First negotiation game-negotiation1,GAME_1,🔵 3p2,human_gold,3,3,9,59.0,69.0,10.0,66.6,7.599999999999994,0.7599999999999995,0.7599999999999995,0.6925925925925926,0.2222222222222222,1.4666666666666666,2.5333333333333314
chip_bargain__chip3_cohort_07_m8ak4j_game_1,chip3__cohort_07_m8ak4j__game_1,chip3__cohort_07_m8ak4j__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,Cohort 07-m8ak4j,First negotiation game-negotiation1,GAME_1,🔵 3p2,human_gold,3,3,9,62.0,74.33333333333333,12.333333333333329,70.5,8.5,0.6891891891891895,0.6891891891891895,0.8328042328042327,0.4444444444444444,2.4000000000000004,2.8333333333333335
chip_bargain__chip3_g11_m5wp7b_game_1,chip3__g11_m5wp7b__game_1,chip3__g11_m5wp7b__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g11-m5wp7b,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),human_gold,3,3,9,55.0,71.875,16.875,64.3,9.299999999999997,0.551111111111111,0.551111111111111,0.9052910052910055,0.7777777777777778,1.211111111111111,3.099999999999999
chip_bargain__chip3_g12_m5wp8p_game_1,chip3__g12_m5wp8p__game_1,chip3__g12_m5wp8p__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g12-m5wp8p,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),human_gold,3,3,9,59.0,63.0,4.0,62.5,3.5,0.875,0.875,1.1206349206349207,0.3333333333333333,0.911111111111111,1.1666666666666667
chip_bargain__chip3_g13_m5wp8q_game_1,chip3__g13_m5wp8q__game_1,chip3__g13_m5wp8q__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g13-m5wp8q,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),human_gold,3,3,9,45.0,57.0,12.0,52.2,7.200000000000003,0.6000000000000002,0.6000000000000002,0.8978835978835981,0.5555555555555556,0.8888888888888891,2.400000000000001
