metric_family,metric,distance_kind,bootstrap_mean,bootstrap_median,bootstrap_p05,bootstrap_p95,metric_scope,n_groups,model_score,median_value,model_stderr
behavior_distribution_distance,fairness_wd,mean_wasserstein_1d,0.064335,0.0632,0.0517,0.08120999999999999,distribution,6,0.2286,0.22700000000000004,0.01054535179329947
behavior_distribution_distance,trust_wd,mean_wasserstein_1d,0.07199,0.07,0.042,0.10599999999999998,distribution,6,0.19,0.22,0.031162655713387312
behavior_distribution_distance,trustworthiness_wd,mean_wasserstein_1d,0.05206333333333333,0.05133333333333334,0.039316666666666666,0.06701666666666667,distribution,6,0.18133333333333335,0.1816666666666667,0.008183090062009764
behavior_distribution_distance,cooperation_wd,mean_wasserstein_1d,0.07273,0.07200000000000001,0.052950000000000004,0.09514999999999994,distribution,6,0.387,0.365,0.04514298272033969
behavior_distribution_distance,coordination_wd,mean_wasserstein_1d,0.07499,0.07200000000000001,0.044,0.11009999999999998,distribution,6,0.39,0.36,0.03428637565499677
behavior_distribution_distance,fairness_offer_wd,wasserstein_1d,0.05960400000000001,0.05800000000000001,0.045180000000000005,0.07880000000000001,distribution,6,0.1716,0.16799999999999998,0.030001185161775037
behavior_distribution_distance,inequality_tolerance_wd,wasserstein_1d,0.069066,0.06799999999999999,0.04878000000000001,0.09479999999999998,distribution,6,0.2856,0.28800000000000003,0.017263448863615492
behavior_distribution_distance,trust_send_wd,wasserstein_1d,0.07199,0.07,0.042,0.10599999999999998,distribution,6,0.19,0.22,0.031162655713387312
behavior_distribution_distance,trustworthiness_return_wd,wasserstein_1d,0.05206333333333333,0.05133333333333334,0.039316666666666666,0.06701666666666667,distribution,6,0.18133333333333335,0.1816666666666667,0.008183090062009764
behavior_distribution_distance,cooperation_pd_wd,wasserstein_1d,0.07769,0.07599999999999998,0.04599999999999999,0.11219999999999995,distribution,6,0.40599999999999997,0.43999999999999995,0.022715633383201088
behavior_distribution_distance,cooperation_sh_wd,wasserstein_1d,0.06777,0.06599999999999999,0.044,0.09809999999999997,distribution,6,0.368,0.28,0.07199999999999998
behavior_distribution_distance,coordination_earth_wd,wasserstein_1d,0.07499,0.07200000000000001,0.044,0.11009999999999998,distribution,6,0.39,0.36,0.03428637565499677
paper_index_distribution_distance,delegation_index_wd,wasserstein_1d,0.063475,0.061071428571428575,0.042857142857142864,0.08932142857142857,distribution,4,0.5242857142857142,0.5485714285714285,0.05677860093212513
paper_index_distribution_distance,payoff_index_wd,wasserstein_1d,0.042743560659626076,0.04217893962570954,0.03523113118324457,0.05276842892861968,distribution,6,0.20227438253076135,0.19676190476190475,0.016363019543881696
paper_index_distribution_distance,prosociality_index_wd,wasserstein_1d,0.04675273660619326,0.04585381518857759,0.03899981856089187,0.05794632470249858,distribution,6,0.21787315108437974,0.21112136243386243,0.013062427974101218
paper_index_distribution_distance,kindness_index_wd,wasserstein_1d,0.06272209362981515,0.06244217280167924,0.04685086730477412,0.0788982708413091,distribution,6,0.2886792403198653,0.2753787878787879,0.016763877780904036
paper_index_distribution_distance,intentions_index_wd,wasserstein_1d,0.049665675377925995,0.04936908828719093,0.038026427470765366,0.061568283424624184,distribution,6,0.16219922009207724,0.1605,0.008688856236858564
paper_index_distribution_distance,predictability_index_wd,wasserstein_1d,0.08045453300857038,0.07852547671763455,0.055111882378992165,0.10847203657329936,distribution,6,0.337538821472645,0.32,0.02797498837918436
paper_index_distribution_distance,equality_index_wd,wasserstein_1d,0.055287305096610125,0.054582617857581506,0.04328815823536766,0.07043909728100906,distribution,6,0.16166666666666665,0.14799999999999996,0.026041730302952554
delegation_distribution_distance,mean_delegation_wd,mean_wasserstein_1d,0.07566071428571428,0.07392857142857143,0.055,0.09928571428571428,distribution,4,0.5242857142857142,0.5485714285714286,0.056778600932125174
delegation_distribution_distance,C_delegated,wasserstein_1d,0.07702500000000001,0.075,0.03474999999999997,0.13,distribution,4,0.385,0.36,0.0963932916061417
delegation_distribution_distance,PD_delegated,wasserstein_1d,0.071975,0.06999999999999995,0.03,0.12000000000000002,distribution,4,0.575,0.5800000000000001,0.05560275772537425
delegation_distribution_distance,SH_delegated,wasserstein_1d,0.07154999999999999,0.07,0.03,0.11499999999999999,distribution,4,0.5700000000000001,0.5900000000000001,0.06557438524302
delegation_distribution_distance,TGReceiver_delegated,wasserstein_1d,0.079,0.07500000000000002,0.034749999999999996,0.13,distribution,4,0.485,0.53,0.07804912982645397
delegation_distribution_distance,TGSender_delegated,wasserstein_1d,0.0806,0.07999999999999999,0.03500000000000002,0.13,distribution,4,0.405,0.43,0.08381527307120104
delegation_distribution_distance,UGProposer_delegated,wasserstein_1d,0.0717,0.07,0.03,0.11524999999999991,distribution,4,0.675,0.6799999999999999,0.026299556396765827
