custom_id,input_token_estimate
chip_bargain__chip2_cohort_01_m7xia7_game_1,3005
chip_bargain__chip2_cohort_01_m8aexq_game_1,3016
chip_bargain__chip2_cohort_02_m7xiz2_game_1,3028
chip_bargain__chip2_cohort_02_m8aexq_game_1,3004
chip_bargain__chip2_cohort_03_m8aexq_game_1,2966
chip_bargain__chip2_cohort_04_m7xjm0_game_1,3005
chip_bargain__chip2_cohort_04_m8aexq_game_1,3030
chip_bargain__chip2_cohort_05_m7xjzy_game_1,3022
chip_bargain__chip2_cohort_05_m8aexq_game_1,3039
chip_bargain__chip2_cohort_06_m7xk99_game_1,2992
chip_bargain__chip2_cohort_06_m8ag8i_game_1,3023
chip_bargain__chip2_cohort_07_m8ag8i_game_1,3035
chip_bargain__chip2_cohort_08_m8ag8i_game_1,3012
chip_bargain__chip2_cohort_09_m8ag8i_game_1,3019
chip_bargain__chip2_cohort_11_m8agmu_game_1,2993
chip_bargain__chip2_cohort_12_m8agmu_game_1,3039
chip_bargain__chip2_cohort_13_m8agmu_game_1,3008
chip_bargain__chip2_cohort_14_m8agmu_game_1,3024
chip_bargain__chip2_cohort_15_m8agmu_game_1,3064
chip_bargain__chip2_cohort_16_m8agzl_game_1,3023
chip_bargain__chip2_cohort_17_m8agzl_game_1,3039
chip_bargain__chip2_cohort_18_m8agzl_game_1,2997
chip_bargain__chip2_cohort_19_m8agzl_game_1,2979
chip_bargain__chip2_cohort_20_m8agzl_game_1,2994
chip_bargain__chip2_cohort_01_m7xia7_game_2_alt_profile,3008
chip_bargain__chip2_cohort_01_m8aexq_game_2_alt_profile,3019
chip_bargain__chip2_cohort_02_m7xiz2_game_2_alt_profile,3032
chip_bargain__chip2_cohort_02_m8aexq_game_2_alt_profile,3006
chip_bargain__chip2_cohort_03_m8aexq_game_2_alt_profile,2968
chip_bargain__chip2_cohort_04_m7xjm0_game_2_alt_profile,3008
chip_bargain__chip2_cohort_04_m8aexq_game_2_alt_profile,3034
chip_bargain__chip2_cohort_05_m7xjzy_game_2_alt_profile,3025
chip_bargain__chip2_cohort_05_m8aexq_game_2_alt_profile,3042
chip_bargain__chip2_cohort_06_m7xk99_game_2_alt_profile,2996
chip_bargain__chip2_cohort_06_m8ag8i_game_2_alt_profile,3026
chip_bargain__chip2_cohort_07_m8ag8i_game_2_alt_profile,3039
chip_bargain__chip2_cohort_08_m8ag8i_game_2_alt_profile,3015
chip_bargain__chip2_cohort_09_m8ag8i_game_2_alt_profile,3022
chip_bargain__chip2_cohort_11_m8agmu_game_2_alt_profile,2996
chip_bargain__chip2_cohort_12_m8agmu_game_2_alt_profile,3043
chip_bargain__chip2_cohort_13_m8agmu_game_2_alt_profile,3011
chip_bargain__chip2_cohort_14_m8agmu_game_2_alt_profile,3026
chip_bargain__chip2_cohort_15_m8agmu_game_2_alt_profile,3067
chip_bargain__chip2_cohort_16_m8agzl_game_2_alt_profile,3027
chip_bargain__chip2_cohort_17_m8agzl_game_2_alt_profile,3042
chip_bargain__chip2_cohort_18_m8agzl_game_2_alt_profile,3001
chip_bargain__chip2_cohort_19_m8agzl_game_2_alt_profile,2982
chip_bargain__chip2_cohort_20_m8agzl_game_2_alt_profile,2999
chip_bargain__chip3_cohort_01_m8aiq8_game_1,3021
chip_bargain__chip3_cohort_02_m8aiq8_game_1,3052
chip_bargain__chip3_cohort_03_m8aiq8_game_1,3026
chip_bargain__chip3_cohort_04_m8aiq8_game_1,3061
chip_bargain__chip3_cohort_05_m8aiq8_game_1,3031
chip_bargain__chip3_cohort_06_m8ak4g_game_1,3040
chip_bargain__chip3_cohort_07_m8ak4j_game_1,3068
chip_bargain__chip3_g11_m5wp7b_game_1,3056
chip_bargain__chip3_g12_m5wp8p_game_1,3085
chip_bargain__chip3_g13_m5wp8q_game_1,3028
chip_bargain__chip3_g15_m5wp8s_game_1,3070
chip_bargain__chip3_g16_m5wp8t_game_1,3045
chip_bargain__chip3_g17_m5wp8w_game_1,3043
chip_bargain__chip3_g18_m5wq8i_game_1,3045
chip_bargain__chip3_g19_m5wq90_game_1,3049
chip_bargain__chip3_g1_m5wp46_game_1,3032
chip_bargain__chip3_g20_m5wq93_game_1,3051
chip_bargain__chip3_g2_m5wp6p_game_1,3026
chip_bargain__chip3_g3_m5wp6q_game_1,3085
chip_bargain__chip3_g5_m5wp6r_game_1,3077
chip_bargain__chip3_g6_m5wp77_game_1,3062
chip_bargain__chip3_g7_m5wp78_game_1,3068
chip_bargain__chip3_g8_m5wp79_game_1,3050
chip_bargain__chip3_g9_m5wp79_game_1,3082
chip_bargain__chip3_cohort_01_m8aiq8_game_2_alt_profile,3024
chip_bargain__chip3_cohort_02_m8aiq8_game_2_alt_profile,3056
chip_bargain__chip3_cohort_03_m8aiq8_game_2_alt_profile,3028
chip_bargain__chip3_cohort_04_m8aiq8_game_2_alt_profile,3066
chip_bargain__chip3_cohort_05_m8aiq8_game_2_alt_profile,3034
chip_bargain__chip3_cohort_06_m8ak4g_game_2_alt_profile,3043
chip_bargain__chip3_cohort_07_m8ak4j_game_2_alt_profile,3071
chip_bargain__chip3_g11_m5wp7b_game_2_alt_profile,3059
chip_bargain__chip3_g12_m5wp8p_game_2_alt_profile,3088
chip_bargain__chip3_g13_m5wp8q_game_2_alt_profile,3031
chip_bargain__chip3_g15_m5wp8s_game_2_alt_profile,3073
chip_bargain__chip3_g16_m5wp8t_game_2_alt_profile,3048
chip_bargain__chip3_g17_m5wp8w_game_2_alt_profile,3046
chip_bargain__chip3_g18_m5wq8i_game_2_alt_profile,3048
chip_bargain__chip3_g19_m5wq90_game_2_alt_profile,3052
chip_bargain__chip3_g1_m5wp46_game_2_alt_profile,3035
chip_bargain__chip3_g20_m5wq93_game_2_alt_profile,3054
chip_bargain__chip3_g2_m5wp6p_game_2_alt_profile,3029
chip_bargain__chip3_g3_m5wp6q_game_2_alt_profile,3088
chip_bargain__chip3_g5_m5wp6r_game_2_alt_profile,3080
chip_bargain__chip3_g6_m5wp77_game_2_alt_profile,3065
chip_bargain__chip3_g7_m5wp78_game_2_alt_profile,3071
chip_bargain__chip3_g8_m5wp79_game_2_alt_profile,3053
chip_bargain__chip3_g9_m5wp79_game_2_alt_profile,3085
chip_bargain__chip4_cohort_01_m7xkoz_game_1,3127
chip_bargain__chip4_cohort_01_m898xg_game_1,3078
chip_bargain__chip4_cohort_01_m8aboy_game_1,3127
chip_bargain__chip4_cohort_02_m7xl5i_game_1,3101
chip_bargain__chip4_cohort_02_m89542_game_1,3082
chip_bargain__chip4_cohort_02_m898xg_game_1,3112
chip_bargain__chip4_cohort_02_m8aboy_game_1,3073
chip_bargain__chip4_cohort_03_m7xld5_game_1,3101
chip_bargain__chip4_cohort_03_m898xg_game_1,3076
chip_bargain__chip4_cohort_03_m8aboy_game_1,3106
chip_bargain__chip4_cohort_04_m7xlmc_game_1,3074
chip_bargain__chip4_cohort_04_m89542_game_1,3110
chip_bargain__chip4_cohort_04_m8aboy_game_1,3116
chip_bargain__chip4_cohort_05_m7xlsd_game_1,3087
chip_bargain__chip4_cohort_05_m89542_game_1,3060
chip_bargain__chip4_cohort_05_m898xg_game_1,3074
chip_bargain__chip4_cohort_05_m8aboy_game_1,3129
chip_bargain__chip4_cohort_06_m895x2_game_1,3075
chip_bargain__chip4_cohort_06_m89b9z_game_1,3107
chip_bargain__chip4_cohort_06_m8acrp_game_1,3065
chip_bargain__chip4_cohort_07_m896vn_game_1,3083
chip_bargain__chip4_cohort_07_m8ad4g_game_1,3077
chip_bargain__chip4_cohort_08_m7xm7k_game_1,3108
chip_bargain__chip4_cohort_08_m8ad5n_game_1,3101
chip_bargain__chip4_cohort_01_m7xkoz_game_2_alt_profile,3130
chip_bargain__chip4_cohort_01_m898xg_game_2_alt_profile,3081
chip_bargain__chip4_cohort_01_m8aboy_game_2_alt_profile,3130
chip_bargain__chip4_cohort_02_m7xl5i_game_2_alt_profile,3105
chip_bargain__chip4_cohort_02_m89542_game_2_alt_profile,3085
chip_bargain__chip4_cohort_02_m898xg_game_2_alt_profile,3115
chip_bargain__chip4_cohort_02_m8aboy_game_2_alt_profile,3076
chip_bargain__chip4_cohort_03_m7xld5_game_2_alt_profile,3107
chip_bargain__chip4_cohort_03_m898xg_game_2_alt_profile,3079
chip_bargain__chip4_cohort_03_m8aboy_game_2_alt_profile,3109
chip_bargain__chip4_cohort_04_m7xlmc_game_2_alt_profile,3077
chip_bargain__chip4_cohort_04_m89542_game_2_alt_profile,3113
chip_bargain__chip4_cohort_04_m8aboy_game_2_alt_profile,3119
chip_bargain__chip4_cohort_05_m7xlsd_game_2_alt_profile,3090
chip_bargain__chip4_cohort_05_m89542_game_2_alt_profile,3063
chip_bargain__chip4_cohort_05_m898xg_game_2_alt_profile,3077
chip_bargain__chip4_cohort_05_m8aboy_game_2_alt_profile,3132
chip_bargain__chip4_cohort_06_m895x2_game_2_alt_profile,3077
chip_bargain__chip4_cohort_06_m89b9z_game_2_alt_profile,3109
chip_bargain__chip4_cohort_06_m8acrp_game_2_alt_profile,3068
chip_bargain__chip4_cohort_07_m896vn_game_2_alt_profile,3087
chip_bargain__chip4_cohort_07_m8ad4g_game_2_alt_profile,3079
chip_bargain__chip4_cohort_08_m7xm7k_game_2_alt_profile,3112
chip_bargain__chip4_cohort_08_m8ad5n_game_2_alt_profile,3103
