custom_id,estimated_input_chars,estimated_input_tokens_char4
persona_match__pid_222__game_5mhtM66ewYHNxSp4q__p001__g001,15921,3980
persona_match__pid_222__game_2TquMDieEiixty8AN__p001__g002,18849,4712
persona_match__pid_222__game_65crAkEscRbHNJXbW__p001__g003,15629,3907
persona_match__pid_222__game_3EG5RaDj4z7hkT2JD__p001__g004,16262,4066
persona_match__pid_222__game_PmcxhmDRj2tN3cECC__p001__g005,27033,6758
persona_match__pid_222__game_925LF9k9CXpz8KjQm__p001__g006,32502,8126
persona_match__pid_222__game_ASQtYBWx6cGN27KxL__p001__g007,17489,4372
persona_match__pid_222__game_DYFJDsdGg8bppBJ7P__p001__g008,18318,4580
persona_match__pid_222__game_CbDvrXGkphmfGtH3G__p001__g009,24524,6131
persona_match__pid_222__game_FvbM5EM5aB5pcjLpA__p001__g010,21446,5362
persona_match__pid_222__game_C5Cd8Yq5dDbdycXKB__p001__g011,19079,4770
persona_match__pid_222__game_AyQkFs97hRTki5zWR__p001__g012,20186,5046
persona_match__pid_222__game_7oRFMBwqmesGX7t3H__p001__g013,27346,6836
persona_match__pid_222__game_fMhhGrfpZH9ign2AK__p001__g014,20996,5249
persona_match__pid_222__game_i7C4Y4NiesraiSwwb__p001__g015,19280,4820
persona_match__pid_222__game_7tfDsTHHnxsgrhE3d__p001__g016,21673,5418
persona_match__pid_222__game_r7Bk7fEwX3HSRrXMZ__p001__g017,16897,4224
persona_match__pid_222__game_7FQezekfKk3zctLN8__p001__g018,23052,5763
persona_match__pid_222__game_2khRAszouj8vP8ZfP__p001__g019,18424,4606
persona_match__pid_222__game_CoHyYysb84APn5gDE__p001__g020,18428,4607
persona_match__pid_222__game_2KKC9nMd8nRXfgH5G__p001__g021,19562,4890
persona_match__pid_222__game_PrfKWppTZdvPhe4oN__p001__g022,20895,5224
persona_match__pid_222__game_6Pxb9DsQpyk22cJNr__p001__g023,16530,4132
persona_match__pid_222__game_Fm7uYc98E2b6kcoDE__p001__g024,17371,4343
persona_match__pid_222__game_9oyspxPncwXdAkruR__p001__g025,16800,4200
persona_match__pid_222__game_2TDnnb4wn9rwy3CYZ__p001__g026,17740,4435
persona_match__pid_222__game_7ywewvEuctuz4Rq8j__p001__g027,20163,5041
persona_match__pid_222__game_AJ4ikZuWJeJcEXhgZ__p001__g028,19641,4910
persona_match__pid_222__game_3v9ji6wNY7sXHe8cM__p001__g029,18897,4724
persona_match__pid_222__game_8GneB6qmtDLSnbcJT__p001__g030,17784,4446
persona_match__pid_222__game_6sSM4xSyZQkaxyHav__p001__g031,16987,4247
persona_match__pid_222__game_3EQGxadfbmAKaACgZ__p001__g032,16819,4205
persona_match__pid_222__game_Aj2G7CTuhLZ7Z2SPK__p001__g033,17315,4329
persona_match__pid_222__game_FAuuG8S2iw8wkGRnA__p001__g034,19652,4913
persona_match__pid_222__game_SFohXkBYvScM7Y7rC__p001__g035,18780,4695
persona_match__pid_222__game_5R7YRmti4R5GiJKpi__p001__g036,20013,5003
persona_match__pid_222__game_6BxRfLcBtXYodAS8h__p001__g037,15961,3990
persona_match__pid_222__game_7Y6PBvgZNqtriKzaZ__p001__g038,16446,4112
persona_match__pid_222__game_HmA52oSS75D5Z2W8a__p001__g039,20188,5047
persona_match__pid_222__game_6pQRuemJv5faRcZft__p001__g040,20134,5034
persona_match__pid_1096__game_5mhtM66ewYHNxSp4q__p002__g001,16297,4074
persona_match__pid_1096__game_2TquMDieEiixty8AN__p002__g002,19225,4806
persona_match__pid_1096__game_65crAkEscRbHNJXbW__p002__g003,16005,4001
persona_match__pid_1096__game_3EG5RaDj4z7hkT2JD__p002__g004,16638,4160
persona_match__pid_1096__game_PmcxhmDRj2tN3cECC__p002__g005,27409,6852
persona_match__pid_1096__game_925LF9k9CXpz8KjQm__p002__g006,32878,8220
persona_match__pid_1096__game_ASQtYBWx6cGN27KxL__p002__g007,17865,4466
persona_match__pid_1096__game_DYFJDsdGg8bppBJ7P__p002__g008,18694,4674
persona_match__pid_1096__game_CbDvrXGkphmfGtH3G__p002__g009,24900,6225
persona_match__pid_1096__game_FvbM5EM5aB5pcjLpA__p002__g010,21822,5456
persona_match__pid_1096__game_C5Cd8Yq5dDbdycXKB__p002__g011,19455,4864
persona_match__pid_1096__game_AyQkFs97hRTki5zWR__p002__g012,20562,5140
persona_match__pid_1096__game_7oRFMBwqmesGX7t3H__p002__g013,27722,6930
persona_match__pid_1096__game_fMhhGrfpZH9ign2AK__p002__g014,21372,5343
persona_match__pid_1096__game_i7C4Y4NiesraiSwwb__p002__g015,19656,4914
persona_match__pid_1096__game_7tfDsTHHnxsgrhE3d__p002__g016,22049,5512
persona_match__pid_1096__game_r7Bk7fEwX3HSRrXMZ__p002__g017,17273,4318
persona_match__pid_1096__game_7FQezekfKk3zctLN8__p002__g018,23428,5857
persona_match__pid_1096__game_2khRAszouj8vP8ZfP__p002__g019,18800,4700
persona_match__pid_1096__game_CoHyYysb84APn5gDE__p002__g020,18804,4701
persona_match__pid_1096__game_2KKC9nMd8nRXfgH5G__p002__g021,19938,4984
persona_match__pid_1096__game_PrfKWppTZdvPhe4oN__p002__g022,21271,5318
persona_match__pid_1096__game_6Pxb9DsQpyk22cJNr__p002__g023,16906,4226
persona_match__pid_1096__game_Fm7uYc98E2b6kcoDE__p002__g024,17747,4437
persona_match__pid_1096__game_9oyspxPncwXdAkruR__p002__g025,17176,4294
persona_match__pid_1096__game_2TDnnb4wn9rwy3CYZ__p002__g026,18116,4529
persona_match__pid_1096__game_7ywewvEuctuz4Rq8j__p002__g027,20539,5135
persona_match__pid_1096__game_AJ4ikZuWJeJcEXhgZ__p002__g028,20017,5004
persona_match__pid_1096__game_3v9ji6wNY7sXHe8cM__p002__g029,19273,4818
persona_match__pid_1096__game_8GneB6qmtDLSnbcJT__p002__g030,18160,4540
persona_match__pid_1096__game_6sSM4xSyZQkaxyHav__p002__g031,17363,4341
persona_match__pid_1096__game_3EQGxadfbmAKaACgZ__p002__g032,17195,4299
persona_match__pid_1096__game_Aj2G7CTuhLZ7Z2SPK__p002__g033,17691,4423
persona_match__pid_1096__game_FAuuG8S2iw8wkGRnA__p002__g034,20028,5007
persona_match__pid_1096__game_SFohXkBYvScM7Y7rC__p002__g035,19156,4789
persona_match__pid_1096__game_5R7YRmti4R5GiJKpi__p002__g036,20389,5097
persona_match__pid_1096__game_6BxRfLcBtXYodAS8h__p002__g037,16337,4084
persona_match__pid_1096__game_7Y6PBvgZNqtriKzaZ__p002__g038,16822,4206
persona_match__pid_1096__game_HmA52oSS75D5Z2W8a__p002__g039,20564,5141
persona_match__pid_1096__game_6pQRuemJv5faRcZft__p002__g040,20510,5128
persona_match__pid_2004__game_5mhtM66ewYHNxSp4q__p003__g001,15339,3835
persona_match__pid_2004__game_2TquMDieEiixty8AN__p003__g002,18267,4567
persona_match__pid_2004__game_65crAkEscRbHNJXbW__p003__g003,15047,3762
persona_match__pid_2004__game_3EG5RaDj4z7hkT2JD__p003__g004,15680,3920
persona_match__pid_2004__game_PmcxhmDRj2tN3cECC__p003__g005,26451,6613
persona_match__pid_2004__game_925LF9k9CXpz8KjQm__p003__g006,31920,7980
persona_match__pid_2004__game_ASQtYBWx6cGN27KxL__p003__g007,16907,4227
persona_match__pid_2004__game_DYFJDsdGg8bppBJ7P__p003__g008,17736,4434
persona_match__pid_2004__game_CbDvrXGkphmfGtH3G__p003__g009,23942,5986
persona_match__pid_2004__game_FvbM5EM5aB5pcjLpA__p003__g010,20864,5216
persona_match__pid_2004__game_C5Cd8Yq5dDbdycXKB__p003__g011,18497,4624
persona_match__pid_2004__game_AyQkFs97hRTki5zWR__p003__g012,19604,4901
persona_match__pid_2004__game_7oRFMBwqmesGX7t3H__p003__g013,26764,6691
persona_match__pid_2004__game_fMhhGrfpZH9ign2AK__p003__g014,20414,5104
persona_match__pid_2004__game_i7C4Y4NiesraiSwwb__p003__g015,18698,4674
persona_match__pid_2004__game_7tfDsTHHnxsgrhE3d__p003__g016,21091,5273
persona_match__pid_2004__game_r7Bk7fEwX3HSRrXMZ__p003__g017,16315,4079
persona_match__pid_2004__game_7FQezekfKk3zctLN8__p003__g018,22470,5618
persona_match__pid_2004__game_2khRAszouj8vP8ZfP__p003__g019,17842,4460
persona_match__pid_2004__game_CoHyYysb84APn5gDE__p003__g020,17846,4462
persona_match__pid_2004__game_2KKC9nMd8nRXfgH5G__p003__g021,18980,4745
persona_match__pid_2004__game_PrfKWppTZdvPhe4oN__p003__g022,20313,5078
persona_match__pid_2004__game_6Pxb9DsQpyk22cJNr__p003__g023,15948,3987
persona_match__pid_2004__game_Fm7uYc98E2b6kcoDE__p003__g024,16789,4197
persona_match__pid_2004__game_9oyspxPncwXdAkruR__p003__g025,16218,4054
persona_match__pid_2004__game_2TDnnb4wn9rwy3CYZ__p003__g026,17158,4290
persona_match__pid_2004__game_7ywewvEuctuz4Rq8j__p003__g027,19581,4895
persona_match__pid_2004__game_AJ4ikZuWJeJcEXhgZ__p003__g028,19059,4765
persona_match__pid_2004__game_3v9ji6wNY7sXHe8cM__p003__g029,18315,4579
persona_match__pid_2004__game_8GneB6qmtDLSnbcJT__p003__g030,17202,4300
persona_match__pid_2004__game_6sSM4xSyZQkaxyHav__p003__g031,16405,4101
persona_match__pid_2004__game_3EQGxadfbmAKaACgZ__p003__g032,16237,4059
persona_match__pid_2004__game_Aj2G7CTuhLZ7Z2SPK__p003__g033,16733,4183
persona_match__pid_2004__game_FAuuG8S2iw8wkGRnA__p003__g034,19070,4768
persona_match__pid_2004__game_SFohXkBYvScM7Y7rC__p003__g035,18198,4550
persona_match__pid_2004__game_5R7YRmti4R5GiJKpi__p003__g036,19431,4858
persona_match__pid_2004__game_6BxRfLcBtXYodAS8h__p003__g037,15379,3845
