treatment_name,metrics_used,mean_abs_z_score,median_percentile
VALIDATION_6_C,144,4.781519596870145,0.0
VALIDATION_7_C,154,3.9962167007342093,0.13636363636363635
VALIDATION_13_T,176,3.1102325624566487,0.25
VALIDATION_17_C,132,2.814708843416701,0.45454545454545453
VALIDATION_13_C,150,2.468301356084038,0.125
VALIDATION_10_T,150,2.0372170037300275,0.4
VALIDATION_6_T,143,1.9379801998078452,0.09090909090909091
VALIDATION_15_C,143,1.911780111516101,0.09090909090909091
VALIDATION_11_T,176,1.6861289902925185,0.36363636363636365
VALIDATION_1_C,96,1.6558053833979185,0.1875
VALIDATION_17_T,104,1.6259391386127031,0.75
VALIDATION_16_C,140,1.5867985485296119,0.375
VALIDATION_11_C,150,1.5684999688802166,0.3
VALIDATION_0_C,140,1.5018452229841701,0.5
VALIDATION_7_T,180,1.4719810657982704,0.3333333333333333
VALIDATION_16_T,120,1.4284614441467212,0.375
VALIDATION_3_T,160,1.4194220380930862,0.3
VALIDATION_18_C,168,1.3256159949619057,0.375
VALIDATION_14_T,160,1.200393302586134,0.4
VALIDATION_14_C,180,1.1869332937650716,0.375
VALIDATION_9_C,143,1.1867835725676332,0.18181818181818182
VALIDATION_19_T,140,1.179192880117312,0.3
VALIDATION_12_C,168,1.113701761222802,0.5833333333333334
VALIDATION_15_T,126,1.1047207306029583,0.2777777777777778
VALIDATION_9_T,154,1.084832659505075,0.18181818181818182
VALIDATION_3_C,135,0.9441353156870709,0.4444444444444444
VALIDATION_18_T,150,0.9194473733473454,0.5
VALIDATION_4_C,180,0.9091934527700164,0.5416666666666666
VALIDATION_10_C,140,0.892811767541085,0.3
VALIDATION_19_C,130,0.8765817301520283,0.3
VALIDATION_2_C,117,0.8705839393197476,0.4444444444444444
VALIDATION_8_T,176,0.8607940926321945,0.36363636363636365
VALIDATION_5_C,135,0.8271165659087798,0.4444444444444444
VALIDATION_8_C,180,0.8087947741016787,0.4166666666666667
VALIDATION_1_T,104,0.7928901710914972,0.40625
VALIDATION_0_T,180,0.7616209872384517,0.4166666666666667
VALIDATION_5_T,176,0.7523382058511863,0.4583333333333333
VALIDATION_4_T,144,0.7297484211265914,0.5555555555555556
VALIDATION_12_T,180,0.680081662169319,0.5
VALIDATION_2_T,154,0.6069002971253795,0.45454545454545453
