custom_id,game_id,treatment_name,chat_enabled,punishment_enabled,reward_enabled,num_players,num_rounds,model_label,mean_contribution_rate,punish_actor_round_rate,reward_actor_round_rate,punish_targets_per_actor_round,reward_targets_per_actor_round,actor_rounds,mean_total_contribution_rate,first_round_total_contribution_rate,total_contribution_rate_sd,final_total_contribution_rate,mean_round_normalized_efficiency,first_round_normalized_efficiency,final_round_normalized_efficiency,mean_within_round_contribution_rate_var,messages_per_round,rounds_with_chat_rate,observed_rounds,total_contribution_rate_decay_slope,round_normalized_efficiency_decay_slope,total_contribution_rate_rmse_to_treatment_mean,round_normalized_efficiency_rmse_to_treatment_mean
trajectory_completion_compact__VALIDATION_0_C__tjEFcmYxtEBx3PZzY__k0__rep1,tjEFcmYxtEBx3PZzY,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.7666666666666667,0.0,0.0,0.0,0.0,60,0.7666666666666666,0.8,0.17950549357115014,0.4,0.7692307692307692,0.7980769230769231,0.40384615384615385,0.14666666666666667,3.3333333333333335,1.0,6,-0.2571428571428572,-0.2527472527472528,0.19407239538431467,0.1967071790978412
trajectory_completion_compact__VALIDATION_0_C__kkGkkWk4kCvb4t5fK__k0__rep1,kkGkkWk4kCvb4t5fK,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.6,0.0,0.0,0.0,0.0,60,0.6,0.9,0.23094010767585033,0.2,0.6009615384615384,0.9038461538461539,0.20192307692307693,0.18666666666666668,4.0,1.0,6,-0.6571428571428573,-0.6579670329670331,0.26859928542661327,0.32424572598071144
trajectory_completion_compact__VALIDATION_0_C__4HwmGmWXPq5jBJust__k0__rep1,4HwmGmWXPq5jBJust,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.43333333333333335,0.0,0.0,0.0,0.0,60,0.43333333333333335,0.6,0.13743685418725535,0.2,0.4326923076923077,0.5961538461538461,0.20192307692307693,0.22666666666666668,3.8333333333333335,1.0,6,-0.3142857142857143,-0.31043956043956045,0.31434414707188985,0.38009189070600524
trajectory_completion_compact__VALIDATION_0_C__K3BKmGpJcMFNK3TJz__k0__rep1,K3BKmGpJcMFNK3TJz,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.45,0.0,0.0,0.0,0.0,60,0.45,0.8,0.23629078131263043,0.2,0.45032051282051283,0.7980769230769231,0.20192307692307693,0.19166666666666668,3.8333333333333335,1.0,6,-0.6714285714285715,-0.668956043956044,0.35887842548673143,0.42516240080071627
trajectory_completion_compact__VALIDATION_0_C__eKvYkv4QEg8DiocsW__k0__rep1,eKvYkv4QEg8DiocsW,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.6833333333333333,0.0,0.0,0.0,0.0,60,0.6833333333333332,0.8,0.1067187372905475,0.5,0.6826923076923076,0.7980769230769231,0.5,0.205,3.3333333333333335,1.0,6,-0.18571428571428572,-0.1840659340659341,0.11776161664103234,0.16132808154159387
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep1,5mhtM66ewYHNxSp4q,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.8,0.0,0.0,0.0,0.0,60,0.7999999999999999,0.8,0.10000000000000002,0.6,0.7996794871794872,0.7980769230769231,0.5961538461538461,0.15000000000000002,5.0,1.0,6,-0.17142857142857149,-0.1744505494505495,0.14069017122683233,0.13070170756421307
trajectory_completion_compact__VALIDATION_0_C__DLhhTyaSmN26NPemM__k0__rep1,DLhhTyaSmN26NPemM,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.35,0.0,0.0,0.0,0.0,60,0.35000000000000003,0.8,0.2813657169355689,0.0,0.3493589743589744,0.7980769230769231,0.0,0.14833333333333334,4.0,1.0,6,-0.8142857142857143,-0.8131868131868132,0.4642369508150527,0.5325058138047196
trajectory_completion_compact__VALIDATION_0_C__pYDEzMS4KKQzGsFQW__k0__rep1,pYDEzMS4KKQzGsFQW,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.7833333333333333,0.0,0.0,0.0,0.0,60,0.7833333333333333,0.9,0.19507833184532708,0.4,0.7852564102564102,0.9038461538461539,0.40384615384615385,0.13166666666666668,4.166666666666667,1.0,6,-0.5,-0.5000000000000001,0.22051543622424424,0.23356820818099
trajectory_completion_compact__VALIDATION_0_C__F9zgaNoZPFFagrLwk__k0__rep1,F9zgaNoZPFFagrLwk,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.7333333333333333,0.0,0.0,0.0,0.0,60,0.7333333333333334,0.8,0.11055415967851334,0.6,0.7323717948717948,0.7980769230769231,0.5961538461538461,0.18333333333333335,3.1666666666666665,1.0,6,-0.028571428571428577,-0.028846153846153844,0.1159390893011651,0.12897532133028755
trajectory_completion_compact__VALIDATION_0_C__AaPW26f94YzzFxPLk__k0__rep1,AaPW26f94YzzFxPLk,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.38333333333333336,0.0,0.0,0.0,0.0,60,0.3833333333333333,0.9,0.32360813064912664,0.0,0.38301282051282054,0.9038461538461539,0.0,0.13166666666666668,3.8333333333333335,1.0,6,-0.642857142857143,-0.646978021978022,0.4672389568500832,0.5291636238676308
