fold,model,n_train,n_test,n_train_games,n_test_games,status,pred_true_cosine_mean,retrieved_true_cosine_mean,oracle_true_cosine_mean,retrieval_cosine_regret_mean,oracle_hit_at_1,oracle_hit_at_5,embedding_mse_mean,fit_eval_seconds
1,elastic_net,800,200,148,37,ok,0.9173208475112915,0.8811507225036621,0.9208911061286926,0.03974032402038574,0.03,0.08,0.00010322102025384083,67.0347
1,mlp,800,200,148,37,ok,0.8223168849945068,0.8770332336425781,0.9208911061286926,0.043857794255018234,0.015,0.08,0.0002433981717331335,190.3578
2,elastic_net,800,200,148,37,ok,0.9148510694503784,0.8796574473381042,0.9199817180633545,0.04032428562641144,0.025,0.09,0.00010617104999255389,81.7355
2,mlp,800,200,148,37,ok,0.8116607666015625,0.8754603862762451,0.9199817180633545,0.04452139884233475,0.01,0.06,0.0002762371732387692,232.8164
3,elastic_net,800,200,148,37,ok,0.9183708429336548,0.882149338722229,0.9215139746665955,0.03936462849378586,0.035,0.105,0.00010194631613558158,86.2241
3,mlp,800,200,148,37,ok,0.8264636993408203,0.8796142339706421,0.9215139746665955,0.0418996699154377,0.025,0.075,0.00022462024935521185,262.2681
4,elastic_net,800,200,148,37,ok,0.9140625596046448,0.8794513940811157,0.9202610850334167,0.040809761732816696,0.015,0.04,0.00010716207179939374,73.6709
4,mlp,800,200,148,37,ok,0.8247402310371399,0.8771719336509705,0.9202610850334167,0.043089114129543304,0.03,0.04,0.0002385053230682388,229.5151
5,elastic_net,800,200,148,37,ok,0.9183392524719238,0.8809424042701721,0.9221521019935608,0.04120970144867897,0.01,0.06,0.00010206819570157677,69.7907
5,mlp,800,200,148,37,ok,0.806992769241333,0.8752435445785522,0.9221521019935608,0.04690854623913765,0.01,0.035,0.00028728198958560824,187.5945
