baseline,metric,matched_value,baseline_value,difference
candidate_uniform,final_surplus,2.9176249999999984,2.436249999999997,0.4813750000000012
unique_sampled_players,final_surplus,2.9176249999999984,2.4362500000000007,0.48137499999999767
candidate_uniform,final_welfare,19.30227083333334,18.248888888888864,1.0533819444444745
unique_sampled_players,final_welfare,19.30227083333334,18.24888888888889,1.0533819444444497
candidate_uniform,proposer_mean_net_surplus,1.3675624999999993,1.3307870370370352,0.03677546296296419
unique_sampled_players,proposer_mean_net_surplus,1.3675624999999993,1.3307870370370367,0.036775462962962635
candidate_uniform,proposer_acceptance_rate,0.5063194444444441,0.45833333333333176,0.04798611111111234
unique_sampled_players,proposer_acceptance_rate,0.5063194444444441,0.45833333333333354,0.04798611111111056
candidate_uniform,proposer_mean_trade_ratio,0.9342572455118408,0.9369775063504621,-0.0027202608386213134
unique_sampled_players,proposer_mean_trade_ratio,0.9342572455118408,0.9369775063504636,-0.0027202608386228677
candidate_uniform,response_acceptance_rate,0.2654513888888887,0.29166666666666585,-0.026215277777777157
unique_sampled_players,response_acceptance_rate,0.2654513888888887,0.29166666666666663,-0.026215277777777934
candidate_uniform,response_mean_net_surplus_if_accepted,0.9867817509247829,0.8346693121693115,0.15211243875547142
unique_sampled_players,response_mean_net_surplus_if_accepted,0.9867817509247829,0.834669312169312,0.15211243875547098
candidate_uniform,received_trade_rate,0.20329861111111097,0.22916666666666596,-0.025868055555554992
unique_sampled_players,received_trade_rate,0.20329861111111097,0.22916666666666663,-0.025868055555555658
