custom_id,candidate_uniform_weight,record_id,treatment_name,player,player_key,final_surplus,final_welfare,proposer_mean_net_surplus,proposer_acceptance_rate,proposer_mean_trade_ratio,response_acceptance_rate,response_mean_net_surplus_if_accepted,received_trade_rate
no_persona_chip_match__record_chip2__cohort_01_m7xia7__game_1__g001,0.3333333333333333,chip2__cohort_01_m7xia7__game_1,CHIP2__GAME_1,dog-orange-384,chip2__cohort_01_m7xia7__game_1::dog-orange-384,0.1999999999999993,8.2,0.36666666666666664,0.0,0.8333333333333334,0.16666666666666666,0.19999999999999996,0.16666666666666666
no_persona_chip_match__record_chip2__cohort_01_m7xia7__game_1__g001,0.3333333333333333,chip2__cohort_01_m7xia7__game_1,CHIP2__GAME_1,buffalo-red-6989,chip2__cohort_01_m7xia7__game_1::buffalo-red-6989,0.0,6.0,0.5333333333333333,0.0,1.0,0.0,nan,0.0
no_persona_chip_match__record_chip2__cohort_01_m7xia7__game_1__g001,0.3333333333333333,chip2__cohort_01_m7xia7__game_1,CHIP2__GAME_1,cat-pink-8143,chip2__cohort_01_m7xia7__game_1::cat-pink-8143,-0.5999999999999996,8.4,-0.13333333333333344,0.3333333333333333,1.4444444444444444,0.0,nan,0.0
no_persona_chip_match__record_chip2__cohort_02_m7xiz2__game_1__g002,0.3333333333333333,chip2__cohort_02_m7xiz2__game_1,CHIP2__GAME_1,otter-blue-1497,chip2__cohort_02_m7xiz2__game_1::otter-blue-1497,1.0,11.0,0.8333333333333334,0.6666666666666666,0.5888888888888889,0.3333333333333333,-0.25,0.16666666666666666
no_persona_chip_match__record_chip2__cohort_02_m7xiz2__game_1__g002,0.3333333333333333,chip2__cohort_02_m7xiz2__game_1,CHIP2__GAME_1,peacock-pink-777,chip2__cohort_02_m7xiz2__game_1::peacock-pink-777,0.9000000000000004,13.9,1.5999999999999999,0.0,0.8333333333333334,0.16666666666666666,0.9000000000000004,0.16666666666666666
no_persona_chip_match__record_chip2__cohort_02_m7xiz2__game_1__g002,0.3333333333333333,chip2__cohort_02_m7xiz2__game_1,CHIP2__GAME_1,badger-red-827,chip2__cohort_02_m7xiz2__game_1::badger-red-827,1.0999999999999996,8.1,0.10000000000000002,0.6666666666666666,0.7222222222222222,0.3333333333333333,0.29999999999999993,0.3333333333333333
no_persona_chip_match__record_chip2__cohort_03_m8aexq__game_1__g003,0.3333333333333333,chip2__cohort_03_m8aexq__game_1,CHIP2__GAME_1,dog-purple-778,chip2__cohort_03_m8aexq__game_1::dog-purple-778,1.1999999999999993,15.2,1.1666666666666667,0.6666666666666666,1.1666666666666667,0.16666666666666666,-0.20000000000000018,0.16666666666666666
no_persona_chip_match__record_chip2__cohort_03_m8aexq__game_1__g003,0.3333333333333333,chip2__cohort_03_m8aexq__game_1,CHIP2__GAME_1,peacock-purple-2249,chip2__cohort_03_m8aexq__game_1::peacock-purple-2249,0.0,13.0,0.6333333333333335,0.3333333333333333,1.138888888888889,0.16666666666666666,0.10000000000000009,0.16666666666666666
no_persona_chip_match__record_chip2__cohort_03_m8aexq__game_1__g003,0.3333333333333333,chip2__cohort_03_m8aexq__game_1,CHIP2__GAME_1,owl-orange-1045,chip2__cohort_03_m8aexq__game_1::owl-orange-1045,1.5,11.5,1.3333333333333333,0.3333333333333333,0.37222222222222223,0.5,0.6666666666666666,0.3333333333333333
no_persona_chip_match__record_chip2__cohort_04_m8aexq__game_2_alt_profile__g009,0.3333333333333333,chip2__cohort_04_m8aexq__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,iguana-orange-9224,chip2__cohort_04_m8aexq__game_2_alt_profile::iguana-orange-9224,0.5,6.5,0.7333333333333334,0.3333333333333333,0.7777777777777777,0.3333333333333333,0.44999999999999996,0.3333333333333333
no_persona_chip_match__record_chip2__cohort_04_m8aexq__game_2_alt_profile__g009,0.3333333333333333,chip2__cohort_04_m8aexq__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,ram-red-5745,chip2__cohort_04_m8aexq__game_2_alt_profile::ram-red-5745,1.5,11.5,1.0,0.6666666666666666,0.5,0.0,nan,0.0
no_persona_chip_match__record_chip2__cohort_04_m8aexq__game_2_alt_profile__g009,0.3333333333333333,chip2__cohort_04_m8aexq__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,dolphin-purple-6605,chip2__cohort_04_m8aexq__game_2_alt_profile::dolphin-purple-6605,0.0,10.0,0.5,0.0,0.6944444444444443,0.16666666666666666,0.0,0.16666666666666666
no_persona_chip_match__record_chip2__cohort_05_m7xjzy__game_1__g004,0.3333333333333333,chip2__cohort_05_m7xjzy__game_1,CHIP2__GAME_1,owl-yellow-7660,chip2__cohort_05_m7xjzy__game_1::owl-yellow-7660,0.9000000000000004,8.9,0.7000000000000001,0.6666666666666666,0.9444444444444443,0.16666666666666666,0.19999999999999996,0.16666666666666666
no_persona_chip_match__record_chip2__cohort_05_m7xjzy__game_1__g004,0.3333333333333333,chip2__cohort_05_m7xjzy__game_1,CHIP2__GAME_1,iguana-red-1137,chip2__cohort_05_m7xjzy__game_1::iguana-red-1137,2.5999999999999996,8.6,0.9666666666666667,0.6666666666666666,1.1333333333333333,0.16666666666666666,-0.8,0.16666666666666666
no_persona_chip_match__record_chip2__cohort_05_m7xjzy__game_1__g004,0.3333333333333333,chip2__cohort_05_m7xjzy__game_1,CHIP2__GAME_1,whale-blue-4588,chip2__cohort_05_m7xjzy__game_1::whale-blue-4588,3.8000000000000007,16.8,0.6333333333333334,0.0,0.8666666666666667,0.3333333333333333,1.9000000000000004,0.3333333333333333
no_persona_chip_match__record_chip2__cohort_05_m7xjzy__game_2_alt_profile__g010,0.3333333333333333,chip2__cohort_05_m7xjzy__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,iguana-red-1137,chip2__cohort_05_m7xjzy__game_2_alt_profile::iguana-red-1137,1.9000000000000004,14.9,3.233333333333333,0.3333333333333333,0.9333333333333332,0.16666666666666666,1.7000000000000002,0.16666666666666666
no_persona_chip_match__record_chip2__cohort_05_m7xjzy__game_2_alt_profile__g010,0.3333333333333333,chip2__cohort_05_m7xjzy__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,owl-yellow-7660,chip2__cohort_05_m7xjzy__game_2_alt_profile::owl-yellow-7660,2.1999999999999993,13.2,0.7999999999999998,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.75,0.16666666666666666
no_persona_chip_match__record_chip2__cohort_05_m7xjzy__game_2_alt_profile__g010,0.3333333333333333,chip2__cohort_05_m7xjzy__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,whale-blue-4588,chip2__cohort_05_m7xjzy__game_2_alt_profile::whale-blue-4588,2.5,8.5,0.9666666666666668,0.3333333333333333,0.9777777777777777,0.3333333333333333,0.7,0.3333333333333333
no_persona_chip_match__record_chip2__cohort_05_m8aexq__game_2_alt_profile__g011,0.3333333333333333,chip2__cohort_05_m8aexq__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,duck-pink-5390,chip2__cohort_05_m8aexq__game_2_alt_profile::duck-pink-5390,2.6999999999999993,8.7,2.6666666666666665,0.3333333333333333,0.7936507936507936,0.3333333333333333,0.24999999999999997,0.16666666666666666
no_persona_chip_match__record_chip2__cohort_05_m8aexq__game_2_alt_profile__g011,0.3333333333333333,chip2__cohort_05_m8aexq__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,gorilla-purple-6898,chip2__cohort_05_m8aexq__game_2_alt_profile::gorilla-purple-6898,0.2999999999999998,7.3,0.19999999999999996,0.3333333333333333,2.0,0.16666666666666666,0.09999999999999998,0.16666666666666666
no_persona_chip_match__record_chip2__cohort_05_m8aexq__game_2_alt_profile__g011,0.3333333333333333,chip2__cohort_05_m8aexq__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,kangaroo-purple-4743,chip2__cohort_05_m8aexq__game_2_alt_profile::kangaroo-purple-4743,6.210000000000001,19.21,1.1333333333333335,0.6666666666666666,0.4444444444444444,0.3333333333333333,1.6,0.3333333333333333
