metric_family,metric,distance_kind,n_groups,mean_score,median_score
behavior_distribution_distance,fairness_wd,mean_wasserstein_1d,6,0.2286,0.22700000000000004
behavior_distribution_distance,trust_wd,mean_wasserstein_1d,6,0.19,0.22
behavior_distribution_distance,trustworthiness_wd,mean_wasserstein_1d,6,0.18133333333333335,0.1816666666666667
behavior_distribution_distance,cooperation_wd,mean_wasserstein_1d,6,0.387,0.365
behavior_distribution_distance,coordination_wd,mean_wasserstein_1d,6,0.39,0.36
behavior_distribution_distance,fairness_offer_wd,wasserstein_1d,6,0.1716,0.16799999999999998
behavior_distribution_distance,inequality_tolerance_wd,wasserstein_1d,6,0.2856,0.28800000000000003
behavior_distribution_distance,trust_send_wd,wasserstein_1d,6,0.19,0.22
behavior_distribution_distance,trustworthiness_return_wd,wasserstein_1d,6,0.18133333333333335,0.1816666666666667
behavior_distribution_distance,cooperation_pd_wd,wasserstein_1d,6,0.40599999999999997,0.43999999999999995
behavior_distribution_distance,cooperation_sh_wd,wasserstein_1d,6,0.368,0.28
behavior_distribution_distance,coordination_earth_wd,wasserstein_1d,6,0.39,0.36
paper_index_distribution_distance,delegation_index_wd,wasserstein_1d,4,0.5242857142857142,0.5485714285714285
paper_index_distribution_distance,payoff_index_wd,wasserstein_1d,6,0.20227438253076135,0.19676190476190475
paper_index_distribution_distance,prosociality_index_wd,wasserstein_1d,6,0.21787315108437974,0.21112136243386243
paper_index_distribution_distance,kindness_index_wd,wasserstein_1d,6,0.2886792403198653,0.2753787878787879
paper_index_distribution_distance,intentions_index_wd,wasserstein_1d,6,0.16219922009207724,0.1605
paper_index_distribution_distance,predictability_index_wd,wasserstein_1d,6,0.337538821472645,0.32
paper_index_distribution_distance,equality_index_wd,wasserstein_1d,6,0.16166666666666665,0.14799999999999996
delegation_distribution_distance,mean_delegation_wd,mean_wasserstein_1d,4,0.5242857142857142,0.5485714285714286
delegation_distribution_distance,C_delegated,wasserstein_1d,4,0.385,0.36
delegation_distribution_distance,PD_delegated,wasserstein_1d,4,0.575,0.5800000000000001
delegation_distribution_distance,SH_delegated,wasserstein_1d,4,0.5700000000000001,0.5900000000000001
delegation_distribution_distance,TGReceiver_delegated,wasserstein_1d,4,0.485,0.53
delegation_distribution_distance,TGSender_delegated,wasserstein_1d,4,0.405,0.43
delegation_distribution_distance,UGProposer_delegated,wasserstein_1d,4,0.675,0.6799999999999999
delegation_distribution_distance,UGResponder_delegated,wasserstein_1d,4,0.575,0.5700000000000001
scenario_state_distribution_distance,mean_role_state_tv,total_variation,6,0.49107142857142855,0.47857142857142854
scenario_state_distribution_distance,C_decision_state,total_variation,6,0.43875,0.36
scenario_state_distribution_distance,PD_decision_state,total_variation,6,0.44625,0.45999999999999996
scenario_state_distribution_distance,SH_decision_state,total_variation,6,0.38999999999999996,0.34
scenario_state_distribution_distance,TGReceiver_decision_state,total_variation,6,0.58125,0.5800000000000001
scenario_state_distribution_distance,TGSender_decision_state,total_variation,6,0.2525,0.22999999999999998
scenario_state_distribution_distance,UGProposer_decision_state,total_variation,6,0.57625,0.6799999999999999
scenario_state_distribution_distance,UGResponder_decision_state,total_variation,6,0.7525,0.78
scenario_direct_value_distance,mean_numeric_direct_value_wd,mean_wasserstein_1d,6,1.097907268170426,1.0957142857142856
scenario_direct_value_distance,UGProposer_decision_direct,wasserstein_1d,6,0.8083333333333335,0.74
scenario_direct_value_distance,UGResponder_decision_direct,wasserstein_1d,6,1.422857142857143,1.4
scenario_direct_value_distance,TGReceiver_decision_direct,wasserstein_1d,6,1.046154672395274,1.0557142857142856
