custom_id,input_token_estimate
chip_bargain__chip2_cohort_01_m7xia7_game_1,2550
chip_bargain__chip2_cohort_01_m8aexq_game_1,2571
chip_bargain__chip2_cohort_02_m7xiz2_game_1,2559
chip_bargain__chip2_cohort_02_m8aexq_game_1,2542
chip_bargain__chip2_cohort_03_m8aexq_game_1,2529
chip_bargain__chip2_cohort_04_m7xjm0_game_1,2562
chip_bargain__chip2_cohort_04_m8aexq_game_1,2562
chip_bargain__chip2_cohort_05_m7xjzy_game_1,2551
chip_bargain__chip2_cohort_05_m8aexq_game_1,2568
chip_bargain__chip2_cohort_06_m7xk99_game_1,2552
chip_bargain__chip2_cohort_06_m8ag8i_game_1,2550
chip_bargain__chip2_cohort_07_m8ag8i_game_1,2565
chip_bargain__chip2_cohort_08_m8ag8i_game_1,2557
chip_bargain__chip2_cohort_09_m8ag8i_game_1,2541
chip_bargain__chip2_cohort_11_m8agmu_game_1,2523
chip_bargain__chip2_cohort_12_m8agmu_game_1,2567
chip_bargain__chip2_cohort_13_m8agmu_game_1,2529
chip_bargain__chip2_cohort_14_m8agmu_game_1,2562
chip_bargain__chip2_cohort_15_m8agmu_game_1,2560
chip_bargain__chip2_cohort_16_m8agzl_game_1,2552
chip_bargain__chip2_cohort_17_m8agzl_game_1,2570
chip_bargain__chip2_cohort_18_m8agzl_game_1,2548
chip_bargain__chip2_cohort_19_m8agzl_game_1,2536
chip_bargain__chip2_cohort_20_m8agzl_game_1,2554
chip_bargain__chip2_cohort_01_m7xia7_game_2_alt_profile,2553
chip_bargain__chip2_cohort_01_m8aexq_game_2_alt_profile,2574
chip_bargain__chip2_cohort_02_m7xiz2_game_2_alt_profile,2563
chip_bargain__chip2_cohort_02_m8aexq_game_2_alt_profile,2544
chip_bargain__chip2_cohort_03_m8aexq_game_2_alt_profile,2531
chip_bargain__chip2_cohort_04_m7xjm0_game_2_alt_profile,2565
chip_bargain__chip2_cohort_04_m8aexq_game_2_alt_profile,2566
chip_bargain__chip2_cohort_05_m7xjzy_game_2_alt_profile,2554
chip_bargain__chip2_cohort_05_m8aexq_game_2_alt_profile,2571
chip_bargain__chip2_cohort_06_m7xk99_game_2_alt_profile,2556
chip_bargain__chip2_cohort_06_m8ag8i_game_2_alt_profile,2553
chip_bargain__chip2_cohort_07_m8ag8i_game_2_alt_profile,2569
chip_bargain__chip2_cohort_08_m8ag8i_game_2_alt_profile,2560
chip_bargain__chip2_cohort_09_m8ag8i_game_2_alt_profile,2544
chip_bargain__chip2_cohort_11_m8agmu_game_2_alt_profile,2526
chip_bargain__chip2_cohort_12_m8agmu_game_2_alt_profile,2571
chip_bargain__chip2_cohort_13_m8agmu_game_2_alt_profile,2532
chip_bargain__chip2_cohort_14_m8agmu_game_2_alt_profile,2564
chip_bargain__chip2_cohort_15_m8agmu_game_2_alt_profile,2563
chip_bargain__chip2_cohort_16_m8agzl_game_2_alt_profile,2556
chip_bargain__chip2_cohort_17_m8agzl_game_2_alt_profile,2573
chip_bargain__chip2_cohort_18_m8agzl_game_2_alt_profile,2552
chip_bargain__chip2_cohort_19_m8agzl_game_2_alt_profile,2539
chip_bargain__chip2_cohort_20_m8agzl_game_2_alt_profile,2559
chip_bargain__chip3_cohort_01_m8aiq8_game_1,2587
chip_bargain__chip3_cohort_02_m8aiq8_game_1,2585
chip_bargain__chip3_cohort_03_m8aiq8_game_1,2592
chip_bargain__chip3_cohort_04_m8aiq8_game_1,2586
chip_bargain__chip3_cohort_05_m8aiq8_game_1,2585
chip_bargain__chip3_cohort_06_m8ak4g_game_1,2600
chip_bargain__chip3_cohort_07_m8ak4j_game_1,2606
chip_bargain__chip3_g11_m5wp7b_game_1,2607
chip_bargain__chip3_g12_m5wp8p_game_1,2598
chip_bargain__chip3_g13_m5wp8q_game_1,2581
chip_bargain__chip3_g15_m5wp8s_game_1,2604
chip_bargain__chip3_g16_m5wp8t_game_1,2593
chip_bargain__chip3_g17_m5wp8w_game_1,2588
chip_bargain__chip3_g18_m5wq8i_game_1,2595
chip_bargain__chip3_g19_m5wq90_game_1,2585
