gameId,n_rounds_observed,first_round_contribution,last_round_contribution,last_minus_first,slope_per_unit_progress,intercept,peak_round_number,trough_round_number,mean_contribution_over_rounds,std_contribution_over_rounds
2CpmMrTnRYQhD69qN,27,14.0,15.833333333333334,1.833333333333334,0.809523809523798,14.545855379188712,8,2,14.950617283950619,0.9369148485134543
2HvMCoKkzNvhYKJgp,21,14.777777777777779,8.75,-6.027777777777779,-7.659929123164412,15.682613954672785,5,15,11.85264939309057,3.035551213688347
2YFxArCtvNNrLdMEh,11,10.0,8.25,-1.75,-7.499999999999993,16.25,6,10,12.5,4.092676385936225
2fKfFJWpm9wfoPMfx,28,12.0,20.0,8.0,3.147783251231519,16.973727422003297,5,1,18.547619047619044,1.8181950308013441
2kZ3jKdHmB57javWy,13,13.333333333333334,20.0,6.666666666666666,8.010989010989006,11.225274725274723,12,6,15.23076923076923,3.362744181921728
2r5xvh4mLkmbyTPuW,23,14.0,17.77777777777778,3.7777777777777786,-0.19323671497586137,17.835748792270543,5,1,17.73913043478261,1.1520774655824049
33TyenkkqmAAHQSom,17,6.764705882352941,6.428571428571429,-0.3361344537815123,0.1546767726698531,9.120025265007966,3,17,9.19736365134289,1.2157197312178718
3p9Tuh3Z59cdmPNA7,27,13.285714285714286,20.0,6.7142857142857135,2.7006802721088397,18.136432350718064,4,1,19.486772486772484,1.5750504012564335
3sZW8GmBWg97noGXL,18,12.0,11.11111111111111,-0.8888888888888893,-5.294346978557493,12.696556205328124,2,15,10.049382716049385,3.1909053364167237
3tST6tuakPSj9tKTJ,4,15.714285714285714,12.307692307692308,-3.406593406593405,-3.0659340659340737,16.230769230769234,1,4,14.697802197802197,1.600967283992688
3uYh9GbzKBb7ZadHf,23,9.666666666666666,10.0,0.3333333333333339,-5.891304347826098,14.387681159420298,3,15,11.442028985507244,2.9960448235933046
3uqZPGxnY38PPCreu,20,5.0,20.0,15.0,9.535714285714286,12.607142857142858,12,1,17.375,3.6702036369719466
3zSNGrLvJJYZhmW2p,19,10.0,16.666666666666668,6.666666666666668,5.157894736842112,8.912280701754383,19,4,11.491228070175438,3.0879463411121715
4Menw33JLbdtzSvug,12,16.3,17.77777777777778,1.4777777777777779,1.236324786324778,18.073504273504273,8,1,18.691666666666666,1.2860917488779662
4Z5uDYPcFsmMAnBJf,10,13.0,19.0,6.0,5.563636363636368,13.61818181818181,10,1,16.4,2.0110804171997807
4jSXooYhn8K6Cucgv,12,14.5,15.0,0.5,1.111538461538454,15.969230769230775,7,1,16.525000000000002,1.2016087700926772
4nKD5eDXT2JfQEFC2,18,13.75,20.0,6.25,6.403508771929835,14.0204678362573,14,1,17.22222222222222,2.250635349656666
4stGwnWZ3bN6RwdGX,2,14.75,15.125,0.375,0.37499999999999734,14.749999999999998,2,1,14.9375,0.2651650429449553
56mkyKr2q9hbfJo5e,20,13.333333333333334,0.0,-13.333333333333334,-7.142857142857152,9.238095238095243,1,6,5.666666666666667,5.41818467258166
5JcvB7tm4oqd3iXPL,12,11.0,6.315789473684211,-4.684210526315789,-4.396761133603245,10.400134952766534,1,9,8.201754385964913,1.7575012213663386
5QNEkruDSQpYQ54a7,20,20.0,20.0,0.0,-3.5830784302381225e-15,20.000000000000004,1,1,20.0,0.0
5R4kRpHMWpazH7csB,11,15.0,20.0,5.0,6.030303030303036,14.651515151515149,7,5,17.666666666666664,2.3285665595430642
5peepGs4D4ExMXS4R,10,14.0,19.8125,5.8125,2.7000000000000077,17.624999999999993,7,1,18.975,1.795828499606797
5qNajwPqTHZR4hzfB,10,14.0,6.315789473684211,-7.684210526315789,-4.754066985645928,16.966507177033492,5,10,14.589473684210526,3.522499462355685
5srShkDRaeNasJntF,12,12.294117647058824,13.333333333333334,1.0392156862745097,-0.8600961538461613,15.432151835093016,5,1,15.002103758169936,1.6317954117198674
5t4Ap8vtxqkcQ9zKZ,21,6.75,11.75,5.0,-0.5064935064935089,8.181818181818187,8,11,7.928571428571429,2.6162268359496004
5wPa3KXc3CN6CzKyT,17,14.8,15.9,1.0999999999999996,1.9882352941176464,16.18235294117647,16,1,17.176470588235293,1.5868716913178211
