fold,model,n_train,n_test,n_train_games,n_test_games,status,pred_true_cosine_mean,retrieved_true_cosine_mean,oracle_true_cosine_mean,retrieval_cosine_regret_mean,oracle_hit_at_1,oracle_hit_at_5,embedding_mse_mean,fit_eval_seconds
1,mean,1453,363,147,36,ok,0.9062746167182922,0.8646678924560547,0.9305819869041443,0.06591403484344482,0.0,0.013774104683195593,0.00011632486712187529,0.0675
1,linear,1453,363,147,36,ok,0.9117586612701416,0.8695500493049622,0.9305819869041443,0.06103189289569855,0.008264462809917356,0.04132231404958678,0.00010982010280713439,0.1349
1,ridge,1453,363,147,36,ok,0.9118388295173645,0.8698554039001465,0.9305819869041443,0.060726605355739594,0.008264462809917356,0.04132231404958678,0.00010972211748594418,0.0709
2,mean,1452,364,146,37,ok,0.907825767993927,0.8704432249069214,0.9266969561576843,0.056253768503665924,0.01098901098901099,0.027472527472527472,0.00011450223973952234,0.0656
2,linear,1452,364,146,37,ok,0.9102228879928589,0.8671761751174927,0.9266969561576843,0.059520699083805084,0.0027472527472527475,0.027472527472527472,0.00011167878255946562,0.1748
2,ridge,1452,364,146,37,ok,0.9107513427734375,0.8670489192008972,0.9266969561576843,0.059648022055625916,0.005494505494505495,0.03296703296703297,0.00011103718861704692,0.0409
3,mean,1452,364,146,37,ok,0.9018531441688538,0.8603484034538269,0.9247180223464966,0.06436968594789505,0.0027472527472527475,0.01098901098901099,0.00012152871204307303,0.0429
3,linear,1452,364,146,37,ok,0.9081093668937683,0.866969108581543,0.9247180223464966,0.05774889886379242,0.01098901098901099,0.04395604395604396,0.00011415023618610576,0.0765
3,ridge,1452,364,146,37,ok,0.9083617329597473,0.8675293922424316,0.9247180223464966,0.05718870088458061,0.01098901098901099,0.04120879120879121,0.00011384443496353924,0.0397
4,mean,1453,363,146,37,ok,0.9005906581878662,0.8589778542518616,0.9233062863349915,0.06432835012674332,0.013774104683195593,0.01652892561983471,0.0001230172929354012,0.0238
4,linear,1453,363,146,37,ok,0.9047003984451294,0.8624099493026733,0.9233062863349915,0.060896288603544235,0.011019283746556474,0.03581267217630854,0.00011824770626844838,0.1326
4,ridge,1453,363,146,37,ok,0.9048885703086853,0.8627671003341675,0.9233062863349915,0.060539159923791885,0.011019283746556474,0.04132231404958678,0.00011801904474850744,0.033
5,mean,1454,362,147,36,ok,0.9017344117164612,0.8596197962760925,0.9241559505462646,0.06453610211610794,0.0055248618784530384,0.013812154696132596,0.00012166859960416332,0.0186
5,linear,1454,362,147,36,ok,0.9048514366149902,0.8597007393836975,0.9241559505462646,0.06445524096488953,0.0027624309392265192,0.027624309392265192,0.00011803158122347668,0.0939
5,ridge,1454,362,147,36,ok,0.9049863219261169,0.8592667579650879,0.9241559505462646,0.06488917022943497,0.0027624309392265192,0.027624309392265192,0.00011786654067691416,0.2213
