custom_id,input_token_estimate
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0001,40737
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0002,40690
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0003,40845
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0004,40831
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0005,40674
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0006,40727
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0007,40652
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0008,40862
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0009,40695
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0010,40570
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0011,40891
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0012,40822
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0013,40706
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0014,41002
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0015,40545
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0016,40765
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0017,40591
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0018,40835
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0019,40974
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0020,40520
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0021,40817
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0022,40778
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0023,41030
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0024,40647
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0025,40787
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0026,40766
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0027,40848
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0028,40712
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0029,40824
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0030,40723
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0031,41125
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0032,40884
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0033,40670
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0034,40778
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0035,40624
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0036,40823
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0037,40798
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0038,40967
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0039,40763
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0040,40787
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0041,40969
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0042,40688
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0043,40876
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0044,40787
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0045,40994
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0046,40975
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0047,40980
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0048,40929
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0049,40810
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0050,40838
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0051,40739
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0052,40852
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0053,40809
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0054,40726
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_batched_seed_0__s0055,40658
