StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q7,Q38_1,Q38_2,Q56_1,Q56_2,Q54_1,Q54_2,Q91_1,Q91_2,Q88_1,Q88_2,Q94_1,Q94_2,1_Q38,1_Q25_First Click,1_Q25_Last Click,1_Q25_Page Submit,1_Q25_Click Count,2_Q38,2_Q25_First Click,2_Q25_Last Click,2_Q25_Page Submit,2_Q25_Click Count,3_Q38,3_Q25_First Click,3_Q25_Last Click,3_Q25_Page Submit,3_Q25_Click Count,4_Q38,4_Q25_First Click,4_Q25_Last Click,4_Q25_Page Submit,4_Q25_Click Count,5_Q38,5_Q25_First Click,5_Q25_Last Click,5_Q25_Page Submit,5_Q25_Click Count,6_Q38,6_Q25_First Click,6_Q25_Last Click,6_Q25_Page Submit,6_Q25_Click Count,7_Q38,7_Q25_First Click,7_Q25_Last Click,7_Q25_Page Submit,7_Q25_Click Count,8_Q38,8_Q25_First Click,8_Q25_Last Click,8_Q25_Page Submit,8_Q25_Click Count,9_Q38,9_Q25_First Click,9_Q25_Last Click,9_Q25_Page Submit,9_Q25_Click Count,10_Q38,10_Q25_First Click,10_Q25_Last Click,10_Q25_Page Submit,10_Q25_Click Count,11_Q38,11_Q25_First Click,11_Q25_Last Click,11_Q25_Page Submit,11_Q25_Click Count,12_Q38,12_Q25_First Click,12_Q25_Last Click,12_Q25_Page Submit,12_Q25_Click Count,13_Q38,13_Q25_First Click,13_Q25_Last Click,13_Q25_Page Submit,13_Q25_Click Count,14_Q38,14_Q25_First Click,14_Q25_Last Click,14_Q25_Page Submit,14_Q25_Click Count,15_Q38,15_Q25_First Click,15_Q25_Last Click,15_Q25_Page Submit,15_Q25_Click Count,16_Q38,16_Q25_First Click,16_Q25_Last Click,16_Q25_Page Submit,16_Q25_Click Count,Q52,CurrentTrial,totalGains,totalBonus,GamePlayed,Cooperated,NumGames,ErrorTraining,NumTraining,PROLIFIC_PID,Completion_URL,responses
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"Welcome to the fourth day of the study on social behavior     Today, you will play more games with different virtual partners. These “virtual partners” are not real people but are programs that can simulate real-life behavior, just like characters in videogames. In each game you will be matched with another virtual partner who behaves independently, so you will never play with the same virtual partner twice. You will have to make decisions that affect the payoff of yourself and the virtual partner.     Participation in this study is still voluntary, and you may withdraw at any time, but you will only be compensated if you complete the entire study (i.e., all 10 days). After completing the entire study, you will receive a fixed compensation of 7.5 pounds and you will receive an additional bonus payment based on your performance of one of the games per day (these games will be chosen at random).     Here is a detailed calender that you can download if needed.     Download calender      To get further instructions about the study, please check the box 'Read, understood and approved' below, and then click on the next button. By checking this box, you indicate that you have read, understood and approved this statement and are over the age of 18.","In the past, your partner shared:     Tokens you have to give:                       You decide to not play this game. - How many tokens do you end up with?","In the past, your partner shared:     Tokens you have to give:                       You decide to not play this game. - How many tokens does s/he end up with?","In the past, your partner shared:  			Tokens you have to give: 		 		 			 			 		 	    You decide to play this game.  Your partner keeps everything. - How many tokens do you end up with?","In the past, your partner shared:  			Tokens you have to give: 		 		 			 			 		 	    You decide to play this game.  Your partner keeps everything. - How many tokens does s/he end up with?","In the past, your partner shared:  			Tokens you have to give: 		 		 			 			 		 	    You decide to play this game.  Your partner shares. - How many tokens do you end up with?","In the past, your partner shared:  			Tokens you have to give: 		 		 			 			 		 	    You decide to play this game.  Your partner shares. - How many tokens does s/he end up with?","In the past, your partner shared:     Tokens you have to give:                       You decide to not play this game. - How many tokens do you end up with?","In the past, your partner shared:     Tokens you have to give:                       You decide to not play this game. - How many tokens does s/he end up with?","In the past, your partner shared: 			Tokens you have to give: 		 		 			 			 		 	    You decide to play this game.  Your partner keeps everything. - How many tokens do you end up with?","In the past, your partner shared: 			Tokens you have to give: 		 		 			 			 		 	    You decide to play this game.  Your partner keeps everything. - How many tokens does s/he end up with?","In the past, your partner shared:     Tokens you have to give:                       You decide to play this game.  Your partner shares. - How many tokens do you end up with?","In the past, your partner shared:     Tokens you have to give:                       You decide to play this game.  Your partner shares. - How many tokens does s/he end up with?","IM_aa8Yh8AXBRETQUZ - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_aa8Yh8AXBRETQUZ - Timing - First Click,Timing - IM_aa8Yh8AXBRETQUZ - Timing - Last Click,Timing - IM_aa8Yh8AXBRETQUZ - Timing - Page Submit,Timing - IM_aa8Yh8AXBRETQUZ - Timing - Click Count,"IM_aa8Yh8AXBRETQUZ - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_aa8Yh8AXBRETQUZ - Timing - First Click,Timing - IM_aa8Yh8AXBRETQUZ - Timing - Last Click,Timing - IM_aa8Yh8AXBRETQUZ - Timing - Page Submit,Timing - IM_aa8Yh8AXBRETQUZ - Timing - Click Count,"IM_aa8Yh8AXBRETQUZ - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_aa8Yh8AXBRETQUZ - Timing - First Click,Timing - IM_aa8Yh8AXBRETQUZ - Timing - Last Click,Timing - IM_aa8Yh8AXBRETQUZ - Timing - Page Submit,Timing - IM_aa8Yh8AXBRETQUZ - Timing - Click Count,"IM_aa8Yh8AXBRETQUZ - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_aa8Yh8AXBRETQUZ - Timing - First Click,Timing - IM_aa8Yh8AXBRETQUZ - Timing - Last Click,Timing - IM_aa8Yh8AXBRETQUZ - Timing - Page Submit,Timing - IM_aa8Yh8AXBRETQUZ - Timing - Click Count,"IM_exRRV3ria3uHafj - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_exRRV3ria3uHafj - Timing - First Click,Timing - IM_exRRV3ria3uHafj - Timing - Last Click,Timing - IM_exRRV3ria3uHafj - Timing - Page Submit,Timing - IM_exRRV3ria3uHafj - Timing - Click Count,"IM_exRRV3ria3uHafj - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_exRRV3ria3uHafj - Timing - First Click,Timing - IM_exRRV3ria3uHafj - Timing - Last Click,Timing - IM_exRRV3ria3uHafj - Timing - Page Submit,Timing - IM_exRRV3ria3uHafj - Timing - Click Count,"IM_exRRV3ria3uHafj - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_exRRV3ria3uHafj - Timing - First Click,Timing - IM_exRRV3ria3uHafj - Timing - Last Click,Timing - IM_exRRV3ria3uHafj - Timing - Page Submit,Timing - IM_exRRV3ria3uHafj - Timing - Click Count,"IM_exRRV3ria3uHafj - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_exRRV3ria3uHafj - Timing - First Click,Timing - IM_exRRV3ria3uHafj - Timing - Last Click,Timing - IM_exRRV3ria3uHafj - Timing - Page Submit,Timing - IM_exRRV3ria3uHafj - Timing - Click Count,"IM_6Xq8U7DGTrDRII5 - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_6Xq8U7DGTrDRII5 - Timing - First Click,Timing - IM_6Xq8U7DGTrDRII5 - Timing - Last Click,Timing - IM_6Xq8U7DGTrDRII5 - Timing - Page Submit,Timing - IM_6Xq8U7DGTrDRII5 - Timing - Click Count,"IM_6Xq8U7DGTrDRII5 - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_6Xq8U7DGTrDRII5 - Timing - First Click,Timing - IM_6Xq8U7DGTrDRII5 - Timing - Last Click,Timing - IM_6Xq8U7DGTrDRII5 - Timing - Page Submit,Timing - IM_6Xq8U7DGTrDRII5 - Timing - Click Count,"IM_6Xq8U7DGTrDRII5 - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_6Xq8U7DGTrDRII5 - Timing - First Click,Timing - IM_6Xq8U7DGTrDRII5 - Timing - Last Click,Timing - IM_6Xq8U7DGTrDRII5 - Timing - Page Submit,Timing - IM_6Xq8U7DGTrDRII5 - Timing - Click Count,"IM_6Xq8U7DGTrDRII5 - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_6Xq8U7DGTrDRII5 - Timing - First Click,Timing - IM_6Xq8U7DGTrDRII5 - Timing - Last Click,Timing - IM_6Xq8U7DGTrDRII5 - Timing - Page Submit,Timing - IM_6Xq8U7DGTrDRII5 - Timing - Click Count,"IM_0oLKkx0EA4wLCst - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_0oLKkx0EA4wLCst - Timing - First Click,Timing - IM_0oLKkx0EA4wLCst - Timing - Last Click,Timing - IM_0oLKkx0EA4wLCst - Timing - Page Submit,Timing - IM_0oLKkx0EA4wLCst - Timing - Click Count,"IM_0oLKkx0EA4wLCst - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_0oLKkx0EA4wLCst - Timing - First Click,Timing - IM_0oLKkx0EA4wLCst - Timing - Last Click,Timing - IM_0oLKkx0EA4wLCst - Timing - Page Submit,Timing - IM_0oLKkx0EA4wLCst - Timing - Click Count,"IM_0oLKkx0EA4wLCst - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_0oLKkx0EA4wLCst - Timing - First Click,Timing - IM_0oLKkx0EA4wLCst - Timing - Last Click,Timing - IM_0oLKkx0EA4wLCst - Timing - Page Submit,Timing - IM_0oLKkx0EA4wLCst - Timing - Click Count,"IM_0oLKkx0EA4wLCst - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_0oLKkx0EA4wLCst - Timing - First Click,Timing - IM_0oLKkx0EA4wLCst - Timing - Last Click,Timing - IM_0oLKkx0EA4wLCst - Timing - Page Submit,Timing - IM_0oLKkx0EA4wLCst - Timing - Click Count,Please indicate your Prolific ID,CurrentTrial,totalGains,totalBonus,GamePlayed,Cooperated,NumGames,ErrorTraining,NumTraining,PROLIFIC_PID,Completion_URL,responses
"{""ImportId"":""startDate"",""timeZone"":""Europe/Berlin""}","{""ImportId"":""endDate"",""timeZone"":""Europe/Berlin""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""Europe/Berlin""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID12""}","{""ImportId"":""QID79_1""}","{""ImportId"":""QID79_2""}","{""ImportId"":""QID78_1""}","{""ImportId"":""QID78_2""}","{""ImportId"":""QID76_1""}","{""ImportId"":""QID76_2""}","{""ImportId"":""QID91_1""}","{""ImportId"":""QID91_2""}","{""ImportId"":""QID88_1""}","{""ImportId"":""QID88_2""}","{""ImportId"":""QID94_1""}","{""ImportId"":""QID94_2""}","{""ImportId"":""1_QID60""}","{""ImportId"":""1_QID47_FIRST_CLICK""}","{""ImportId"":""1_QID47_LAST_CLICK""}","{""ImportId"":""1_QID47_PAGE_SUBMIT""}","{""ImportId"":""1_QID47_CLICK_COUNT""}","{""ImportId"":""2_QID60""}","{""ImportId"":""2_QID47_FIRST_CLICK""}","{""ImportId"":""2_QID47_LAST_CLICK""}","{""ImportId"":""2_QID47_PAGE_SUBMIT""}","{""ImportId"":""2_QID47_CLICK_COUNT""}","{""ImportId"":""3_QID60""}","{""ImportId"":""3_QID47_FIRST_CLICK""}","{""ImportId"":""3_QID47_LAST_CLICK""}","{""ImportId"":""3_QID47_PAGE_SUBMIT""}","{""ImportId"":""3_QID47_CLICK_COUNT""}","{""ImportId"":""4_QID60""}","{""ImportId"":""4_QID47_FIRST_CLICK""}","{""ImportId"":""4_QID47_LAST_CLICK""}","{""ImportId"":""4_QID47_PAGE_SUBMIT""}","{""ImportId"":""4_QID47_CLICK_COUNT""}","{""ImportId"":""5_QID60""}","{""ImportId"":""5_QID47_FIRST_CLICK""}","{""ImportId"":""5_QID47_LAST_CLICK""}","{""ImportId"":""5_QID47_PAGE_SUBMIT""}","{""ImportId"":""5_QID47_CLICK_COUNT""}","{""ImportId"":""6_QID60""}","{""ImportId"":""6_QID47_FIRST_CLICK""}","{""ImportId"":""6_QID47_LAST_CLICK""}","{""ImportId"":""6_QID47_PAGE_SUBMIT""}","{""ImportId"":""6_QID47_CLICK_COUNT""}","{""ImportId"":""7_QID60""}","{""ImportId"":""7_QID47_FIRST_CLICK""}","{""ImportId"":""7_QID47_LAST_CLICK""}","{""ImportId"":""7_QID47_PAGE_SUBMIT""}","{""ImportId"":""7_QID47_CLICK_COUNT""}","{""ImportId"":""8_QID60""}","{""ImportId"":""8_QID47_FIRST_CLICK""}","{""ImportId"":""8_QID47_LAST_CLICK""}","{""ImportId"":""8_QID47_PAGE_SUBMIT""}","{""ImportId"":""8_QID47_CLICK_COUNT""}","{""ImportId"":""9_QID60""}","{""ImportId"":""9_QID47_FIRST_CLICK""}","{""ImportId"":""9_QID47_LAST_CLICK""}","{""ImportId"":""9_QID47_PAGE_SUBMIT""}","{""ImportId"":""9_QID47_CLICK_COUNT""}","{""ImportId"":""10_QID60""}","{""ImportId"":""10_QID47_FIRST_CLICK""}","{""ImportId"":""10_QID47_LAST_CLICK""}","{""ImportId"":""10_QID47_PAGE_SUBMIT""}","{""ImportId"":""10_QID47_CLICK_COUNT""}","{""ImportId"":""11_QID60""}","{""ImportId"":""11_QID47_FIRST_CLICK""}","{""ImportId"":""11_QID47_LAST_CLICK""}","{""ImportId"":""11_QID47_PAGE_SUBMIT""}","{""ImportId"":""11_QID47_CLICK_COUNT""}","{""ImportId"":""12_QID60""}","{""ImportId"":""12_QID47_FIRST_CLICK""}","{""ImportId"":""12_QID47_LAST_CLICK""}","{""ImportId"":""12_QID47_PAGE_SUBMIT""}","{""ImportId"":""12_QID47_CLICK_COUNT""}","{""ImportId"":""13_QID60""}","{""ImportId"":""13_QID47_FIRST_CLICK""}","{""ImportId"":""13_QID47_LAST_CLICK""}","{""ImportId"":""13_QID47_PAGE_SUBMIT""}","{""ImportId"":""13_QID47_CLICK_COUNT""}","{""ImportId"":""14_QID60""}","{""ImportId"":""14_QID47_FIRST_CLICK""}","{""ImportId"":""14_QID47_LAST_CLICK""}","{""ImportId"":""14_QID47_PAGE_SUBMIT""}","{""ImportId"":""14_QID47_CLICK_COUNT""}","{""ImportId"":""15_QID60""}","{""ImportId"":""15_QID47_FIRST_CLICK""}","{""ImportId"":""15_QID47_LAST_CLICK""}","{""ImportId"":""15_QID47_PAGE_SUBMIT""}","{""ImportId"":""15_QID47_CLICK_COUNT""}","{""ImportId"":""16_QID60""}","{""ImportId"":""16_QID47_FIRST_CLICK""}","{""ImportId"":""16_QID47_LAST_CLICK""}","{""ImportId"":""16_QID47_PAGE_SUBMIT""}","{""ImportId"":""16_QID47_CLICK_COUNT""}","{""ImportId"":""QID111_TEXT""}","{""ImportId"":""CurrentTrial""}","{""ImportId"":""totalGains""}","{""ImportId"":""totalBonus""}","{""ImportId"":""GamePlayed""}","{""ImportId"":""Cooperated""}","{""ImportId"":""NumGames""}","{""ImportId"":""ErrorTraining""}","{""ImportId"":""NumTraining""}","{""ImportId"":""PROLIFIC_PID""}","{""ImportId"":""Completion_URL""}","{""ImportId"":""responses""}"
2021-10-18 08:02:12,2021-10-18 08:03:37,IP Address,82.23.221.88,100,85,True,2021-10-18 08:03:37,R_3fxiPBwVweQOIqW,,,,,55.8473052978515625,-4.1824951171875,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,7,1.253,1.253,1.258,1,6,1.472,1.472,1.479,1,6,1.433,1.433,1.439,1,6,2.994,2.994,3,1,6,1.89,1.89,1.896,1,7,0.503,1.686,1.691,2,5,3.171,3.171,3.177,1,5,2.266,2.266,2.271,1,6,1.352,1.352,1.357,1,6,3.798,3.798,3.701,1,4,1.363,1.363,1.369,1,4,3.835,3.835,3.84,1,6,1.997,1.997,1.9,1,5,2.622,2.622,2.628,1,3,1.579,1.579,1.584,1,3,3.127,3.127,3.132,1,6161e9289e5e2f9c0840f65f,0,5,0.5,0,0,16,0,1,,https://app.prolific.co/submissions/complete?cc=13EEEB07,7
2021-10-18 08:01:04,2021-10-18 08:04:16,IP Address,78.150.148.90,100,192,True,2021-10-18 08:04:17,R_6EZGcAAioPDwqVH,,,,,52.90289306640625,-1.5045928955078125,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,Not at all,1.876,2.626,2.688,2,2,2.012,3.121,3.184,3,4,1.354,2.456,2.525,2,2,1.612,5.122,5.194,2,5,6.541,8.281,8.347,2,5,2.694,4.111,4.176,2,7,2.142,3.833,3.801,2,6,1.804,5.701,5.869,3,8,3.429,4.722,4.786,2,7,1.242,3.508,3.569,3,7,1.114,2.521,2.582,2,7,1.478,3.086,3.147,2,Extremely,3.719,5.661,5.725,3,Extremely,1.072,3.407,3.47,3,8,1.08,2.572,2.643,2,8,1.508,4.593,4.654,4,611fa1092bc77bd09a76f5ac,0,5,0.5,0,0,16,0,1,,https://app.prolific.co/submissions/complete?cc=13EEEB07,1
2021-10-18 08:02:54,2021-10-18 08:05:48,IP Address,46.69.239.128,100,174,True,2021-10-18 08:05:49,R_25AXMn9MdvF3zko,,,,,52.675506591796875,-2.7615966796875,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,8,1.069,2.488,2.549,2,Extremely,1.04,2.442,2.401,3,8,0.712,2.863,2.922,4,8,1.054,2.321,2.379,2,6,1.853,3.588,3.647,3,8,0.693,3.092,3.147,3,8,1.024,2.49,2.554,3,Extremely,1.11,2.378,2.445,3,3,0.657,2.458,2.519,3,2,1.708,2.411,2.473,2,2,1.483,2.284,2.346,2,8,0.528,2.097,2.157,3,Not at all,1.147,1.532,1.596,2,3,0.914,3.815,3.878,3,2,1.551,2.853,2.801,2,3,0.828,2.048,2.001,2,6162c650f52a251b60211e35,0,5,0.5,0,0,16,0,1,,https://app.prolific.co/submissions/complete?cc=13EEEB07,8
2021-10-18 08:02:23,2021-10-18 08:05:49,IP Address,81.108.210.242,100,205,True,2021-10-18 08:05:49,R_9WWyY8tBuFAFnpL,,,,,52.7563934326171875,-2.07269287109375,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,5,1.67,2.732,2.794,2,5,4.875,6.94,6.998,2,8,1.243,2.66,2.719,2,Extremely,1.201,2.415,2.49,2,4,1.302,2.187,2.248,2,3,1.435,2.351,2.302,2,7,1.326,2.344,2.301,2,7,2.949,4.778,4.838,2,4,2.73,3.861,3.921,3,3,2.064,2.613,2.678,2,6,1.34,2.705,2.763,2,Extremely,5.955,9.033,9.101,3,3,1.226,1.992,2.057,2,3,0.97,2.852,2.8,2,7,2.345,4.11,4.171,2,4,3.161,4.26,4.317,2,59cbc42b81eacc000137f8b1,0,5,0.5,0,0,16,0,1,,https://app.prolific.co/submissions/complete?cc=13EEEB07,5
2021-10-18 08:05:24,2021-10-18 08:07:13,IP Address,78.86.134.251,100,109,True,2021-10-18 08:07:13,R_2raxMii0UgUSCNH,,,,,51.49639892578125,-0.122406005859375,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,6,1.178,2.101,2.245,3,8,0.92,1.772,1.8,2,Not at all,1.489,1.938,1.965,2,8,0.976,2.1,2.265,3,4,2.317,2.687,2.6,2,2,0.168,0.168,0.196,1,5,1.687,3.8,4.008,3,6,0.837,1.673,1.702,2,Not at all,1.188,1.188,1.1,1,3,4.074,4.4,4.55,2,3,2.657,3.193,3.223,2,2,1.973,2.701,2.876,2,Not at all,1.498,1.498,1.524,1,Not at all,1.385,1.385,1.301,1,Not at all,0.997,0.997,1.023,1,Not at all,1.33,1.33,1.374,1,614dd1ef0425aaf131393cc9,0,5,0.5,0,0,16,0,1,,https://app.prolific.co/submissions/complete?cc=13EEEB07,6
2021-10-18 08:07:55,2021-10-18 08:09:45,IP Address,188.210.215.165,100,109,True,2021-10-18 08:09:46,R_3dLE6qqV6HfN1j9,,,,,55.86700439453125,-4.2621002197265625,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,Not at all,2.396,2.396,2.459,1,3,2.111,3.368,3.301,3,6,0.845,3.693,3.763,3,Extremely,1.192,2.302,2.473,2,Not at all,1.048,1.297,1.362,2,3,1.261,2.194,2.269,3,4,1.677,6.653,6.617,3,8,1.306,3.364,3.43,4,2,0.757,1.46,1.408,2,2,0.958,1.56,1.52,2,5,0.864,5.007,5.174,4,6,3.707,4.932,4.998,3,Not at all,0.644,0.644,0.714,1,Not at all,0.831,4.314,4.379,2,5,0.892,3.035,3.102,2,4,0.69,3.298,3.36,2,6163f85ef1ba5916833c2e0c,0,5,0.5,0,0,16,0,1,,https://app.prolific.co/submissions/complete?cc=13EEEB07,1
2021-10-18 08:08:09,2021-10-18 08:10:27,IP Address,5.70.49.44,100,137,True,2021-10-18 08:10:27,R_2AHfHmlvh0zdPRO,,,,,53.6537017822265625,-1.720794677734375,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,2,1.484,3.304,3.362,4,7,0.689,3.401,3.558,5,Not at all,0.73,1.889,1.946,2,8,1.03,4.294,4.35,3,5,0.705,1.665,1.723,2,6,0.764,1.875,1.929,2,3,0.839,2.266,2.325,2,4,0.762,1.832,1.888,2,7,0.585,1.546,1.5,2,3,0.679,1.556,1.501,2,7,0.629,1.788,1.847,2,6,0.614,1.732,1.791,2,7,0.669,3.515,3.574,2,8,0.577,1.838,1.895,2,Extremely,0.633,2.061,2.118,2,6,0.846,2.749,2.701,3,61653785ff3b160656b83f60,0,5,0.5,0,0,16,0,1,,https://app.prolific.co/submissions/complete?cc=13EEEB07,2
2021-10-18 08:07:52,2021-10-18 08:10:48,IP Address,2.100.119.192,100,175,True,2021-10-18 08:10:48,R_1N4GK17Ggd3iodF,,,,,51.3488006591796875,-0.0321044921875,anonymous,EN,"Read, understood and approved",5,15,0,20,10,10,5,5,0,20,10,10,8,2.359,2.359,2.373,1,Extremely,3.341,3.341,3.357,1,7,1.803,1.803,1.814,1,Extremely,3.245,3.245,3.26,1,7,2.752,2.752,2.768,1,8,2.545,2.545,2.561,1,6,2.115,2.115,2.124,1,Extremely,1.558,1.558,1.568,1,7,2.239,2.239,2.255,1,5,3.662,3.662,3.677,1,5,2.101,2.101,2.117,1,5,3.106,3.106,3.122,1,3,2.771,2.771,2.78,1,3,4.408,4.408,4.424,1,5,3.261,3.261,3.277,1,6,3.04,3.04,3.057,1,61647688d6592403e31aa473,0,3,0.299999999999999988897769753748434595763683319091796875,1,0,16,0,2,,https://app.prolific.co/submissions/complete?cc=13EEEB07,8
