StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q7,Q38_1,Q38_2,Q56_1,Q56_2,Q54_1,Q54_2,Q91_1,Q91_2,Q88_1,Q88_2,Q94_1,Q94_2,1_Q38,1_Q25_First Click,1_Q25_Last Click,1_Q25_Page Submit,1_Q25_Click Count,2_Q38,2_Q25_First Click,2_Q25_Last Click,2_Q25_Page Submit,2_Q25_Click Count,3_Q38,3_Q25_First Click,3_Q25_Last Click,3_Q25_Page Submit,3_Q25_Click Count,4_Q38,4_Q25_First Click,4_Q25_Last Click,4_Q25_Page Submit,4_Q25_Click Count,5_Q38,5_Q25_First Click,5_Q25_Last Click,5_Q25_Page Submit,5_Q25_Click Count,6_Q38,6_Q25_First Click,6_Q25_Last Click,6_Q25_Page Submit,6_Q25_Click Count,7_Q38,7_Q25_First Click,7_Q25_Last Click,7_Q25_Page Submit,7_Q25_Click Count,8_Q38,8_Q25_First Click,8_Q25_Last Click,8_Q25_Page Submit,8_Q25_Click Count,9_Q38,9_Q25_First Click,9_Q25_Last Click,9_Q25_Page Submit,9_Q25_Click Count,10_Q38,10_Q25_First Click,10_Q25_Last Click,10_Q25_Page Submit,10_Q25_Click Count,11_Q38,11_Q25_First Click,11_Q25_Last Click,11_Q25_Page Submit,11_Q25_Click Count,12_Q38,12_Q25_First Click,12_Q25_Last Click,12_Q25_Page Submit,12_Q25_Click Count,13_Q38,13_Q25_First Click,13_Q25_Last Click,13_Q25_Page Submit,13_Q25_Click Count,14_Q38,14_Q25_First Click,14_Q25_Last Click,14_Q25_Page Submit,14_Q25_Click Count,15_Q38,15_Q25_First Click,15_Q25_Last Click,15_Q25_Page Submit,15_Q25_Click Count,16_Q38,16_Q25_First Click,16_Q25_Last Click,16_Q25_Page Submit,16_Q25_Click Count,Q52,CurrentTrial,totalGains,totalBonus,GamePlayed,Cooperated,NumGames,ErrorTraining,NumTraining,PROLIFIC_PID,Completion_URL,responses
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"Welcome to the eigth day of the study on social behavior     Today, you will play more games with different virtual partners. These “virtual partners” are not real people but are programs that can simulate real-life behavior, just like characters in videogames. In each game you will be matched with another virtual partner who behaves independently, so you will never play with the same virtual partner twice. You will have to make decisions that affect the payoff of yourself and the virtual partner.     Participation in this study is still voluntary, and you may withdraw at any time, but you will only be compensated if you complete the entire study (i.e., all 10 days). After completing the entire study, you will receive a fixed compensation of 7.5 pounds and you will receive an additional bonus payment based on your performance of one of the games per day (these games will be chosen at random).     Here is a detailed calender that you can download if needed.     Download calender      To get further instructions about the study, please check the box 'Read, understood and approved' below, and then click on the next button. By checking this box, you indicate that you have read, understood and approved this statement and are over the age of 18.","In the past, your partner shared:     Tokens you have to give:                       You decide to not play this game. - How many tokens do you end up with?","In the past, your partner shared:     Tokens you have to give:                       You decide to not play this game. - How many tokens does s/he end up with?","In the past, your partner shared:  			Tokens you have to give: 		 		 			 			 		 	    You decide to play this game.  Your partner keeps everything. - How many tokens do you end up with?","In the past, your partner shared:  			Tokens you have to give: 		 		 			 			 		 	    You decide to play this game.  Your partner keeps everything. - How many tokens does s/he end up with?","In the past, your partner shared:  			Tokens you have to give: 		 		 			 			 		 	    You decide to play this game.  Your partner shares. - How many tokens do you end up with?","In the past, your partner shared:  			Tokens you have to give: 		 		 			 			 		 	    You decide to play this game.  Your partner shares. - How many tokens does s/he end up with?","In the past, your partner shared:     Tokens you have to give:                       You decide to not play this game. - How many tokens do you end up with?","In the past, your partner shared:     Tokens you have to give:                       You decide to not play this game. - How many tokens does s/he end up with?","In the past, your partner shared: 			Tokens you have to give: 		 		 			 			 		 	    You decide to play this game.  Your partner keeps everything. - How many tokens do you end up with?","In the past, your partner shared: 			Tokens you have to give: 		 		 			 			 		 	    You decide to play this game.  Your partner keeps everything. - How many tokens does s/he end up with?","In the past, your partner shared:     Tokens you have to give:                       You decide to play this game.  Your partner shares. - How many tokens do you end up with?","In the past, your partner shared:     Tokens you have to give:                       You decide to play this game.  Your partner shares. - How many tokens does s/he end up with?","IM_aa8Yh8AXBRETQUZ - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_aa8Yh8AXBRETQUZ - Timing - First Click,Timing - IM_aa8Yh8AXBRETQUZ - Timing - Last Click,Timing - IM_aa8Yh8AXBRETQUZ - Timing - Page Submit,Timing - IM_aa8Yh8AXBRETQUZ - Timing - Click Count,"IM_aa8Yh8AXBRETQUZ - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_aa8Yh8AXBRETQUZ - Timing - First Click,Timing - IM_aa8Yh8AXBRETQUZ - Timing - Last Click,Timing - IM_aa8Yh8AXBRETQUZ - Timing - Page Submit,Timing - IM_aa8Yh8AXBRETQUZ - Timing - Click Count,"IM_aa8Yh8AXBRETQUZ - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_aa8Yh8AXBRETQUZ - Timing - First Click,Timing - IM_aa8Yh8AXBRETQUZ - Timing - Last Click,Timing - IM_aa8Yh8AXBRETQUZ - Timing - Page Submit,Timing - IM_aa8Yh8AXBRETQUZ - Timing - Click Count,"IM_aa8Yh8AXBRETQUZ - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_aa8Yh8AXBRETQUZ - Timing - First Click,Timing - IM_aa8Yh8AXBRETQUZ - Timing - Last Click,Timing - IM_aa8Yh8AXBRETQUZ - Timing - Page Submit,Timing - IM_aa8Yh8AXBRETQUZ - Timing - Click Count,"IM_exRRV3ria3uHafj - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_exRRV3ria3uHafj - Timing - First Click,Timing - IM_exRRV3ria3uHafj - Timing - Last Click,Timing - IM_exRRV3ria3uHafj - Timing - Page Submit,Timing - IM_exRRV3ria3uHafj - Timing - Click Count,"IM_exRRV3ria3uHafj - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_exRRV3ria3uHafj - Timing - First Click,Timing - IM_exRRV3ria3uHafj - Timing - Last Click,Timing - IM_exRRV3ria3uHafj - Timing - Page Submit,Timing - IM_exRRV3ria3uHafj - Timing - Click Count,"IM_exRRV3ria3uHafj - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_exRRV3ria3uHafj - Timing - First Click,Timing - IM_exRRV3ria3uHafj - Timing - Last Click,Timing - IM_exRRV3ria3uHafj - Timing - Page Submit,Timing - IM_exRRV3ria3uHafj - Timing - Click Count,"IM_exRRV3ria3uHafj - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_exRRV3ria3uHafj - Timing - First Click,Timing - IM_exRRV3ria3uHafj - Timing - Last Click,Timing - IM_exRRV3ria3uHafj - Timing - Page Submit,Timing - IM_exRRV3ria3uHafj - Timing - Click Count,"IM_6Xq8U7DGTrDRII5 - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_6Xq8U7DGTrDRII5 - Timing - First Click,Timing - IM_6Xq8U7DGTrDRII5 - Timing - Last Click,Timing - IM_6Xq8U7DGTrDRII5 - Timing - Page Submit,Timing - IM_6Xq8U7DGTrDRII5 - Timing - Click Count,"IM_6Xq8U7DGTrDRII5 - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_6Xq8U7DGTrDRII5 - Timing - First Click,Timing - IM_6Xq8U7DGTrDRII5 - Timing - Last Click,Timing - IM_6Xq8U7DGTrDRII5 - Timing - Page Submit,Timing - IM_6Xq8U7DGTrDRII5 - Timing - Click Count,"IM_6Xq8U7DGTrDRII5 - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_6Xq8U7DGTrDRII5 - Timing - First Click,Timing - IM_6Xq8U7DGTrDRII5 - Timing - Last Click,Timing - IM_6Xq8U7DGTrDRII5 - Timing - Page Submit,Timing - IM_6Xq8U7DGTrDRII5 - Timing - Click Count,"IM_6Xq8U7DGTrDRII5 - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_6Xq8U7DGTrDRII5 - Timing - First Click,Timing - IM_6Xq8U7DGTrDRII5 - Timing - Last Click,Timing - IM_6Xq8U7DGTrDRII5 - Timing - Page Submit,Timing - IM_6Xq8U7DGTrDRII5 - Timing - Click Count,"IM_0oLKkx0EA4wLCst - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_0oLKkx0EA4wLCst - Timing - First Click,Timing - IM_0oLKkx0EA4wLCst - Timing - Last Click,Timing - IM_0oLKkx0EA4wLCst - Timing - Page Submit,Timing - IM_0oLKkx0EA4wLCst - Timing - Click Count,"IM_0oLKkx0EA4wLCst - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_0oLKkx0EA4wLCst - Timing - First Click,Timing - IM_0oLKkx0EA4wLCst - Timing - Last Click,Timing - IM_0oLKkx0EA4wLCst - Timing - Page Submit,Timing - IM_0oLKkx0EA4wLCst - Timing - Click Count,"IM_0oLKkx0EA4wLCst - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_0oLKkx0EA4wLCst - Timing - First Click,Timing - IM_0oLKkx0EA4wLCst - Timing - Last Click,Timing - IM_0oLKkx0EA4wLCst - Timing - Page Submit,Timing - IM_0oLKkx0EA4wLCst - Timing - Click Count,"IM_0oLKkx0EA4wLCst - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_0oLKkx0EA4wLCst - Timing - First Click,Timing - IM_0oLKkx0EA4wLCst - Timing - Last Click,Timing - IM_0oLKkx0EA4wLCst - Timing - Page Submit,Timing - IM_0oLKkx0EA4wLCst - Timing - Click Count,Please indicate your Prolific ID,CurrentTrial,totalGains,totalBonus,GamePlayed,Cooperated,NumGames,ErrorTraining,NumTraining,PROLIFIC_PID,Completion_URL,responses
"{""ImportId"":""startDate"",""timeZone"":""Europe/Berlin""}","{""ImportId"":""endDate"",""timeZone"":""Europe/Berlin""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""Europe/Berlin""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID12""}","{""ImportId"":""QID79_1""}","{""ImportId"":""QID79_2""}","{""ImportId"":""QID78_1""}","{""ImportId"":""QID78_2""}","{""ImportId"":""QID76_1""}","{""ImportId"":""QID76_2""}","{""ImportId"":""QID91_1""}","{""ImportId"":""QID91_2""}","{""ImportId"":""QID88_1""}","{""ImportId"":""QID88_2""}","{""ImportId"":""QID94_1""}","{""ImportId"":""QID94_2""}","{""ImportId"":""1_QID60""}","{""ImportId"":""1_QID47_FIRST_CLICK""}","{""ImportId"":""1_QID47_LAST_CLICK""}","{""ImportId"":""1_QID47_PAGE_SUBMIT""}","{""ImportId"":""1_QID47_CLICK_COUNT""}","{""ImportId"":""2_QID60""}","{""ImportId"":""2_QID47_FIRST_CLICK""}","{""ImportId"":""2_QID47_LAST_CLICK""}","{""ImportId"":""2_QID47_PAGE_SUBMIT""}","{""ImportId"":""2_QID47_CLICK_COUNT""}","{""ImportId"":""3_QID60""}","{""ImportId"":""3_QID47_FIRST_CLICK""}","{""ImportId"":""3_QID47_LAST_CLICK""}","{""ImportId"":""3_QID47_PAGE_SUBMIT""}","{""ImportId"":""3_QID47_CLICK_COUNT""}","{""ImportId"":""4_QID60""}","{""ImportId"":""4_QID47_FIRST_CLICK""}","{""ImportId"":""4_QID47_LAST_CLICK""}","{""ImportId"":""4_QID47_PAGE_SUBMIT""}","{""ImportId"":""4_QID47_CLICK_COUNT""}","{""ImportId"":""5_QID60""}","{""ImportId"":""5_QID47_FIRST_CLICK""}","{""ImportId"":""5_QID47_LAST_CLICK""}","{""ImportId"":""5_QID47_PAGE_SUBMIT""}","{""ImportId"":""5_QID47_CLICK_COUNT""}","{""ImportId"":""6_QID60""}","{""ImportId"":""6_QID47_FIRST_CLICK""}","{""ImportId"":""6_QID47_LAST_CLICK""}","{""ImportId"":""6_QID47_PAGE_SUBMIT""}","{""ImportId"":""6_QID47_CLICK_COUNT""}","{""ImportId"":""7_QID60""}","{""ImportId"":""7_QID47_FIRST_CLICK""}","{""ImportId"":""7_QID47_LAST_CLICK""}","{""ImportId"":""7_QID47_PAGE_SUBMIT""}","{""ImportId"":""7_QID47_CLICK_COUNT""}","{""ImportId"":""8_QID60""}","{""ImportId"":""8_QID47_FIRST_CLICK""}","{""ImportId"":""8_QID47_LAST_CLICK""}","{""ImportId"":""8_QID47_PAGE_SUBMIT""}","{""ImportId"":""8_QID47_CLICK_COUNT""}","{""ImportId"":""9_QID60""}","{""ImportId"":""9_QID47_FIRST_CLICK""}","{""ImportId"":""9_QID47_LAST_CLICK""}","{""ImportId"":""9_QID47_PAGE_SUBMIT""}","{""ImportId"":""9_QID47_CLICK_COUNT""}","{""ImportId"":""10_QID60""}","{""ImportId"":""10_QID47_FIRST_CLICK""}","{""ImportId"":""10_QID47_LAST_CLICK""}","{""ImportId"":""10_QID47_PAGE_SUBMIT""}","{""ImportId"":""10_QID47_CLICK_COUNT""}","{""ImportId"":""11_QID60""}","{""ImportId"":""11_QID47_FIRST_CLICK""}","{""ImportId"":""11_QID47_LAST_CLICK""}","{""ImportId"":""11_QID47_PAGE_SUBMIT""}","{""ImportId"":""11_QID47_CLICK_COUNT""}","{""ImportId"":""12_QID60""}","{""ImportId"":""12_QID47_FIRST_CLICK""}","{""ImportId"":""12_QID47_LAST_CLICK""}","{""ImportId"":""12_QID47_PAGE_SUBMIT""}","{""ImportId"":""12_QID47_CLICK_COUNT""}","{""ImportId"":""13_QID60""}","{""ImportId"":""13_QID47_FIRST_CLICK""}","{""ImportId"":""13_QID47_LAST_CLICK""}","{""ImportId"":""13_QID47_PAGE_SUBMIT""}","{""ImportId"":""13_QID47_CLICK_COUNT""}","{""ImportId"":""14_QID60""}","{""ImportId"":""14_QID47_FIRST_CLICK""}","{""ImportId"":""14_QID47_LAST_CLICK""}","{""ImportId"":""14_QID47_PAGE_SUBMIT""}","{""ImportId"":""14_QID47_CLICK_COUNT""}","{""ImportId"":""15_QID60""}","{""ImportId"":""15_QID47_FIRST_CLICK""}","{""ImportId"":""15_QID47_LAST_CLICK""}","{""ImportId"":""15_QID47_PAGE_SUBMIT""}","{""ImportId"":""15_QID47_CLICK_COUNT""}","{""ImportId"":""16_QID60""}","{""ImportId"":""16_QID47_FIRST_CLICK""}","{""ImportId"":""16_QID47_LAST_CLICK""}","{""ImportId"":""16_QID47_PAGE_SUBMIT""}","{""ImportId"":""16_QID47_CLICK_COUNT""}","{""ImportId"":""QID111_TEXT""}","{""ImportId"":""CurrentTrial""}","{""ImportId"":""totalGains""}","{""ImportId"":""totalBonus""}","{""ImportId"":""GamePlayed""}","{""ImportId"":""Cooperated""}","{""ImportId"":""NumGames""}","{""ImportId"":""ErrorTraining""}","{""ImportId"":""NumTraining""}","{""ImportId"":""PROLIFIC_PID""}","{""ImportId"":""Completion_URL""}","{""ImportId"":""responses""}"
2021-10-26 07:04:31,2021-10-26 07:06:39,IP Address,85.210.153.217,100,127,True,2021-10-26 07:06:39,R_3luc3ZtLwBMUJTl,,,,,50.7017974853515625,-3.534698486328125,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,4,1.655,4.247,4.478,3,4,0.936,3.374,3.332,3,6,0.677,2.202,2.445,3,4,2.07,3.777,3.859,2,3,0.854,2.212,2.201,2,3,1.312,3.905,4.217,2,6,0.832,3.202,3.48,4,6,0.777,2.579,2.551,3,Not at all,1.066,3.007,3.003,2,2,2.401,2.401,2.702,1,4,0.631,2.101,2.41,3,4,0.859,3.071,3.187,3,2,0.875,1.592,1.713,2,2,0.863,3.403,3.685,3,4,1.124,3.704,3.986,3,5,1.046,4.081,4.202,4,5f972e95ea9cc80c17f6f625,0,5,0.5,0,0,16,0,1,,https://app.prolific.co/submissions/complete?cc=4CCBB57A,4
2021-10-26 07:06:25,2021-10-26 07:08:23,IP Address,91.125.1.187,100,117,True,2021-10-26 07:08:23,R_2tkR8eEUhOIbZ5k,,,,,52.2317962646484375,-0.9170989990234375,anonymous,EN,"Read, understood and approved",5,5,10,10,10,10,5,5,0,20,10,10,8,0.66,1.533,1.594,2,8,0.651,1.645,1.601,3,8,1.155,2.078,2.142,2,8,4.884,6.709,6.774,4,7,0.685,1.578,1.638,2,7,0.675,1.915,1.976,2,2,0.104,0.104,0.156,1,7,0.662,1.929,1.989,2,6,0.72,2.064,2.126,3,7,1.118,2.607,2.673,3,7,0.662,2.071,2.141,3,7,0.691,1.61,1.672,2,6,0.668,1.508,1.567,2,8,1.708,2.618,2.677,2,7,0.65,1.439,1.401,2,7,0.686,2.269,2.329,2,59cd79bdaeef3b0001021824,0,3,0.299999999999999988897769753748434595763683319091796875,1,0,16,0,2,,https://app.prolific.co/submissions/complete?cc=4CCBB57A,8
2021-10-26 07:07:16,2021-10-26 07:09:17,IP Address,84.64.167.246,100,120,True,2021-10-26 07:09:17,R_33kCUk4j84JxMKI,,,,,52.37469482421875,-2.311004638671875,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,Extremely,0.87,2.155,2.211,3,Extremely,0.836,2.19,2.249,2,Extremely,1.023,3.459,3.513,2,Extremely,1.825,3.271,3.328,2,6,0.808,2.94,2.99,3,5,1.112,2.891,2.955,2,3,1.058,2.901,3.077,2,5,1.041,4.12,4.176,2,4,1.062,2.93,2.99,3,5,1.17,6.025,6.088,2,4,1.822,3.451,3.4,2,2,0.833,2.028,2.081,2,2,0.865,2.271,2.331,2,2,0.781,1.688,1.746,2,2,1.07,3.537,3.588,2,Not at all,0.822,7.871,7.937,2,6150c4352b1e7a61d20aa403,0,5,0.5,0,0,16,0,1,,https://app.prolific.co/submissions/complete?cc=4CCBB57A,9
2021-10-26 07:08:34,2021-10-26 07:09:43,IP Address,82.23.221.88,100,69,True,2021-10-26 07:09:43,R_21cusPHFno7uyM1,,,,,55.8473052978515625,-4.1824951171875,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,Extremely,1.341,1.341,1.346,1,7,1.45,1.45,1.454,1,6,1.969,1.969,1.974,1,7,1.952,1.952,1.957,1,6,1.586,1.586,1.592,1,6,2.353,2.353,2.359,1,5,1.428,1.428,1.433,1,4,1.69,1.69,1.696,1,5,1.692,1.692,1.697,1,5,2.583,2.583,2.589,1,4,1.289,1.289,1.294,1,3,2.296,2.296,2.201,1,5,1.604,1.604,1.609,1,4,1.13,1.13,1.134,1,3,1.668,1.668,1.672,1,2,1.877,1.877,1.883,1,6161e9289e5e2f9c0840f65f,0,5,0.5,0,0,16,0,1,,https://app.prolific.co/submissions/complete?cc=4CCBB57A,9
2021-10-26 07:10:31,2021-10-26 07:12:01,IP Address,176.251.200.220,100,90,True,2021-10-26 07:12:02,R_1rNPgdUQYBSXIeu,,,,,52.1811065673828125,-2.8000946044921875,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,Extremely,0.915,1.701,1.875,2,Extremely,1.187,2.068,2,2,Extremely,0.763,1.521,1.552,2,Extremely,0.993,1.601,1.789,2,Extremely,1.087,2.149,2.2,2,Extremely,0.817,1.5,1.674,2,Extremely,0.786,1.704,1.73,2,Extremely,0.765,1.9,1.951,2,7,0.831,1.802,1.95,2,8,0.863,1.791,1.7,2,8,0.916,2.3,2.491,2,8,0.758,1.627,1.679,2,8,0.841,1.92,1.972,2,7,0.875,1.673,1.6,2,8,0.689,1.543,1.594,2,8,1.018,1.8,2.002,2,6159a044cae3037ed9d75498,0,9,0.90000000000000002220446049250313080847263336181640625,1,1,16,0,1,,https://app.prolific.co/submissions/complete?cc=4CCBB57A,9
2021-10-26 07:04:30,2021-10-26 07:12:56,IP Address,86.7.17.84,100,506,True,2021-10-26 07:12:56,R_1ocDnuMzKjbThM9,,,,,52.61810302734375,-1.1804046630859375,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,8,0.812,2.015,2.09,2,8,0.741,1.752,1.702,2,7,0.782,2.992,3.052,3,Extremely,1.149,2.492,2.55,3,5,0.749,1.761,1.832,2,3,0.794,1.73,1.786,2,7,0.835,1.778,1.831,2,8,0.617,1.661,1.719,2,4,0.799,1.66,1.715,2,3,1.337,1.924,1.98,2,2,0.806,1.449,1.401,2,5,0.621,1.81,1.858,2,2,0.641,1.551,1.5,2,Not at all,4.732,5.341,5.301,2,3,1.113,3.068,3.125,2,2,0.76,1.591,1.652,2,615ec4f34cb81d7e58fa144c,0,5,0.5,0,0,16,0,1,,https://app.prolific.co/submissions/complete?cc=4CCBB57A,8
2021-10-26 07:14:21,2021-10-26 07:16:07,IP Address,77.101.180.244,100,105,True,2021-10-26 07:16:07,R_Qp7Hi7JspzdFAXL,,,,,51.1670074462890625,0.2382965087890625,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,Extremely,1.049,2.834,2.896,4,Extremely,1.014,2.733,2.798,4,Extremely,0.897,2.65,2.725,3,Extremely,1.15,4.682,4.745,5,Not at all,1.188,1.642,1.602,2,Not at all,1.782,2.2,2.264,2,Extremely,0.699,1.933,1.993,3,Extremely,0.831,2.182,2.257,2,Not at all,1.32,1.922,1.982,2,Not at all,1.397,1.833,1.892,2,Not at all,1.055,1.574,1.636,2,Not at all,1.207,2.441,2.4,2,Not at all,1.08,1.98,2.032,2,Not at all,1.493,1.827,1.889,2,Extremely,1.35,2.984,3.045,3,Extremely,1.069,2.335,2.401,2,615ab6108d1595700cd36241,0,5,0.5,0,0,16,0,1,,https://app.prolific.co/submissions/complete?cc=4CCBB57A,9
2021-10-26 07:15:32,2021-10-26 07:18:03,IP Address,90.243.62.123,100,151,True,2021-10-26 07:18:04,R_3MPCWjffaMYfIOn,,,,,51.5426025390625,-0.244903564453125,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,Extremely,1.821,1.821,1.828,1,8,1.498,1.498,1.506,1,8,1.928,1.928,1.935,1,7,3.308,3.308,3.315,1,8,1.537,1.537,1.546,1,8,1.387,1.387,1.395,1,7,4.987,4.987,4.996,1,7,3.663,3.663,3.671,1,6,2.648,2.648,2.655,1,6,3.402,3.402,3.41,1,6,2.441,2.441,2.448,1,5,2.235,2.235,2.244,1,7,4.285,4.285,4.292,1,6,2.227,2.227,2.234,1,4,1.484,1.484,1.491,1,5,1.899,1.899,1.907,1,614e43c148febeb17c93e998,0,6,0.59999999999999997779553950749686919152736663818359375,1,1,16,0,1,,https://app.prolific.co/submissions/complete?cc=4CCBB57A,9
