StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q7,Q38_1,Q38_2,Q56_1,Q56_2,Q54_1,Q54_2,Q91_1,Q91_2,Q88_1,Q88_2,Q94_1,Q94_2,1_Q38,1_Q25_First Click,1_Q25_Last Click,1_Q25_Page Submit,1_Q25_Click Count,2_Q38,2_Q25_First Click,2_Q25_Last Click,2_Q25_Page Submit,2_Q25_Click Count,3_Q38,3_Q25_First Click,3_Q25_Last Click,3_Q25_Page Submit,3_Q25_Click Count,4_Q38,4_Q25_First Click,4_Q25_Last Click,4_Q25_Page Submit,4_Q25_Click Count,5_Q38,5_Q25_First Click,5_Q25_Last Click,5_Q25_Page Submit,5_Q25_Click Count,6_Q38,6_Q25_First Click,6_Q25_Last Click,6_Q25_Page Submit,6_Q25_Click Count,7_Q38,7_Q25_First Click,7_Q25_Last Click,7_Q25_Page Submit,7_Q25_Click Count,8_Q38,8_Q25_First Click,8_Q25_Last Click,8_Q25_Page Submit,8_Q25_Click Count,9_Q38,9_Q25_First Click,9_Q25_Last Click,9_Q25_Page Submit,9_Q25_Click Count,10_Q38,10_Q25_First Click,10_Q25_Last Click,10_Q25_Page Submit,10_Q25_Click Count,11_Q38,11_Q25_First Click,11_Q25_Last Click,11_Q25_Page Submit,11_Q25_Click Count,12_Q38,12_Q25_First Click,12_Q25_Last Click,12_Q25_Page Submit,12_Q25_Click Count,13_Q38,13_Q25_First Click,13_Q25_Last Click,13_Q25_Page Submit,13_Q25_Click Count,14_Q38,14_Q25_First Click,14_Q25_Last Click,14_Q25_Page Submit,14_Q25_Click Count,15_Q38,15_Q25_First Click,15_Q25_Last Click,15_Q25_Page Submit,15_Q25_Click Count,16_Q38,16_Q25_First Click,16_Q25_Last Click,16_Q25_Page Submit,16_Q25_Click Count,Q52,CurrentTrial,totalGains,totalBonus,GamePlayed,Cooperated,NumGames,ErrorTraining,NumTraining,PROLIFIC_PID,Completion_URL,responses
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"Welcome to the fifth day of the study on social behavior     Today, you will play more games with different virtual partners. These “virtual partners” are not real people but are programs that can simulate real-life behavior, just like characters in videogames. In each game you will be matched with another virtual partner who behaves independently, so you will never play with the same virtual partner twice. You will have to make decisions that affect the payoff of yourself and the virtual partner.     Participation in this study is still voluntary, and you may withdraw at any time, but you will only be compensated if you complete the entire study (i.e., all 10 days). After completing the entire study, you will receive a fixed compensation of 7.5 pounds and you will receive an additional bonus payment based on your performance of one of the games per day (these games will be chosen at random).     Here is a detailed calender that you can download if needed.     Download calender      To get further instructions about the study, please check the box 'Read, understood and approved' below, and then click on the next button. By checking this box, you indicate that you have read, understood and approved this statement and are over the age of 18.","In the past, your partner shared:     Tokens you have to give:                       You decide to not play this game. - How many tokens do you end up with?","In the past, your partner shared:     Tokens you have to give:                       You decide to not play this game. - How many tokens does s/he end up with?","In the past, your partner shared:  			Tokens you have to give: 		 		 			 			 		 	    You decide to play this game.  Your partner keeps everything. - How many tokens do you end up with?","In the past, your partner shared:  			Tokens you have to give: 		 		 			 			 		 	    You decide to play this game.  Your partner keeps everything. - How many tokens does s/he end up with?","In the past, your partner shared:  			Tokens you have to give: 		 		 			 			 		 	    You decide to play this game.  Your partner shares. - How many tokens do you end up with?","In the past, your partner shared:  			Tokens you have to give: 		 		 			 			 		 	    You decide to play this game.  Your partner shares. - How many tokens does s/he end up with?","In the past, your partner shared:     Tokens you have to give:                       You decide to not play this game. - How many tokens do you end up with?","In the past, your partner shared:     Tokens you have to give:                       You decide to not play this game. - How many tokens does s/he end up with?","In the past, your partner shared: 			Tokens you have to give: 		 		 			 			 		 	    You decide to play this game.  Your partner keeps everything. - How many tokens do you end up with?","In the past, your partner shared: 			Tokens you have to give: 		 		 			 			 		 	    You decide to play this game.  Your partner keeps everything. - How many tokens does s/he end up with?","In the past, your partner shared:     Tokens you have to give:                       You decide to play this game.  Your partner shares. - How many tokens do you end up with?","In the past, your partner shared:     Tokens you have to give:                       You decide to play this game.  Your partner shares. - How many tokens does s/he end up with?","IM_aa8Yh8AXBRETQUZ - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_aa8Yh8AXBRETQUZ - Timing - First Click,Timing - IM_aa8Yh8AXBRETQUZ - Timing - Last Click,Timing - IM_aa8Yh8AXBRETQUZ - Timing - Page Submit,Timing - IM_aa8Yh8AXBRETQUZ - Timing - Click Count,"IM_aa8Yh8AXBRETQUZ - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_aa8Yh8AXBRETQUZ - Timing - First Click,Timing - IM_aa8Yh8AXBRETQUZ - Timing - Last Click,Timing - IM_aa8Yh8AXBRETQUZ - Timing - Page Submit,Timing - IM_aa8Yh8AXBRETQUZ - Timing - Click Count,"IM_aa8Yh8AXBRETQUZ - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_aa8Yh8AXBRETQUZ - Timing - First Click,Timing - IM_aa8Yh8AXBRETQUZ - Timing - Last Click,Timing - IM_aa8Yh8AXBRETQUZ - Timing - Page Submit,Timing - IM_aa8Yh8AXBRETQUZ - Timing - Click Count,"IM_aa8Yh8AXBRETQUZ - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_aa8Yh8AXBRETQUZ - Timing - First Click,Timing - IM_aa8Yh8AXBRETQUZ - Timing - Last Click,Timing - IM_aa8Yh8AXBRETQUZ - Timing - Page Submit,Timing - IM_aa8Yh8AXBRETQUZ - Timing - Click Count,"IM_exRRV3ria3uHafj - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_exRRV3ria3uHafj - Timing - First Click,Timing - IM_exRRV3ria3uHafj - Timing - Last Click,Timing - IM_exRRV3ria3uHafj - Timing - Page Submit,Timing - IM_exRRV3ria3uHafj - Timing - Click Count,"IM_exRRV3ria3uHafj - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_exRRV3ria3uHafj - Timing - First Click,Timing - IM_exRRV3ria3uHafj - Timing - Last Click,Timing - IM_exRRV3ria3uHafj - Timing - Page Submit,Timing - IM_exRRV3ria3uHafj - Timing - Click Count,"IM_exRRV3ria3uHafj - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_exRRV3ria3uHafj - Timing - First Click,Timing - IM_exRRV3ria3uHafj - Timing - Last Click,Timing - IM_exRRV3ria3uHafj - Timing - Page Submit,Timing - IM_exRRV3ria3uHafj - Timing - Click Count,"IM_exRRV3ria3uHafj - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_exRRV3ria3uHafj - Timing - First Click,Timing - IM_exRRV3ria3uHafj - Timing - Last Click,Timing - IM_exRRV3ria3uHafj - Timing - Page Submit,Timing - IM_exRRV3ria3uHafj - Timing - Click Count,"IM_6Xq8U7DGTrDRII5 - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_6Xq8U7DGTrDRII5 - Timing - First Click,Timing - IM_6Xq8U7DGTrDRII5 - Timing - Last Click,Timing - IM_6Xq8U7DGTrDRII5 - Timing - Page Submit,Timing - IM_6Xq8U7DGTrDRII5 - Timing - Click Count,"IM_6Xq8U7DGTrDRII5 - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_6Xq8U7DGTrDRII5 - Timing - First Click,Timing - IM_6Xq8U7DGTrDRII5 - Timing - Last Click,Timing - IM_6Xq8U7DGTrDRII5 - Timing - Page Submit,Timing - IM_6Xq8U7DGTrDRII5 - Timing - Click Count,"IM_6Xq8U7DGTrDRII5 - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_6Xq8U7DGTrDRII5 - Timing - First Click,Timing - IM_6Xq8U7DGTrDRII5 - Timing - Last Click,Timing - IM_6Xq8U7DGTrDRII5 - Timing - Page Submit,Timing - IM_6Xq8U7DGTrDRII5 - Timing - Click Count,"IM_6Xq8U7DGTrDRII5 - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_6Xq8U7DGTrDRII5 - Timing - First Click,Timing - IM_6Xq8U7DGTrDRII5 - Timing - Last Click,Timing - IM_6Xq8U7DGTrDRII5 - Timing - Page Submit,Timing - IM_6Xq8U7DGTrDRII5 - Timing - Click Count,"IM_0oLKkx0EA4wLCst - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_0oLKkx0EA4wLCst - Timing - First Click,Timing - IM_0oLKkx0EA4wLCst - Timing - Last Click,Timing - IM_0oLKkx0EA4wLCst - Timing - Page Submit,Timing - IM_0oLKkx0EA4wLCst - Timing - Click Count,"IM_0oLKkx0EA4wLCst - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_0oLKkx0EA4wLCst - Timing - First Click,Timing - IM_0oLKkx0EA4wLCst - Timing - Last Click,Timing - IM_0oLKkx0EA4wLCst - Timing - Page Submit,Timing - IM_0oLKkx0EA4wLCst - Timing - Click Count,"IM_0oLKkx0EA4wLCst - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_0oLKkx0EA4wLCst - Timing - First Click,Timing - IM_0oLKkx0EA4wLCst - Timing - Last Click,Timing - IM_0oLKkx0EA4wLCst - Timing - Page Submit,Timing - IM_0oLKkx0EA4wLCst - Timing - Click Count,"IM_0oLKkx0EA4wLCst - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_0oLKkx0EA4wLCst - Timing - First Click,Timing - IM_0oLKkx0EA4wLCst - Timing - Last Click,Timing - IM_0oLKkx0EA4wLCst - Timing - Page Submit,Timing - IM_0oLKkx0EA4wLCst - Timing - Click Count,Please indicate your Prolific ID,CurrentTrial,totalGains,totalBonus,GamePlayed,Cooperated,NumGames,ErrorTraining,NumTraining,PROLIFIC_PID,Completion_URL,responses
"{""ImportId"":""startDate"",""timeZone"":""Europe/Berlin""}","{""ImportId"":""endDate"",""timeZone"":""Europe/Berlin""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""Europe/Berlin""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID12""}","{""ImportId"":""QID79_1""}","{""ImportId"":""QID79_2""}","{""ImportId"":""QID78_1""}","{""ImportId"":""QID78_2""}","{""ImportId"":""QID76_1""}","{""ImportId"":""QID76_2""}","{""ImportId"":""QID91_1""}","{""ImportId"":""QID91_2""}","{""ImportId"":""QID88_1""}","{""ImportId"":""QID88_2""}","{""ImportId"":""QID94_1""}","{""ImportId"":""QID94_2""}","{""ImportId"":""1_QID60""}","{""ImportId"":""1_QID47_FIRST_CLICK""}","{""ImportId"":""1_QID47_LAST_CLICK""}","{""ImportId"":""1_QID47_PAGE_SUBMIT""}","{""ImportId"":""1_QID47_CLICK_COUNT""}","{""ImportId"":""2_QID60""}","{""ImportId"":""2_QID47_FIRST_CLICK""}","{""ImportId"":""2_QID47_LAST_CLICK""}","{""ImportId"":""2_QID47_PAGE_SUBMIT""}","{""ImportId"":""2_QID47_CLICK_COUNT""}","{""ImportId"":""3_QID60""}","{""ImportId"":""3_QID47_FIRST_CLICK""}","{""ImportId"":""3_QID47_LAST_CLICK""}","{""ImportId"":""3_QID47_PAGE_SUBMIT""}","{""ImportId"":""3_QID47_CLICK_COUNT""}","{""ImportId"":""4_QID60""}","{""ImportId"":""4_QID47_FIRST_CLICK""}","{""ImportId"":""4_QID47_LAST_CLICK""}","{""ImportId"":""4_QID47_PAGE_SUBMIT""}","{""ImportId"":""4_QID47_CLICK_COUNT""}","{""ImportId"":""5_QID60""}","{""ImportId"":""5_QID47_FIRST_CLICK""}","{""ImportId"":""5_QID47_LAST_CLICK""}","{""ImportId"":""5_QID47_PAGE_SUBMIT""}","{""ImportId"":""5_QID47_CLICK_COUNT""}","{""ImportId"":""6_QID60""}","{""ImportId"":""6_QID47_FIRST_CLICK""}","{""ImportId"":""6_QID47_LAST_CLICK""}","{""ImportId"":""6_QID47_PAGE_SUBMIT""}","{""ImportId"":""6_QID47_CLICK_COUNT""}","{""ImportId"":""7_QID60""}","{""ImportId"":""7_QID47_FIRST_CLICK""}","{""ImportId"":""7_QID47_LAST_CLICK""}","{""ImportId"":""7_QID47_PAGE_SUBMIT""}","{""ImportId"":""7_QID47_CLICK_COUNT""}","{""ImportId"":""8_QID60""}","{""ImportId"":""8_QID47_FIRST_CLICK""}","{""ImportId"":""8_QID47_LAST_CLICK""}","{""ImportId"":""8_QID47_PAGE_SUBMIT""}","{""ImportId"":""8_QID47_CLICK_COUNT""}","{""ImportId"":""9_QID60""}","{""ImportId"":""9_QID47_FIRST_CLICK""}","{""ImportId"":""9_QID47_LAST_CLICK""}","{""ImportId"":""9_QID47_PAGE_SUBMIT""}","{""ImportId"":""9_QID47_CLICK_COUNT""}","{""ImportId"":""10_QID60""}","{""ImportId"":""10_QID47_FIRST_CLICK""}","{""ImportId"":""10_QID47_LAST_CLICK""}","{""ImportId"":""10_QID47_PAGE_SUBMIT""}","{""ImportId"":""10_QID47_CLICK_COUNT""}","{""ImportId"":""11_QID60""}","{""ImportId"":""11_QID47_FIRST_CLICK""}","{""ImportId"":""11_QID47_LAST_CLICK""}","{""ImportId"":""11_QID47_PAGE_SUBMIT""}","{""ImportId"":""11_QID47_CLICK_COUNT""}","{""ImportId"":""12_QID60""}","{""ImportId"":""12_QID47_FIRST_CLICK""}","{""ImportId"":""12_QID47_LAST_CLICK""}","{""ImportId"":""12_QID47_PAGE_SUBMIT""}","{""ImportId"":""12_QID47_CLICK_COUNT""}","{""ImportId"":""13_QID60""}","{""ImportId"":""13_QID47_FIRST_CLICK""}","{""ImportId"":""13_QID47_LAST_CLICK""}","{""ImportId"":""13_QID47_PAGE_SUBMIT""}","{""ImportId"":""13_QID47_CLICK_COUNT""}","{""ImportId"":""14_QID60""}","{""ImportId"":""14_QID47_FIRST_CLICK""}","{""ImportId"":""14_QID47_LAST_CLICK""}","{""ImportId"":""14_QID47_PAGE_SUBMIT""}","{""ImportId"":""14_QID47_CLICK_COUNT""}","{""ImportId"":""15_QID60""}","{""ImportId"":""15_QID47_FIRST_CLICK""}","{""ImportId"":""15_QID47_LAST_CLICK""}","{""ImportId"":""15_QID47_PAGE_SUBMIT""}","{""ImportId"":""15_QID47_CLICK_COUNT""}","{""ImportId"":""16_QID60""}","{""ImportId"":""16_QID47_FIRST_CLICK""}","{""ImportId"":""16_QID47_LAST_CLICK""}","{""ImportId"":""16_QID47_PAGE_SUBMIT""}","{""ImportId"":""16_QID47_CLICK_COUNT""}","{""ImportId"":""QID111_TEXT""}","{""ImportId"":""CurrentTrial""}","{""ImportId"":""totalGains""}","{""ImportId"":""totalBonus""}","{""ImportId"":""GamePlayed""}","{""ImportId"":""Cooperated""}","{""ImportId"":""NumGames""}","{""ImportId"":""ErrorTraining""}","{""ImportId"":""NumTraining""}","{""ImportId"":""PROLIFIC_PID""}","{""ImportId"":""Completion_URL""}","{""ImportId"":""responses""}"
2021-10-20 08:44:55,2021-10-20 08:47:10,IP Address,81.154.179.12,100,134,True,2021-10-20 08:47:10,R_1ojVgsLh3LtLiCf,,,,,52.675506591796875,-2.7615966796875,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,4,1.273,6.161,6.22,4,8,0.994,2.231,2.289,3,Extremely,1.37,2.272,2.333,2,Extremely,0.232,2.483,2.544,4,2,1.177,1.729,1.79,2,8,1.816,3.236,3.295,3,Extremely,1.177,4.279,4.341,4,8,1.336,2.925,2.985,2,2,0.995,1.464,1.521,2,2,0.886,1.305,1.365,2,2,0.768,2.419,2.485,3,Not at all,1.186,2.056,2,3,3,0.77,1.421,1.481,2,2,0.983,1.619,1.678,3,2,1.349,2.233,2.295,2,6,21.255,24.473,24.534,4,6162c650f52a251b60211e35,0,10,1,1,1,16,0,1,,https://app.prolific.co/submissions/complete?cc=8514F60B,4
2021-10-20 08:45:13,2021-10-20 08:47:15,IP Address,86.175.156.113,100,121,True,2021-10-20 08:47:15,R_24kmVQacpBMLOs7,,,,,52.6378936767578125,-0.385498046875,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,Extremely,2.006,2.006,2.089,1,Extremely,1.118,1.118,1.194,1,Extremely,2.417,2.417,2.482,1,Extremely,1.849,1.849,1.801,1,Extremely,1.127,1.127,1.197,1,6,3.706,3.706,3.77,1,8,2.649,2.649,2.601,1,Extremely,1.572,1.572,1.642,1,7,1.512,1.512,1.582,1,7,1.917,1.917,1.996,1,7,1.848,1.848,1.801,1,6,6.143,6.143,6.102,1,5,3.376,3.376,3.443,1,5,2.858,2.858,2.933,1,8,1.882,1.882,1.963,1,8,1.821,1.821,1.898,1,615ed10d0d5f13159d41df8c,0,5,0.5,0,0,16,0,1,,https://app.prolific.co/submissions/complete?cc=8514F60B,9
2021-10-20 08:44:29,2021-10-20 08:47:43,IP Address,90.213.115.190,100,194,True,2021-10-20 08:47:43,R_3ha8uAKS8vQaZ6m,,,,,50.264801025390625,-5.0576019287109375,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,5,2.16,2.16,2.101,1,5,2.019,2.019,2.066,1,4,1.911,1.911,1.947,1,5,1.491,1.491,1.401,1,4,1.82,1.82,1.867,1,4,2.258,2.258,2.201,1,5,1.839,1.839,1.892,1,5,4.724,4.724,4.765,1,3,2.732,2.732,2.779,1,3,1.73,1.73,1.78,1,5,1.558,1.558,1.6,1,5,2.413,2.413,2.463,1,3,1.794,1.794,1.844,1,3,2.684,2.684,2.6,1,5,7.134,7.134,7.185,1,4,1.966,1.966,1.902,1,6159e7b37fa10a67e006ea1d,0,5,0.5,0,0,16,0,1,,https://app.prolific.co/submissions/complete?cc=8514F60B,5
2021-10-20 08:46:01,2021-10-20 08:48:08,IP Address,78.86.135.241,100,126,True,2021-10-20 08:48:08,R_33DOZvxBrqSk2rY,,,,,51.49639892578125,-0.122406005859375,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,Extremely,1.849,3.042,3.07,3,8,1.055,2.1,2.288,3,7,7.288,8.26,8.308,3,8,0.901,1.764,1.795,2,2,1.059,1.675,1.711,2,3,1.156,1.701,1.896,2,Extremely,1.033,1.888,1.826,2,6,1.327,3.001,3.151,3,3,1.053,1.483,1.526,2,Not at all,1.54,1.869,1.917,2,3,1.445,2.256,2.285,2,3,2.682,3.584,3.634,2,Not at all,1.29,1.29,1.337,1,2,1.399,1.741,1.787,2,Not at all,1.701,1.701,1.76,1,Not at all,1.201,1.201,1.363,1,614dd1ef0425aaf131393cc9,0,10,1,1,1,16,0,1,,https://app.prolific.co/submissions/complete?cc=8514F60B,9
2021-10-20 08:47:40,2021-10-20 08:51:12,IP Address,86.10.68.137,100,212,True,2021-10-20 08:51:12,R_1Ej5sCZxjirqHgy,,,,,52.585205078125,-0.235992431640625,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,Extremely,1.384,1.607,1.652,2,Extremely,1.821,2.052,2.001,2,8,5.895,6.131,6.187,2,Extremely,1.089,1.328,1.376,2,Extremely,1.401,1.772,1.701,2,7,2.217,2.456,2.4,2,8,1.466,1.738,1.781,2,Extremely,1.445,1.691,1.6,2,4,1.501,1.801,1.952,2,6,3.274,3.539,3.58,2,2,1.612,1.865,1.801,2,Not at all,1.401,1.759,1.7,2,Not at all,1.101,1.401,1.558,2,2,1.59,1.838,1.89,2,2,1.29,1.531,1.577,2,Not at all,1.101,1.5,1.541,2,615b72a19f06af41dfa354ff,0,6,0.59999999999999997779553950749686919152736663818359375,1,1,16,0,1,,https://app.prolific.co/submissions/complete?cc=8514F60B,9
2021-10-20 08:49:55,2021-10-20 08:52:20,IP Address,82.16.44.246,100,145,True,2021-10-20 08:52:21,R_26mdGBt7KV1ESj0,,,,,51.6143951416015625,-0.3368072509765625,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,Extremely,0.67,2.717,2.644,3,8,0.582,2.701,2.951,5,7,0.611,7.726,7.723,8,6,1.184,14.801,15.031,9,7,0.608,3.701,3.992,5,7,0.636,6.44,6.4,7,6,0.576,5.602,5.863,5,5,0.631,3.52,3.501,5,6,0.582,3.298,3.388,4,6,0.682,6.7,6.864,5,4,0.594,3.201,3.425,5,3,0.901,3.852,3.8,5,5,0.67,3.215,3.201,4,5,0.502,7.602,7.846,8,3,0.6,4.201,4.31,6,3,0.659,3.301,3.59,5,6154e0eaaaa79b827af4bca6,0,7,0.6999999999999999555910790149937383830547332763671875,1,1,16,0,1,,https://app.prolific.co/submissions/complete?cc=8514F60B,9
2021-10-20 08:55:06,2021-10-20 08:57:40,IP Address,2.100.119.192,100,154,True,2021-10-20 08:57:41,R_OARGx94zlXHLfrj,,,,,51.3488006591796875,-0.0321044921875,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,8,2.584,2.584,2.6,1,8,1.997,1.997,2.013,1,Extremely,2.542,2.542,2.557,1,Extremely,1.92,1.92,1.931,1,7,2.938,2.938,2.956,1,7,4.367,4.367,4.384,1,Extremely,4.866,4.866,4.882,1,Extremely,2.163,2.163,2.177,1,3,2.939,2.939,2.956,1,6,2.402,2.402,2.419,1,8,2.206,2.206,2.22,1,8,1.825,1.825,1.838,1,4,2.98,2.98,2.996,1,4,2.342,2.342,2.36,1,7,3.155,3.155,3.172,1,8,3.181,3.181,3.197,1,61647688d6592403e31aa473,0,3,0.299999999999999988897769753748434595763683319091796875,1,0,16,0,1,,https://app.prolific.co/submissions/complete?cc=8514F60B,8
2021-10-20 08:56:26,2021-10-20 08:58:33,IP Address,217.39.108.103,100,127,True,2021-10-20 08:58:33,R_1OvglKPPMAIJW43,,,,,53.567596435546875,-1.5839996337890625,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,Extremely,0.803,1.94,1.999,2,Extremely,2.143,3.524,3.592,2,Extremely,0.945,2.58,2.638,3,8,1.63,3.571,3.636,2,8,0.827,1.93,1.982,2,Extremely,0.633,1.75,1.707,2,8,0.716,3.533,3.501,3,8,0.821,2.803,2.869,3,7,1.057,2.326,2.39,2,7,1.045,3.616,3.681,2,8,0.918,2.136,2.195,2,7,1.508,2.891,2.958,2,7,0.787,2.112,2.16,2,7,0.691,2.781,2.841,2,6,0.928,2.301,2.459,2,7,0.649,1.678,1.742,2,61603d13520e8746562aec7a,0,9,0.90000000000000002220446049250313080847263336181640625,1,1,16,0,1,,https://app.prolific.co/submissions/complete?cc=8514F60B,9
