StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q7,Q38_1,Q38_2,Q56_1,Q56_2,Q54_1,Q54_2,Q91_1,Q91_2,Q88_1,Q88_2,Q94_1,Q94_2,1_Q38,1_Q25_First Click,1_Q25_Last Click,1_Q25_Page Submit,1_Q25_Click Count,2_Q38,2_Q25_First Click,2_Q25_Last Click,2_Q25_Page Submit,2_Q25_Click Count,3_Q38,3_Q25_First Click,3_Q25_Last Click,3_Q25_Page Submit,3_Q25_Click Count,4_Q38,4_Q25_First Click,4_Q25_Last Click,4_Q25_Page Submit,4_Q25_Click Count,5_Q38,5_Q25_First Click,5_Q25_Last Click,5_Q25_Page Submit,5_Q25_Click Count,6_Q38,6_Q25_First Click,6_Q25_Last Click,6_Q25_Page Submit,6_Q25_Click Count,7_Q38,7_Q25_First Click,7_Q25_Last Click,7_Q25_Page Submit,7_Q25_Click Count,8_Q38,8_Q25_First Click,8_Q25_Last Click,8_Q25_Page Submit,8_Q25_Click Count,9_Q38,9_Q25_First Click,9_Q25_Last Click,9_Q25_Page Submit,9_Q25_Click Count,10_Q38,10_Q25_First Click,10_Q25_Last Click,10_Q25_Page Submit,10_Q25_Click Count,11_Q38,11_Q25_First Click,11_Q25_Last Click,11_Q25_Page Submit,11_Q25_Click Count,12_Q38,12_Q25_First Click,12_Q25_Last Click,12_Q25_Page Submit,12_Q25_Click Count,13_Q38,13_Q25_First Click,13_Q25_Last Click,13_Q25_Page Submit,13_Q25_Click Count,14_Q38,14_Q25_First Click,14_Q25_Last Click,14_Q25_Page Submit,14_Q25_Click Count,15_Q38,15_Q25_First Click,15_Q25_Last Click,15_Q25_Page Submit,15_Q25_Click Count,16_Q38,16_Q25_First Click,16_Q25_Last Click,16_Q25_Page Submit,16_Q25_Click Count,Q52,CurrentTrial,totalGains,totalBonus,GamePlayed,Cooperated,NumGames,ErrorTraining,NumTraining,PROLIFIC_PID,Completion_URL,responses
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"Welcome to the sixth day of the study on social behavior     Today, you will play more games with different virtual partners. These “virtual partners” are not real people but are programs that can simulate real-life behavior, just like characters in videogames. In each game you will be matched with another virtual partner who behaves independently, so you will never play with the same virtual partner twice. You will have to make decisions that affect the payoff of yourself and the virtual partner.     Participation in this study is still voluntary, and you may withdraw at any time, but you will only be compensated if you complete the entire study (i.e., all 10 days). After completing the entire study, you will receive a fixed compensation of 7.5 pounds and you will receive an additional bonus payment based on your performance of one of the games per day (these games will be chosen at random).     Here is a detailed calender that you can download if needed.     Download calender      To get further instructions about the study, please check the box 'Read, understood and approved' below, and then click on the next button. By checking this box, you indicate that you have read, understood and approved this statement and are over the age of 18.","In the past, your partner shared:     Tokens you have to give:                       You decide to not play this game. - How many tokens do you end up with?","In the past, your partner shared:     Tokens you have to give:                       You decide to not play this game. - How many tokens does s/he end up with?","In the past, your partner shared:  			Tokens you have to give: 		 		 			 			 		 	    You decide to play this game.  Your partner keeps everything. - How many tokens do you end up with?","In the past, your partner shared:  			Tokens you have to give: 		 		 			 			 		 	    You decide to play this game.  Your partner keeps everything. - How many tokens does s/he end up with?","In the past, your partner shared:  			Tokens you have to give: 		 		 			 			 		 	    You decide to play this game.  Your partner shares. - How many tokens do you end up with?","In the past, your partner shared:  			Tokens you have to give: 		 		 			 			 		 	    You decide to play this game.  Your partner shares. - How many tokens does s/he end up with?","In the past, your partner shared:     Tokens you have to give:                       You decide to not play this game. - How many tokens do you end up with?","In the past, your partner shared:     Tokens you have to give:                       You decide to not play this game. - How many tokens does s/he end up with?","In the past, your partner shared: 			Tokens you have to give: 		 		 			 			 		 	    You decide to play this game.  Your partner keeps everything. - How many tokens do you end up with?","In the past, your partner shared: 			Tokens you have to give: 		 		 			 			 		 	    You decide to play this game.  Your partner keeps everything. - How many tokens does s/he end up with?","In the past, your partner shared:     Tokens you have to give:                       You decide to play this game.  Your partner shares. - How many tokens do you end up with?","In the past, your partner shared:     Tokens you have to give:                       You decide to play this game.  Your partner shares. - How many tokens does s/he end up with?","IM_aa8Yh8AXBRETQUZ - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_aa8Yh8AXBRETQUZ - Timing - First Click,Timing - IM_aa8Yh8AXBRETQUZ - Timing - Last Click,Timing - IM_aa8Yh8AXBRETQUZ - Timing - Page Submit,Timing - IM_aa8Yh8AXBRETQUZ - Timing - Click Count,"IM_aa8Yh8AXBRETQUZ - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_aa8Yh8AXBRETQUZ - Timing - First Click,Timing - IM_aa8Yh8AXBRETQUZ - Timing - Last Click,Timing - IM_aa8Yh8AXBRETQUZ - Timing - Page Submit,Timing - IM_aa8Yh8AXBRETQUZ - Timing - Click Count,"IM_aa8Yh8AXBRETQUZ - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_aa8Yh8AXBRETQUZ - Timing - First Click,Timing - IM_aa8Yh8AXBRETQUZ - Timing - Last Click,Timing - IM_aa8Yh8AXBRETQUZ - Timing - Page Submit,Timing - IM_aa8Yh8AXBRETQUZ - Timing - Click Count,"IM_aa8Yh8AXBRETQUZ - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_aa8Yh8AXBRETQUZ - Timing - First Click,Timing - IM_aa8Yh8AXBRETQUZ - Timing - Last Click,Timing - IM_aa8Yh8AXBRETQUZ - Timing - Page Submit,Timing - IM_aa8Yh8AXBRETQUZ - Timing - Click Count,"IM_exRRV3ria3uHafj - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_exRRV3ria3uHafj - Timing - First Click,Timing - IM_exRRV3ria3uHafj - Timing - Last Click,Timing - IM_exRRV3ria3uHafj - Timing - Page Submit,Timing - IM_exRRV3ria3uHafj - Timing - Click Count,"IM_exRRV3ria3uHafj - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_exRRV3ria3uHafj - Timing - First Click,Timing - IM_exRRV3ria3uHafj - Timing - Last Click,Timing - IM_exRRV3ria3uHafj - Timing - Page Submit,Timing - IM_exRRV3ria3uHafj - Timing - Click Count,"IM_exRRV3ria3uHafj - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_exRRV3ria3uHafj - Timing - First Click,Timing - IM_exRRV3ria3uHafj - Timing - Last Click,Timing - IM_exRRV3ria3uHafj - Timing - Page Submit,Timing - IM_exRRV3ria3uHafj - Timing - Click Count,"IM_exRRV3ria3uHafj - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_exRRV3ria3uHafj - Timing - First Click,Timing - IM_exRRV3ria3uHafj - Timing - Last Click,Timing - IM_exRRV3ria3uHafj - Timing - Page Submit,Timing - IM_exRRV3ria3uHafj - Timing - Click Count,"IM_6Xq8U7DGTrDRII5 - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_6Xq8U7DGTrDRII5 - Timing - First Click,Timing - IM_6Xq8U7DGTrDRII5 - Timing - Last Click,Timing - IM_6Xq8U7DGTrDRII5 - Timing - Page Submit,Timing - IM_6Xq8U7DGTrDRII5 - Timing - Click Count,"IM_6Xq8U7DGTrDRII5 - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_6Xq8U7DGTrDRII5 - Timing - First Click,Timing - IM_6Xq8U7DGTrDRII5 - Timing - Last Click,Timing - IM_6Xq8U7DGTrDRII5 - Timing - Page Submit,Timing - IM_6Xq8U7DGTrDRII5 - Timing - Click Count,"IM_6Xq8U7DGTrDRII5 - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_6Xq8U7DGTrDRII5 - Timing - First Click,Timing - IM_6Xq8U7DGTrDRII5 - Timing - Last Click,Timing - IM_6Xq8U7DGTrDRII5 - Timing - Page Submit,Timing - IM_6Xq8U7DGTrDRII5 - Timing - Click Count,"IM_6Xq8U7DGTrDRII5 - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_6Xq8U7DGTrDRII5 - Timing - First Click,Timing - IM_6Xq8U7DGTrDRII5 - Timing - Last Click,Timing - IM_6Xq8U7DGTrDRII5 - Timing - Page Submit,Timing - IM_6Xq8U7DGTrDRII5 - Timing - Click Count,"IM_0oLKkx0EA4wLCst - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_0oLKkx0EA4wLCst - Timing - First Click,Timing - IM_0oLKkx0EA4wLCst - Timing - Last Click,Timing - IM_0oLKkx0EA4wLCst - Timing - Page Submit,Timing - IM_0oLKkx0EA4wLCst - Timing - Click Count,"IM_0oLKkx0EA4wLCst - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_0oLKkx0EA4wLCst - Timing - First Click,Timing - IM_0oLKkx0EA4wLCst - Timing - Last Click,Timing - IM_0oLKkx0EA4wLCst - Timing - Page Submit,Timing - IM_0oLKkx0EA4wLCst - Timing - Click Count,"IM_0oLKkx0EA4wLCst - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_0oLKkx0EA4wLCst - Timing - First Click,Timing - IM_0oLKkx0EA4wLCst - Timing - Last Click,Timing - IM_0oLKkx0EA4wLCst - Timing - Page Submit,Timing - IM_0oLKkx0EA4wLCst - Timing - Click Count,"IM_0oLKkx0EA4wLCst - Game      How much do you want to play with this partner?            In the past, your partner shared:     Tokens you have to give:",Timing - IM_0oLKkx0EA4wLCst - Timing - First Click,Timing - IM_0oLKkx0EA4wLCst - Timing - Last Click,Timing - IM_0oLKkx0EA4wLCst - Timing - Page Submit,Timing - IM_0oLKkx0EA4wLCst - Timing - Click Count,Please indicate your Prolific ID,CurrentTrial,totalGains,totalBonus,GamePlayed,Cooperated,NumGames,ErrorTraining,NumTraining,PROLIFIC_PID,Completion_URL,responses
"{""ImportId"":""startDate"",""timeZone"":""Europe/Berlin""}","{""ImportId"":""endDate"",""timeZone"":""Europe/Berlin""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""Europe/Berlin""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID12""}","{""ImportId"":""QID79_1""}","{""ImportId"":""QID79_2""}","{""ImportId"":""QID78_1""}","{""ImportId"":""QID78_2""}","{""ImportId"":""QID76_1""}","{""ImportId"":""QID76_2""}","{""ImportId"":""QID91_1""}","{""ImportId"":""QID91_2""}","{""ImportId"":""QID88_1""}","{""ImportId"":""QID88_2""}","{""ImportId"":""QID94_1""}","{""ImportId"":""QID94_2""}","{""ImportId"":""1_QID60""}","{""ImportId"":""1_QID47_FIRST_CLICK""}","{""ImportId"":""1_QID47_LAST_CLICK""}","{""ImportId"":""1_QID47_PAGE_SUBMIT""}","{""ImportId"":""1_QID47_CLICK_COUNT""}","{""ImportId"":""2_QID60""}","{""ImportId"":""2_QID47_FIRST_CLICK""}","{""ImportId"":""2_QID47_LAST_CLICK""}","{""ImportId"":""2_QID47_PAGE_SUBMIT""}","{""ImportId"":""2_QID47_CLICK_COUNT""}","{""ImportId"":""3_QID60""}","{""ImportId"":""3_QID47_FIRST_CLICK""}","{""ImportId"":""3_QID47_LAST_CLICK""}","{""ImportId"":""3_QID47_PAGE_SUBMIT""}","{""ImportId"":""3_QID47_CLICK_COUNT""}","{""ImportId"":""4_QID60""}","{""ImportId"":""4_QID47_FIRST_CLICK""}","{""ImportId"":""4_QID47_LAST_CLICK""}","{""ImportId"":""4_QID47_PAGE_SUBMIT""}","{""ImportId"":""4_QID47_CLICK_COUNT""}","{""ImportId"":""5_QID60""}","{""ImportId"":""5_QID47_FIRST_CLICK""}","{""ImportId"":""5_QID47_LAST_CLICK""}","{""ImportId"":""5_QID47_PAGE_SUBMIT""}","{""ImportId"":""5_QID47_CLICK_COUNT""}","{""ImportId"":""6_QID60""}","{""ImportId"":""6_QID47_FIRST_CLICK""}","{""ImportId"":""6_QID47_LAST_CLICK""}","{""ImportId"":""6_QID47_PAGE_SUBMIT""}","{""ImportId"":""6_QID47_CLICK_COUNT""}","{""ImportId"":""7_QID60""}","{""ImportId"":""7_QID47_FIRST_CLICK""}","{""ImportId"":""7_QID47_LAST_CLICK""}","{""ImportId"":""7_QID47_PAGE_SUBMIT""}","{""ImportId"":""7_QID47_CLICK_COUNT""}","{""ImportId"":""8_QID60""}","{""ImportId"":""8_QID47_FIRST_CLICK""}","{""ImportId"":""8_QID47_LAST_CLICK""}","{""ImportId"":""8_QID47_PAGE_SUBMIT""}","{""ImportId"":""8_QID47_CLICK_COUNT""}","{""ImportId"":""9_QID60""}","{""ImportId"":""9_QID47_FIRST_CLICK""}","{""ImportId"":""9_QID47_LAST_CLICK""}","{""ImportId"":""9_QID47_PAGE_SUBMIT""}","{""ImportId"":""9_QID47_CLICK_COUNT""}","{""ImportId"":""10_QID60""}","{""ImportId"":""10_QID47_FIRST_CLICK""}","{""ImportId"":""10_QID47_LAST_CLICK""}","{""ImportId"":""10_QID47_PAGE_SUBMIT""}","{""ImportId"":""10_QID47_CLICK_COUNT""}","{""ImportId"":""11_QID60""}","{""ImportId"":""11_QID47_FIRST_CLICK""}","{""ImportId"":""11_QID47_LAST_CLICK""}","{""ImportId"":""11_QID47_PAGE_SUBMIT""}","{""ImportId"":""11_QID47_CLICK_COUNT""}","{""ImportId"":""12_QID60""}","{""ImportId"":""12_QID47_FIRST_CLICK""}","{""ImportId"":""12_QID47_LAST_CLICK""}","{""ImportId"":""12_QID47_PAGE_SUBMIT""}","{""ImportId"":""12_QID47_CLICK_COUNT""}","{""ImportId"":""13_QID60""}","{""ImportId"":""13_QID47_FIRST_CLICK""}","{""ImportId"":""13_QID47_LAST_CLICK""}","{""ImportId"":""13_QID47_PAGE_SUBMIT""}","{""ImportId"":""13_QID47_CLICK_COUNT""}","{""ImportId"":""14_QID60""}","{""ImportId"":""14_QID47_FIRST_CLICK""}","{""ImportId"":""14_QID47_LAST_CLICK""}","{""ImportId"":""14_QID47_PAGE_SUBMIT""}","{""ImportId"":""14_QID47_CLICK_COUNT""}","{""ImportId"":""15_QID60""}","{""ImportId"":""15_QID47_FIRST_CLICK""}","{""ImportId"":""15_QID47_LAST_CLICK""}","{""ImportId"":""15_QID47_PAGE_SUBMIT""}","{""ImportId"":""15_QID47_CLICK_COUNT""}","{""ImportId"":""16_QID60""}","{""ImportId"":""16_QID47_FIRST_CLICK""}","{""ImportId"":""16_QID47_LAST_CLICK""}","{""ImportId"":""16_QID47_PAGE_SUBMIT""}","{""ImportId"":""16_QID47_CLICK_COUNT""}","{""ImportId"":""QID111_TEXT""}","{""ImportId"":""CurrentTrial""}","{""ImportId"":""totalGains""}","{""ImportId"":""totalBonus""}","{""ImportId"":""GamePlayed""}","{""ImportId"":""Cooperated""}","{""ImportId"":""NumGames""}","{""ImportId"":""ErrorTraining""}","{""ImportId"":""NumTraining""}","{""ImportId"":""PROLIFIC_PID""}","{""ImportId"":""Completion_URL""}","{""ImportId"":""responses""}"
2021-10-22 08:02:20,2021-10-22 08:03:41,IP Address,82.23.221.88,100,80,True,2021-10-22 08:03:41,R_BrYpcAYLjEbdSW5,,,,,55.8473052978515625,-4.1824951171875,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,8,2.132,2.132,2.138,1,7,1.533,1.533,1.538,1,6,2.399,2.399,2.405,1,6,1.991,1.991,1.997,1,5,3.892,3.892,3.898,1,5,1.753,1.753,1.76,1,4,1.114,1.114,1.12,1,4,1.795,1.795,1.8,1,4,2.023,2.023,2.028,1,4,2.314,2.314,2.32,1,4,1.715,1.715,1.721,1,3,1.466,1.466,1.472,1,5,2.077,2.077,2.083,1,4,2.092,2.092,2.098,1,3,1.908,1.908,1.913,1,2,3,3,3.108,1,6161e9289e5e2f9c0840f65f,0,5,0.5,0,0,16,0,1,,https://app.prolific.co/submissions/complete?cc=94715AD4,8
2021-10-22 08:04:42,2021-10-22 08:06:57,IP Address,2.100.119.192,100,134,True,2021-10-22 08:06:57,R_2CB5oSs0OKkq8qQ,,,,,51.3488006591796875,-0.0321044921875,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,8,3.945,3.945,3.954,1,7,2.657,2.657,2.673,1,Extremely,2.327,2.327,2.343,1,Extremely,2.142,2.142,2.158,1,7,3.036,3.036,3.052,1,5,1.884,1.884,1.9,1,8,2.033,2.033,2.054,1,7,1.631,1.631,1.645,1,4,2.454,2.454,2.47,1,5,4.108,4.108,4.127,1,6,3.33,3.33,3.346,1,7,3.013,3.013,3.029,1,4,2.412,2.412,2.429,1,Not at all,2.695,2.695,2.6,1,5,5.392,5.392,5.3,1,6,3.988,3.988,4,1,61647688d6592403e31aa473,0,5,0.5,0,0,16,0,1,,https://app.prolific.co/submissions/complete?cc=94715AD4,8
2021-10-22 08:06:40,2021-10-22 08:09:42,IP Address,46.69.239.128,100,182,True,2021-10-22 08:09:42,R_1f7VvFECS2aN0mA,,,,,52.675506591796875,-2.7615966796875,anonymous,EN,"Read, understood and approved",5,5,0,10,10,10,0,10,0,5,10,10,Extremely,1.072,2.392,2.459,4,8,0.994,3.129,3.191,3,8,2.087,4.89,4.952,4,Extremely,1.093,2.31,2.369,2,Extremely,0.938,2.272,2.33,2,8,1.323,2.559,2.62,2,Extremely,0.927,2.329,2.388,2,Extremely,1.063,2.517,2.575,3,Not at all,1.1,1.687,1.747,2,Not at all,1.3,1.669,1.727,2,Extremely,1.691,5.01,5.072,4,2,1.297,2.015,2.078,2,Not at all,0.128,2.246,2.202,3,Not at all,1.185,1.637,1.601,2,Not at all,1.249,1.668,1.728,2,Not at all,1.122,1.444,1.495,2,6162c650f52a251b60211e35,0,3,0.299999999999999988897769753748434595763683319091796875,1,0,16,1,2,,https://app.prolific.co/submissions/complete?cc=94715AD4,9
2021-10-22 08:08:07,2021-10-22 08:10:04,IP Address,176.251.200.220,100,117,True,2021-10-22 08:10:05,R_1OrANedCdiouuXi,,,,,52.1811065673828125,-2.8000946044921875,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,Extremely,0.765,2.515,2.57,4,Extremely,0.776,1.7,1.915,3,Extremely,0.685,1.572,1.512,3,Extremely,3.204,8.212,8.267,5,8,0.772,1.71,1.758,3,8,0.684,2.069,2.095,3,8,0.803,1.8,1.962,3,8,0.815,3.102,3.307,2,7,0.82,1.912,1.962,3,7,0.795,2.645,2.701,4,8,0.784,2.914,2.948,3,8,0.908,2.21,2.24,3,7,0.739,2.009,2.045,3,7,0.736,1.691,1.737,3,8,0.733,1.501,1.682,3,7,0.814,2,2.205,3,6159a044cae3037ed9d75498,0,3,0.299999999999999988897769753748434595763683319091796875,1,0,16,0,1,,https://app.prolific.co/submissions/complete?cc=94715AD4,9
2021-10-22 08:09:22,2021-10-22 08:11:35,IP Address,176.250.76.130,100,132,True,2021-10-22 08:11:35,R_3mltl8va2DcZVhR,,,,,56.0800933837890625,-3.400604248046875,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,Extremely,0.83,2.313,2.386,2,Extremely,0.916,2.105,2.28,2,8,0.973,3.256,3.322,2,Extremely,0.867,2.543,2.613,2,Extremely,1.266,2.699,2.762,2,7,1.099,2.938,2.903,3,8,0.855,2.149,2.111,2,8,0.904,3.089,3.151,4,8,1.714,3.004,3.187,3,7,1.394,3.612,3.782,2,3,1.196,2.395,2.459,2,6,1.717,7.841,7.923,3,3,1.038,2.956,2.911,2,6,1.177,3.394,3.457,2,3,1.204,2.053,2.023,2,2,1.805,3.773,3.834,2,61601f0ddc31a716116888f1,0,5,0.5,0,0,16,0,1,,https://app.prolific.co/submissions/complete?cc=94715AD4,9
2021-10-22 08:10:02,2021-10-22 08:11:48,IP Address,90.243.62.123,100,106,True,2021-10-22 08:11:49,R_1K2vz9WVHc1yfZu,,,,,51.5426025390625,-0.244903564453125,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,Extremely,1.717,1.717,1.723,1,7,1.655,1.655,1.661,1,8,1.838,1.838,1.844,1,7,2.703,2.703,2.709,1,8,1.611,1.611,1.617,1,8,1.268,1.268,1.275,1,6,2.351,2.351,2.357,1,7,1.857,1.857,1.864,1,6,1.551,1.551,1.557,1,7,2.33,2.33,2.336,1,6,2.363,2.363,2.371,1,6,2.85,2.85,2.857,1,5,1.227,1.227,1.233,1,6,1.852,1.852,1.858,1,5,1.429,1.429,1.435,1,5,1.721,1.721,1.728,1,614e43c148febeb17c93e998,0,1,0.1000000000000000055511151231257827021181583404541015625,1,0,16,0,1,,https://app.prolific.co/submissions/complete?cc=94715AD4,9
2021-10-22 08:10:06,2021-10-22 08:13:22,IP Address,82.31.110.95,100,195,True,2021-10-22 08:13:22,R_3dGGrnLrxHw06wb,,,,,53.3007965087890625,-0.734100341796875,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,Not at all,1.061,1.061,1.124,1,2,1.495,2.548,2.6,2,3,2.394,3.211,3.275,2,6,1.344,2.72,2.77,2,Not at all,1.89,2.233,2.201,2,2,2.079,2.937,2.901,2,5,1.134,2.108,2.187,2,6,1.411,2.762,2.849,2,Not at all,1.177,1.177,1.245,1,2,1.207,1.207,1.26,1,4,38.199,39.076,39.167,2,4,1.298,2.486,2.573,2,Not at all,1.014,1.363,1.43,2,2,1.956,1.956,2.035,1,3,1.18,3.941,3.902,2,4,1.799,2.706,2.781,2,614af433c9e63d38817c43dd,0,10,1,1,1,16,0,1,,https://app.prolific.co/submissions/complete?cc=94715AD4,1
2021-10-22 08:12:37,2021-10-22 08:14:43,IP Address,90.213.115.190,100,126,True,2021-10-22 08:14:44,R_3fjW555fMU7PIyV,,,,,50.264801025390625,-5.0576019287109375,anonymous,EN,"Read, understood and approved",5,5,0,20,10,10,,,,,,,3,0.914,1.539,1.565,2,3,0.149,5.495,5.521,5,6,0.749,2.385,2.301,3,6,0.788,1.396,1.425,2,2,0.84,1.376,1.3,2,3,0.981,1.381,1.301,2,4,0.828,1.411,1.438,2,5,0.891,1.593,1.504,2,3,0.882,1.525,1.552,2,3,0.904,1.606,1.636,2,4,1.082,1.501,1.649,2,5,0.873,1.907,1.934,2,2,1.331,2.283,2.202,2,3,1.21,2.678,2.6,2,4,0.923,2.45,2.481,2,4,0.901,1.48,1.401,2,6159e7b37fa10a67e006ea1d,0,5,0.5,0,0,16,0,1,,https://app.prolific.co/submissions/complete?cc=94715AD4,3
