role_slice,game,n_case_groups,mean_abs_error_relative_payoff_diff_pct,median_abs_error_relative_payoff_diff_pct,summary_scope
both,Sender,4,2.9745134495037293,2.947968870379858,by_game
both,Receiver,4,0.0948137408480959,0.07120112339550344,by_game
both,PD,4,16.580654788061636,16.39416023851212,by_game
both,SH,4,4.581582051695616,2.6700601207474914,by_game
both,C,4,7.299601889797483,7.323466768609044,by_game
both,Proposer,4,27.966598506388,28.4066709346928,by_game
both,Responder,4,15.57725207952333,10.527884093286904,by_game
no,Sender,4,3.7931527751287444,3.4144889098475573,by_game
no,Receiver,4,0.06406853763920306,0.0702042773240319,by_game
no,PD,4,17.43146977214056,19.67435405376954,by_game
no,SH,4,8.567100478816807,4.3911805946003355,by_game
no,C,4,8.76940257835426,9.0355524001966,by_game
no,Proposer,4,56.07563902896658,57.17055303031042,by_game
no,Responder,4,22.398494351963798,17.894233422466186,by_game
yes,Sender,4,2.1558741238787067,2.5516962248877895,by_game
yes,Receiver,4,0.23685762884190498,0.1840827197242545,by_game
yes,PD,4,15.729839803982742,17.632861672424404,by_game
yes,SH,4,1.829336407547907,1.4622626755497132,by_game
yes,C,4,5.8396647938843484,5.6113811370214535,by_game
yes,Proposer,4,4.156835568911671,3.927839078215001,by_game
yes,Responder,4,9.173122980020885,4.882532023665918,by_game
both,Sender,3,2.8502194902539766,2.69519464272574,by_game_non_benchmark
both,Receiver,3,0.04853031974444422,0.04153398864736868,by_game_non_benchmark
both,PD,3,14.48923897797251,15.60503525625857,by_game_non_benchmark
both,SH,3,5.814866470375532,4.458391445839116,by_game_non_benchmark
both,C,3,5.264985137739228,5.160832286603691,by_game_non_benchmark
both,Proposer,3,26.944157363010415,25.779419932864844,by_game_non_benchmark
both,Responder,3,9.234781163955178,8.90014314970282,by_game_non_benchmark
no,Sender,3,3.989296064293702,3.624254912061242,by_game_non_benchmark
no,Receiver,3,0.047944384513968576,0.02796755763315728,by_game_non_benchmark
no,PD,3,17.216411906677404,21.272064739009046,by_game_non_benchmark
no,SH,3,10.571577751159452,6.2286925274118055,by_game_non_benchmark
no,C,3,6.795625245893237,7.7985910108677725,by_game_non_benchmark
no,Proposer,3,51.45606577318173,44.40674726429971,by_game_non_benchmark
no,Responder,3,15.587606533548977,17.371005881282976,by_game_non_benchmark
yes,Sender,3,1.7111429162142475,1.685186547943207,by_game_non_benchmark
yes,Receiver,3,0.12482668141671575,0.054833150556143906,by_game_non_benchmark
yes,PD,3,11.76206604926766,13.094505702522373,by_game_non_benchmark
yes,SH,3,0.9790122298332794,0.26899377560913784,by_game_non_benchmark
yes,C,3,3.7474964864434077,2.5230735623395617,by_game_non_benchmark
yes,Proposer,3,2.638553712667554,1.1082902060345567,by_game_non_benchmark
yes,Responder,3,3.293823704448742,2.550404962950225,by_game_non_benchmark
both,ALL,4,10.725002357973983,7.774359227497273,overall
no,ALL,4,16.728475360429993,9.655683329858078,overall
yes,ALL,4,5.588790186724024,2.5367392626448932,overall
