case_group,role_slice,game,generated_mean_expected_payoff,benchmark_mean_expected_payoff,data_source,generated_relative_payoff_diff_pct,human_mean_expected_payoff,human_relative_payoff_diff_pct,abs_error_relative_payoff_diff_pct
Benchmark,both,Sender,5.732194918783841,5.546530612244899,generated,3.347395327252989,5.546530612244899,0.0,3.347395327252989
Benchmark,both,Receiver,5.147230320699709,5.159285714285715,generated,-0.23366400415905098,5.159285714285715,0.0,0.23366400415905098
Benchmark,both,PD,3.3268429820907954,4.312448979591837,generated,-22.85490221832901,4.312448979591837,0.0,22.85490221832901
Benchmark,both,SH,6.642753019575177,6.584693877551021,generated,0.8817287956558673,6.584693877551021,0.0,0.8817287956558673
Benchmark,both,C,4.237817576009996,3.7369387755102044,generated,13.403452145972249,3.7369387755102044,0.0,13.403452145972249
Benchmark,both,Proposer,2.9140982923781755,4.225408163265306,generated,-31.03392193652076,4.225408163265306,0.0,31.03392193652076
Benchmark,both,Responder,4.656497292794668,3.459387755102041,generated,34.60466482622779,3.459387755102041,0.0,34.60466482622779
Benchmark,no,Sender,5.724281549354436,5.546530612244899,generated,3.2047229076338724,5.546530612244899,0.0,3.2047229076338724
Benchmark,no,Receiver,5.113702623906706,5.1079591836734695,generated,0.11244099701490651,5.1079591836734695,0.0,0.11244099701490651
Benchmark,no,PD,3.532902957101208,4.312448979591837,generated,-18.076643368530032,4.312448979591837,0.0,18.076643368530032
Benchmark,no,SH,6.475010412328197,6.6446938775510205,generated,-2.553668661788866,6.6446938775510205,0.0,2.553668661788866
Benchmark,no,C,4.285922532278217,3.7369387755102044,generated,14.69073457573733,3.7369387755102044,0.0,14.69073457573733
Benchmark,no,Proposer,1.2840483132028322,4.270816326530612,generated,-69.93435879632113,4.270816326530612,0.0,69.93435879632113
Benchmark,no,Responder,4.807580174927113,3.3659183673469384,generated,42.83115780720826,3.3659183673469384,0.0,42.83115780720826
Benchmark,yes,Sender,5.740108288213245,5.546530612244899,generated,3.490067746872083,5.546530612244899,0.0,3.490067746872083
Benchmark,yes,Receiver,5.180758017492711,5.210612244897959,generated,-0.5729504711174727,5.210612244897959,0.0,0.5729504711174727
Benchmark,yes,PD,3.120783007080383,4.312448979591837,generated,-27.633161068127986,4.312448979591837,0.0,27.633161068127986
Benchmark,yes,SH,6.810495626822157,6.52469387755102,generated,4.3803089406917906,6.52469387755102,0.0,4.3803089406917906
Benchmark,yes,C,4.1897126197417744,3.7369387755102044,generated,12.116169716207171,3.7369387755102044,0.0,12.116169716207171
