metric_family,metric,distance_kind,bootstrap_mean,bootstrap_median,bootstrap_p05,bootstrap_p95,metric_scope,n_groups,model_score,median_value,model_stderr
behavior_distribution_distance,fairness_wd,mean_wasserstein_1d,0.06534077304964539,0.06464680851063831,0.05146163120567375,0.08121290780141843,distribution,6,0.27905531914893617,0.27974468085106385,0.012709102998949909
behavior_distribution_distance,trust_wd,mean_wasserstein_1d,0.07280321513002364,0.07204255319148936,0.046470685579196216,0.10534940898345155,distribution,6,0.08584869976359338,0.09617021276595747,0.01439172366246765
behavior_distribution_distance,trustworthiness_wd,mean_wasserstein_1d,0.05263705279747833,0.05239046493301812,0.03947533490937746,0.06696083530338849,distribution,6,0.07354925137903862,0.07333333333333333,0.006747887147766833
behavior_distribution_distance,cooperation_wd,mean_wasserstein_1d,0.07324262411347518,0.07353782505910167,0.05091217494089835,0.09670921985815602,distribution,6,0.17317021276595745,0.17055555555555557,0.014684461414826008
behavior_distribution_distance,coordination_wd,mean_wasserstein_1d,0.07585252955082743,0.07382033096926716,0.04738510638297873,0.1079846335697399,distribution,6,0.36765011820330973,0.37888888888888894,0.022105616306169692
behavior_distribution_distance,fairness_offer_wd,wasserstein_1d,0.06062498345153664,0.05987754137115839,0.04675763593380615,0.07942713947990544,distribution,6,0.13620520094562646,0.128,0.012531384459254181
behavior_distribution_distance,inequality_tolerance_wd,wasserstein_1d,0.07005656264775414,0.06807234042553192,0.04908241134751773,0.0951187234042553,distribution,6,0.4219054373522459,0.41200000000000003,0.017781447472073802
behavior_distribution_distance,trust_send_wd,wasserstein_1d,0.07280321513002364,0.07204255319148936,0.046470685579196216,0.10534940898345155,distribution,6,0.08584869976359338,0.09617021276595747,0.01439172366246765
behavior_distribution_distance,trustworthiness_return_wd,wasserstein_1d,0.05263705279747833,0.05239046493301812,0.03947533490937746,0.06696083530338849,distribution,6,0.07354925137903862,0.07333333333333333,0.006747887147766833
behavior_distribution_distance,cooperation_pd_wd,wasserstein_1d,0.0782607328605201,0.07630260047281325,0.045746335697399505,0.12207659574468081,distribution,6,0.2812293144208038,0.28,0.023281245778893792
behavior_distribution_distance,cooperation_sh_wd,wasserstein_1d,0.06822451536643026,0.06600472813238771,0.04288416075650118,0.09973593380614657,distribution,6,0.06511111111111112,0.04765957446808508,0.019563092961698173
behavior_distribution_distance,coordination_earth_wd,wasserstein_1d,0.07585252955082743,0.07382033096926716,0.04738510638297873,0.1079846335697399,distribution,6,0.36765011820330973,0.37888888888888894,0.022105616306169692
paper_index_distribution_distance,delegation_index_wd,wasserstein_1d,0.063475,0.061071428571428575,0.042857142857142864,0.08932142857142857,distribution,4,0.17857142857142858,0.15714285714285714,0.04563236707831479
paper_index_distribution_distance,payoff_index_wd,wasserstein_1d,0.04315214390852848,0.04274635283602588,0.0357160244973019,0.052543662178550596,distribution,6,0.07409183005510617,0.07555026455026455,0.004812592091714041
paper_index_distribution_distance,prosociality_index_wd,wasserstein_1d,0.047266219007033816,0.04679523192625158,0.03922480042488583,0.05896893312017894,distribution,6,0.1263657620815483,0.1259290780141844,0.007638748760520359
paper_index_distribution_distance,kindness_index_wd,wasserstein_1d,0.06332442322004367,0.06300688972895382,0.04689957365039092,0.07913327858398315,distribution,6,0.15380670624686582,0.14822695035460992,0.010807871247326203
paper_index_distribution_distance,intentions_index_wd,wasserstein_1d,0.05002070739132236,0.05004114967287966,0.03790364698552359,0.0616998799554431,distribution,6,0.20141695878262653,0.19039928193499622,0.008601018932932969
paper_index_distribution_distance,predictability_index_wd,wasserstein_1d,0.08125338052630086,0.07944189272415894,0.054706812341540505,0.11056532633294598,distribution,6,0.32357014534971357,0.32,0.020859291019602953
paper_index_distribution_distance,equality_index_wd,wasserstein_1d,0.05606461597131461,0.05544847874116062,0.04401467326431739,0.07039706441639779,distribution,6,0.12410726865704926,0.12399999999999999,0.00978514169693495
delegation_distribution_distance,mean_delegation_wd,mean_wasserstein_1d,0.07566071428571428,0.07392857142857143,0.055,0.09928571428571428,distribution,4,0.2571428571428572,0.25,0.02427170464261839
delegation_distribution_distance,C_delegated,wasserstein_1d,0.07702500000000001,0.075,0.03474999999999997,0.13,distribution,4,0.20500000000000002,0.21,0.03201562118716423
delegation_distribution_distance,PD_delegated,wasserstein_1d,0.071975,0.06999999999999995,0.03,0.12000000000000002,distribution,4,0.10000000000000002,0.09000000000000002,0.045460605656619524
delegation_distribution_distance,SH_delegated,wasserstein_1d,0.07154999999999999,0.07,0.03,0.11499999999999999,distribution,4,0.14500000000000002,0.16000000000000003,0.030956959368344545
delegation_distribution_distance,TGReceiver_delegated,wasserstein_1d,0.079,0.07500000000000002,0.034749999999999996,0.13,distribution,4,0.35,0.31999999999999995,0.08386497083606081
delegation_distribution_distance,TGSender_delegated,wasserstein_1d,0.0806,0.07999999999999999,0.03500000000000002,0.13,distribution,4,0.53,0.52,0.049999999999999975
delegation_distribution_distance,UGProposer_delegated,wasserstein_1d,0.0717,0.07,0.03,0.11524999999999991,distribution,4,0.10500000000000004,0.050000000000000044,0.058523499553598125
delegation_distribution_distance,UGResponder_delegated,wasserstein_1d,0.077775,0.07500000000000001,0.034999999999999976,0.12499999999999994,distribution,4,0.365,0.37,0.03862210075418822
