tag,model,folds_ok,fit_eval_seconds_mean,pred_true_cosine_mean_mean,pred_true_cosine_mean_std,retrieved_true_cosine_mean_mean,retrieved_true_cosine_mean_std,oracle_true_cosine_mean_mean,oracle_true_cosine_mean_std,retrieval_cosine_regret_mean_mean,retrieval_cosine_regret_mean_std,oracle_hit_at_1_mean,oracle_hit_at_1_std,oracle_hit_at_5_mean,oracle_hit_at_5_std,embedding_mse_mean_mean,embedding_mse_mean_std
COMMUNICATION,elastic_net,5,6.785080000000001,0.8681039333343505,0.0021568835541889452,0.8207298040390014,0.0025268277575335087,0.9004393815994263,0.002033992631207537,0.07970958650112152,0.0014385765375368657,0.02,0.004472135954999581,0.053000000000000005,0.005099019513592784,0.00016055029409471898,2.434304431832709e-06
COMMUNICATION,mlp,5,194.76426,0.7577544331550599,0.015388161221576506,0.8172197699546814,0.003214722823723452,0.9004393815994263,0.002033992631207537,0.08321964293718338,0.0016656571218562532,0.012,0.009273618495495703,0.051000000000000004,0.01772004514666935,0.00033829743624664844,3.2873204073192855e-05
CONTRIBUTION,elastic_net,5,5.243639999999999,0.9280627012252808,0.001499737161710338,0.8940197348594665,0.0028483402337581626,0.943955147266388,0.0014359515465322483,0.049935432523489,0.00268891430191032,0.016,0.012409673645990858,0.049999999999999996,0.01414213562373095,9.03520209249109e-05,1.8408606829479266e-06
CONTRIBUTION,mlp,5,233.54666000000003,0.8344226598739624,0.004752627158092249,0.8894035339355468,0.0037838699156935098,0.943955147266388,0.0014359515465322483,0.05455161184072495,0.003301068308352212,0.006,0.007348469228349534,0.032,0.0116619037896906,0.0002339242782909423,1.410198015531399e-05
PUNISHMENT,elastic_net,5,8.5388,0.9078762292861938,0.0024692796255660486,0.8629193782806397,0.0022791061568261067,0.9239128589630127,0.00199785932902273,0.06099347025156021,0.0005217689050720987,0.013000000000000001,0.007483314773547883,0.051000000000000004,0.011575836902790227,0.000114432220289018,2.9221828473547402e-06
PUNISHMENT,mlp,5,277.62282,0.8005579590797425,0.010164567587715606,0.8578445076942444,0.00471604003438205,0.9239128589630127,0.00199785932902273,0.06606834381818771,0.0027988583187211506,0.008,0.004,0.031000000000000007,0.007348469228349535,0.0002788728685118258,2.2478240770130752e-05
RESPONSE_TO_END_GAME,elastic_net,5,5.74988,0.9174833416938781,0.0018513804965252898,0.8807769775390625,0.0008656457544140053,0.9209599971771241,0.0007972777606111924,0.04018300399184227,0.0009600190554724828,0.025,0.007071067811865476,0.07899999999999999,0.02177154105707724,0.00010301415168214589,2.2153682894519828e-06
RESPONSE_TO_END_GAME,mlp,5,277.50186,0.8184348702430725,0.007695451454391546,0.8769046664237976,0.0015668432289635136,0.9209599971771241,0.0007972777606111924,0.04405530467629433,0.0016719764919944679,0.018,0.00812403840463596,0.05800000000000001,0.01805547008526779,0.0002540085813961923,2.3739569751768782e-05
RESPONSE_TO_OTHERS_OUTCOME,elastic_net,5,5.78384,0.9080601572990418,0.0025228110623537856,0.8642265915870666,0.0022237155370403946,0.9052658677101135,0.0015574563730648865,0.0410392589867115,0.0010562112052507364,0.016,0.012409673645990858,0.083,0.021118712081942877,0.00011421373928897083,3.002748157826163e-06
RESPONSE_TO_OTHERS_OUTCOME,mlp,5,227.25175999999996,0.7930172681808472,0.007282407795880171,0.8543543696403504,0.0025917519795439245,0.9052658677101135,0.0015574563730648865,0.05091146901249886,0.0017822878275158846,0.015000000000000003,0.011401754250991382,0.054000000000000006,0.021540659228538015,0.00028556270990520716,1.7673058634962478e-05
RESPONSE_TO_PUNISHER,elastic_net,5,3.3562799999999995,0.8876338243484497,0.0036020693175434467,0.8389034986495971,0.0052145665531210285,0.9065151453018189,0.0017541097138362824,0.06761164516210556,0.00547556986300906,0.015200021832238512,0.00933521375706623,0.045641386218720506,0.015546609325668452,0.00013804266054648907,4.167480220698336e-06
RESPONSE_TO_PUNISHER,mlp,5,210.72844000000003,0.7636926651000977,0.008503209916645046,0.8313213229179383,0.003943615370132025,0.9065151453018189,0.0017541097138362824,0.07519383728504181,0.004360382363081174,0.010840252226567267,0.009672802748927062,0.038038437582272225,0.009737142582079202,0.00033192833070643245,1.8182892074147912e-05
RESPONSE_TO_REWARDER,elastic_net,5,2.9407400000000004,0.8951925992965698,0.004241376427381898,0.8477988719940186,0.004978552289939881,0.9053070187568665,0.0022772145170967236,0.05750819742679596,0.003535985058663483,0.01854379286667241,0.00557544303183412,0.06434511081695686,0.008750414736860366,0.00012935227568959816,4.958738882164114e-06
RESPONSE_TO_REWARDER,mlp,5,198.25589999999997,0.7659035205841065,0.013177281057567469,0.840516459941864,0.004887907230192611,0.9053070187568665,0.0022772145170967236,0.0647906020283699,0.003253579584548284,0.005458606492106136,0.004874368048661492,0.03058386137502317,0.014580441778118219,0.00033625634387135506,2.598157354114519e-05
REWARD,elastic_net,5,8.34838,0.9041093587875366,0.0026254948293253037,0.8584014177322388,0.0015804908999326936,0.9142915606498718,0.00157292401882118,0.05589015111327171,0.0019374633946785953,0.015,0.0031622776601683794,0.06799999999999999,0.025019992006393606,0.0001188710899441503,3.1235745677414755e-06
REWARD,mlp,5,181.26332,0.7996389389038085,0.010965082090316838,0.8513325333595276,0.0017734210001845445,0.9142915606498718,0.00157292401882118,0.0629590980708599,0.0016857548239067749,0.009,0.007348469228349534,0.041999999999999996,0.006782329983125269,0.000282226107083261,3.0260478531019906e-05
