experiment_id,config_hash,game_id,round,actor_id,actor_name,target_id,target_name,type,units_decided,units_actual,was_scaled,cost,impact,timestamp
exp_027_control,72549c53,exp_027_control_game1,1,agent_0,DOG,agent_1,CHICKEN,reward,4,4,False,8,3.32,2026-01-02T01:48:49.037203
exp_027_control,72549c53,exp_027_control_game1,1,agent_0,DOG,agent_2,CAT,reward,4,4,False,8,3.32,2026-01-02T01:48:49.037670
exp_027_control,72549c53,exp_027_control_game1,1,agent_0,DOG,agent_3,FISH,reward,4,4,False,8,3.32,2026-01-02T01:48:49.037722
exp_027_control,72549c53,exp_027_control_game1,1,agent_0,DOG,agent_4,BIRD,reward,4,4,False,8,3.32,2026-01-02T01:48:49.037749
exp_027_control,72549c53,exp_027_control_game1,1,agent_0,DOG,agent_5,RABBIT,reward,4,4,False,8,3.32,2026-01-02T01:48:49.037772
exp_027_control,72549c53,exp_027_control_game1,1,agent_0,DOG,agent_6,TURTLE,reward,4,4,False,8,3.32,2026-01-02T01:48:49.037796
exp_027_control,72549c53,exp_027_control_game1,1,agent_0,DOG,agent_7,HAMSTER,reward,4,4,False,8,3.32,2026-01-02T01:48:49.037818
exp_027_control,72549c53,exp_027_control_game1,1,agent_0,DOG,agent_8,FROG,reward,4,4,False,8,3.32,2026-01-02T01:48:49.037841
exp_027_control,72549c53,exp_027_control_game1,1,agent_1,CHICKEN,agent_0,DOG,reward,4,4,False,8,3.32,2026-01-02T01:48:51.935134
exp_027_control,72549c53,exp_027_control_game1,1,agent_1,CHICKEN,agent_2,CAT,reward,4,4,False,8,3.32,2026-01-02T01:48:51.935201
exp_027_control,72549c53,exp_027_control_game1,1,agent_1,CHICKEN,agent_3,FISH,reward,4,4,False,8,3.32,2026-01-02T01:48:51.935234
exp_027_control,72549c53,exp_027_control_game1,1,agent_1,CHICKEN,agent_4,BIRD,reward,4,4,False,8,3.32,2026-01-02T01:48:51.935262
exp_027_control,72549c53,exp_027_control_game1,1,agent_1,CHICKEN,agent_5,RABBIT,reward,4,4,False,8,3.32,2026-01-02T01:48:51.935295
exp_027_control,72549c53,exp_027_control_game1,1,agent_1,CHICKEN,agent_6,TURTLE,reward,4,4,False,8,3.32,2026-01-02T01:48:51.935326
exp_027_control,72549c53,exp_027_control_game1,1,agent_1,CHICKEN,agent_7,HAMSTER,reward,4,4,False,8,3.32,2026-01-02T01:48:51.935356
exp_027_control,72549c53,exp_027_control_game1,1,agent_1,CHICKEN,agent_8,FROG,reward,4,4,False,8,3.32,2026-01-02T01:48:51.935381
exp_027_control,72549c53,exp_027_control_game1,1,agent_2,CAT,agent_0,DOG,reward,4,4,False,8,3.32,2026-01-02T01:48:55.172969
exp_027_control,72549c53,exp_027_control_game1,1,agent_2,CAT,agent_1,CHICKEN,reward,4,4,False,8,3.32,2026-01-02T01:48:55.173125
exp_027_control,72549c53,exp_027_control_game1,1,agent_2,CAT,agent_3,FISH,reward,4,4,False,8,3.32,2026-01-02T01:48:55.173177
exp_027_control,72549c53,exp_027_control_game1,1,agent_2,CAT,agent_4,BIRD,reward,4,4,False,8,3.32,2026-01-02T01:48:55.173208
exp_027_control,72549c53,exp_027_control_game1,1,agent_2,CAT,agent_5,RABBIT,reward,4,4,False,8,3.32,2026-01-02T01:48:55.173236
exp_027_control,72549c53,exp_027_control_game1,1,agent_2,CAT,agent_6,TURTLE,reward,4,4,False,8,3.32,2026-01-02T01:48:55.173265
exp_027_control,72549c53,exp_027_control_game1,1,agent_2,CAT,agent_7,HAMSTER,reward,4,4,False,8,3.32,2026-01-02T01:48:55.173290
exp_027_control,72549c53,exp_027_control_game1,1,agent_2,CAT,agent_8,FROG,reward,4,4,False,8,3.32,2026-01-02T01:48:55.173315
exp_027_control,72549c53,exp_027_control_game1,1,agent_3,FISH,agent_0,DOG,reward,4,4,False,8,3.32,2026-01-02T01:48:58.088286
exp_027_control,72549c53,exp_027_control_game1,1,agent_3,FISH,agent_1,CHICKEN,reward,4,4,False,8,3.32,2026-01-02T01:48:58.088373
exp_027_control,72549c53,exp_027_control_game1,1,agent_3,FISH,agent_2,CAT,reward,4,4,False,8,3.32,2026-01-02T01:48:58.088403
exp_027_control,72549c53,exp_027_control_game1,1,agent_3,FISH,agent_4,BIRD,reward,4,4,False,8,3.32,2026-01-02T01:48:58.088426
exp_027_control,72549c53,exp_027_control_game1,1,agent_3,FISH,agent_5,RABBIT,reward,4,4,False,8,3.32,2026-01-02T01:48:58.088449
exp_027_control,72549c53,exp_027_control_game1,1,agent_3,FISH,agent_6,TURTLE,reward,4,4,False,8,3.32,2026-01-02T01:48:58.088477
exp_027_control,72549c53,exp_027_control_game1,1,agent_3,FISH,agent_7,HAMSTER,reward,4,4,False,8,3.32,2026-01-02T01:48:58.088498
exp_027_control,72549c53,exp_027_control_game1,1,agent_3,FISH,agent_8,FROG,reward,4,4,False,8,3.32,2026-01-02T01:48:58.088548
exp_027_control,72549c53,exp_027_control_game1,1,agent_4,BIRD,agent_0,DOG,reward,2,2,False,4,1.66,2026-01-02T01:49:01.251807
exp_027_control,72549c53,exp_027_control_game1,1,agent_4,BIRD,agent_1,CHICKEN,reward,2,2,False,4,1.66,2026-01-02T01:49:01.251907
exp_027_control,72549c53,exp_027_control_game1,1,agent_4,BIRD,agent_2,CAT,reward,2,2,False,4,1.66,2026-01-02T01:49:01.251952
exp_027_control,72549c53,exp_027_control_game1,1,agent_4,BIRD,agent_3,FISH,reward,2,2,False,4,1.66,2026-01-02T01:49:01.251981
exp_027_control,72549c53,exp_027_control_game1,1,agent_4,BIRD,agent_5,RABBIT,reward,2,2,False,4,1.66,2026-01-02T01:49:01.252008
exp_027_control,72549c53,exp_027_control_game1,1,agent_4,BIRD,agent_6,TURTLE,reward,2,2,False,4,1.66,2026-01-02T01:49:01.252034
exp_027_control,72549c53,exp_027_control_game1,1,agent_4,BIRD,agent_7,HAMSTER,reward,2,2,False,4,1.66,2026-01-02T01:49:01.252058
exp_027_control,72549c53,exp_027_control_game1,1,agent_4,BIRD,agent_8,FROG,reward,2,2,False,4,1.66,2026-01-02T01:49:01.252177
