treatment_name,experiment_code,role,visibility,schema_type,generated_n,human_n,metric,distance_kind,score
E1_ROLE_A_HIDDEN,E1,A,hidden,role_a_check,50,50,return_pct,wasserstein_1d,17.620000000000005
E1_ROLE_A_HIDDEN,E1,A,hidden,role_a_check,50,50,joint_pattern_distribution,total_variation,0.28
E1_ROLE_A_OBSERVABLE,E1,A,observable,role_a_check,50,50,return_pct,wasserstein_1d,9.06
E1_ROLE_A_OBSERVABLE,E1,A,observable,role_a_check,50,50,joint_pattern_distribution,total_variation,0.4
E1_ROLE_B_HIDDEN,E1,B,hidden,role_b_hidden_check,50,50,send_if_act,wasserstein_1d,2.76
E1_ROLE_B_HIDDEN,E1,B,hidden,role_b_hidden_check,50,50,send_if_no_act,wasserstein_1d,3.12
E1_ROLE_B_HIDDEN,E1,B,hidden,role_b_hidden_check,50,50,mean_send_field_distance,mean_wasserstein_1d,2.94
E1_ROLE_B_HIDDEN,E1,B,hidden,role_b_hidden_check,50,50,action_premium,wasserstein_1d,3.48
E1_ROLE_B_HIDDEN,E1,B,hidden,role_b_hidden_check,50,50,mean_action_premium_distance,mean_wasserstein_1d,3.48
E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,50,50,send_if_act_without_check,wasserstein_1d,2.7
E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,50,50,send_if_act_after_check,wasserstein_1d,2.7
E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,50,50,send_if_no_act_without_check,wasserstein_1d,3.12
E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,50,50,send_if_no_act_after_check,wasserstein_1d,2.7
E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,50,50,mean_send_field_distance,mean_wasserstein_1d,2.8049999999999997
E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,50,50,action_premium_without_check,wasserstein_1d,3.9799999999999995
E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,50,50,action_premium_after_check,wasserstein_1d,3.0000000000000004
E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,50,50,mean_action_premium_distance,mean_wasserstein_1d,3.49
E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,50,50,process_premium_if_act,wasserstein_1d,1.6800000000000002
E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,50,50,process_premium_if_no_act,wasserstein_1d,1.7400000000000002
E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,50,50,mean_process_premium_distance,mean_wasserstein_1d,1.7100000000000002
E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,50,50,return_pct,wasserstein_1d,11.02
E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,50,50,joint_pattern_distribution,total_variation,0.74
E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,50,50,return_pct,wasserstein_1d,12.040000000000001
E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,50,50,joint_pattern_distribution,total_variation,0.7
E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,50,50,send_if_act,wasserstein_1d,2.66
E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,50,50,send_if_no_act,wasserstein_1d,2.7199999999999998
E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,50,50,mean_send_field_distance,mean_wasserstein_1d,2.69
E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,50,50,action_premium,wasserstein_1d,3.98
E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,50,50,mean_action_premium_distance,mean_wasserstein_1d,3.98
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,50,50,send_if_act_without_check,wasserstein_1d,3.6000000000000005
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,50,50,send_if_act_after_check,wasserstein_1d,3.0199999999999996
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,50,50,send_if_no_act_without_check,wasserstein_1d,2.9400000000000004
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,50,50,send_if_no_act_after_check,wasserstein_1d,2.7399999999999998
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,50,50,mean_send_field_distance,mean_wasserstein_1d,3.075
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,50,50,action_premium_without_check,wasserstein_1d,4.38
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,50,50,action_premium_after_check,wasserstein_1d,3.56
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,50,50,mean_action_premium_distance,mean_wasserstein_1d,3.9699999999999998
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,50,50,process_premium_if_act,wasserstein_1d,1.8600000000000003
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,50,50,process_premium_if_no_act,wasserstein_1d,1.52
E2_ROLE_B_OBSERVABLE,E2,B,observable,role_b_observable_check,50,50,mean_process_premium_distance,mean_wasserstein_1d,1.6900000000000002
E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,50,50,return_pct,wasserstein_1d,10.16
E3A_ROLE_A_HIDDEN,E3A,A,hidden,role_a_time,50,50,joint_pattern_distribution,total_variation,0.64
