custom_id,input_tokens_tiktoken
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_5mhtM66ewYHNxSp4q__p001__g001,1813
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_2TquMDieEiixty8AN__p001__g002,2713
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_65crAkEscRbHNJXbW__p001__g003,1627
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_3EG5RaDj4z7hkT2JD__p001__g004,1784
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_PmcxhmDRj2tN3cECC__p001__g005,6888
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_925LF9k9CXpz8KjQm__p001__g006,8749
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_ASQtYBWx6cGN27KxL__p001__g007,2287
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_DYFJDsdGg8bppBJ7P__p001__g008,2764
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_CbDvrXGkphmfGtH3G__p001__g009,4818
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_FvbM5EM5aB5pcjLpA__p001__g010,3928
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_C5Cd8Yq5dDbdycXKB__p001__g011,3000
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_AyQkFs97hRTki5zWR__p001__g012,3466
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_7oRFMBwqmesGX7t3H__p001__g013,7973
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_fMhhGrfpZH9ign2AK__p001__g014,4206
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_i7C4Y4NiesraiSwwb__p001__g015,2974
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_7tfDsTHHnxsgrhE3d__p001__g016,3657
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_r7Bk7fEwX3HSRrXMZ__p001__g017,2382
nemotron_pgg_match__pid_nemotron_9c3d91aa5e61__game_7FQezekfKk3zctLN8__p001__g018,5501
