bootstrap_iter,metric_family,metric,distance_kind,n_treatments,mean_value,median_value,score
0,distribution_distance,final_surplus_ratio,wasserstein_1d,2,0.06002474028137552,0.06002474028137552,0.06002474028137552
0,distribution_distance,final_total_surplus,wasserstein_1d,2,2.0120941558441556,2.0120941558441556,2.0120941558441556
0,distribution_distance,mean_player_final_surplus,wasserstein_1d,2,0.6706980519480519,0.6706980519480519,0.6706980519480519
0,distribution_distance,proposer_net_surplus,wasserstein_1d,2,0.3328583453583453,0.3328583453583453,0.3328583453583453
0,distribution_distance,trade_ratio,wasserstein_1d,2,0.14671953485761208,0.14671953485761208,0.14671953485761208
0,distribution_distance,acceptance_rate,wasserstein_1d,2,0.03727753727753727,0.03727753727753727,0.03727753727753727
0,distribution_distance,accepted_proposer_net_surplus,wasserstein_1d,2,0.3359897987617804,0.3359897987617804,0.3359897987617804
0,distribution_distance,accepted_trade_ratio,wasserstein_1d,2,0.16280469228075978,0.16280469228075978,0.16280469228075978
0,distribution_distance,declined_proposer_net_surplus,wasserstein_1d,2,0.3873092417778894,0.3873092417778894,0.3873092417778894
0,distribution_distance,declined_trade_ratio,wasserstein_1d,2,0.1361177175724438,0.1361177175724438,0.1361177175724438
1,distribution_distance,final_surplus_ratio,wasserstein_1d,2,0.1749630932727656,0.1749630932727656,0.1749630932727656
1,distribution_distance,final_total_surplus,wasserstein_1d,2,2.2536525974025983,2.2536525974025983,2.2536525974025983
1,distribution_distance,mean_player_final_surplus,wasserstein_1d,2,0.7512175324675328,0.7512175324675328,0.7512175324675328
1,distribution_distance,proposer_net_surplus,wasserstein_1d,2,0.23654701779701764,0.23654701779701764,0.23654701779701764
1,distribution_distance,trade_ratio,wasserstein_1d,2,0.05141641258840028,0.05141641258840028,0.05141641258840028
1,distribution_distance,acceptance_rate,wasserstein_1d,2,0.05684824434824434,0.05684824434824434,0.05684824434824434
1,distribution_distance,accepted_proposer_net_surplus,wasserstein_1d,2,0.2277639705882354,0.2277639705882354,0.2277639705882354
1,distribution_distance,accepted_trade_ratio,wasserstein_1d,2,0.12026369047619048,0.12026369047619048,0.12026369047619048
1,distribution_distance,declined_proposer_net_surplus,wasserstein_1d,2,0.35545289721371875,0.35545289721371875,0.35545289721371875
1,distribution_distance,declined_trade_ratio,wasserstein_1d,2,0.07041317307878568,0.07041317307878568,0.07041317307878568
2,distribution_distance,final_surplus_ratio,wasserstein_1d,2,0.07095409486210198,0.07095409486210198,0.07095409486210198
2,distribution_distance,final_total_surplus,wasserstein_1d,2,1.4363906926406924,1.4363906926406924,1.4363906926406924
2,distribution_distance,mean_player_final_surplus,wasserstein_1d,2,0.4787968975468975,0.4787968975468975,0.4787968975468975
2,distribution_distance,proposer_net_surplus,wasserstein_1d,2,0.2925925925925925,0.2925925925925925,0.2925925925925925
2,distribution_distance,trade_ratio,wasserstein_1d,2,0.059375409943591737,0.059375409943591737,0.059375409943591737
2,distribution_distance,acceptance_rate,wasserstein_1d,2,0.046777296777296806,0.046777296777296806,0.046777296777296806
2,distribution_distance,accepted_proposer_net_surplus,wasserstein_1d,2,0.27499888710826215,0.27499888710826215,0.27499888710826215
