simbench_row_id,dataset_name,group_size,tvd_baseline,tvd_twin,jsd_baseline,jsd_twin,predicted_entropy_baseline,predicted_entropy_twin,normalized_predicted_entropy_baseline,normalized_predicted_entropy_twin,modal_match_baseline,modal_match_twin
simbenchpop_000250,Choices13k,16,0.1124999999999998,0.0375000000000001,0.0064237186817034,0.0007554068486674,0.6931471805599453,0.6474466390346325,1.0,0.9340680553754911,1.0,1
simbenchpop_000251,Choices13k,16,0.1999999999999999,0.3218749999999999,0.021005925701837,0.0530907807751872,0.6931471805599453,0.6631387578644607,1.0,0.9567069973923247,0.0,0
simbenchpop_000252,Choices13k,16,0.05,0.1953125,0.001253662068313,0.0193785388606137,0.6931471805599453,0.6503001921956162,1.0,0.9381848623697553,0.0,0
simbenchpop_000253,Choices13k,17,0.1705882352941177,0.2971507352941177,0.0150713768481774,0.0449171668529981,0.6931471805599453,0.6607598618825217,1.0,0.9532749759563904,0.0,0
simbenchpop_000254,Choices13k,16,0.1125,0.2515625,0.0064237186817034,0.0320081796613865,0.6931471805599453,0.6539556920536547,1.0,0.9434586338869178,0.0,0
simbenchpop_000255,Choices13k,15,0.4599999999999999,0.306875,0.1527131759815377,0.0844517619507408,0.6931471805599453,0.6454906488990391,1.0,0.9312461581068427,1.0,1
simbenchpop_000256,Choices13k,15,0.0199999999999997,0.1245312500000002,0.0002000933995247,0.0079934743090088,0.6931471805599453,0.6507664355474174,1.0,0.9388575093412463,1.0,1
simbenchpop_000257,Choices13k,17,0.2647058823529411,0.408455882352941,0.03832064266848,0.0874017809767414,0.6931471805599453,0.6512300148949404,1.0,0.9395263129669763,0.0,0
simbenchpop_000258,Choices13k,33,0.0333333333333333,0.1127604166666666,0.0005562771410977,0.0065853422912529,0.6931471805599453,0.6498312822039698,1.0,0.9375083682501838,1.0,1
simbenchpop_000259,Choices13k,15,0.1133333333333332,0.2617708333333333,0.0065207139051428,0.034709805106457,0.6931471805599453,0.6484085257416328,1.0,0.9354557645575774,0.0,0
simbenchpop_000260,Choices13k,16,0.1999999999999999,0.0499999999999999,0.021005925701837,0.0014255578412517,0.6931471805599453,0.6474466390346325,1.0,0.9340680553754911,1.0,1
simbenchpop_000261,Choices13k,31,0.0741935483870968,0.2101310483870967,0.0027701916758477,0.0223313560765494,0.6931471805599453,0.6557198542350545,1.0,0.9460037819173471,0.0,0
simbenchpop_000262,Choices13k,16,0.15,0.0046875,0.0115576989334945,1.2036046298338418e-05,0.6931471805599453,0.6503001921956162,1.0,0.9381848623697553,1.0,1
simbenchpop_000263,Choices13k,15,0.02,0.1362499999999999,0.0002000933995247,0.0096144584313751,0.6931471805599453,0.6434915530192904,1.0,0.9283620723948678,1.0,1
simbenchpop_000264,Choices13k,18,0.0444444444444445,0.1016493055555555,0.0009899383957457,0.0053720021927356,0.6931471805599453,0.6498312822039698,1.0,0.9375083682501838,1.0,1
simbenchpop_000265,Choices13k,16,0.0499999999999998,0.0921875000000001,0.001253662068313,0.0044197571776464,0.6931471805599453,0.6521491920226654,1.0,0.9408524052508438,1.0,1
simbenchpop_000266,Choices13k,16,0.2624999999999999,0.4031249999999999,0.037622938412724,0.0850825270730314,0.6931471805599453,0.6530577442776866,1.0,0.9421631690835512,0.0,0
simbenchpop_000267,Choices13k,17,0.0176470588235294,0.1292279411764705,0.000155765946389,0.0086097433247916,0.6931471805599453,0.6493597029174414,1.0,0.9368280231521232,1.0,1
simbenchpop_000268,Choices13k,16,0.0375,0.1859375000000001,0.0007042814469647,0.017610649622538,0.6931471805599453,0.6484085257416328,1.0,0.9354557645575774,0.0,0
simbenchpop_000269,Choices13k,17,0.064705882352941,0.0915441176470589,0.0021037278224258,0.0044130676618359,0.6931471805599453,0.6434915530192904,1.0,0.9283620723948678,1.0,1
simbenchpop_000270,Choices13k,15,0.14,0.0131249999999999,0.0100322258973423,9.423327180352152e-05,0.6931471805599453,0.6454906488990391,1.0,0.9312461581068427,1.0,1
simbenchpop_000271,Choices13k,16,0.3,0.15234375,0.0506718369855658,0.0146574150708151,0.6931471805599453,0.6488854516614226,1.0,0.9361438232169297,1.0,1
simbenchpop_000272,Choices13k,16,0.0749999999999999,0.05859375,0.0028311432452735,0.0017959752171878,0.6931471805599453,0.6570152863754559,1.0,0.9478726954421124,1.0,1
simbenchpop_000273,Choices13k,16,0.3249999999999999,0.1726562499999999,0.060926489479462,0.0195864550271939,0.6931471805599453,0.6459836804961306,1.0,0.9319574523469683,1.0,1
simbenchpop_000274,Choices13k,16,0.1999999999999999,0.3281249999999999,0.021005925701837,0.0551567674259895,0.6931471805599453,0.6599460514183153,1.0,0.9521008956354564,0.0,0
simbenchpop_000275,Choices13k,32,0.0624999999999998,0.0765625000000001,0.0019620880849989,0.0030586758861586,0.6931471805599453,0.6539556920536547,1.0,0.9434586338869178,1.0,1
simbenchpop_000276,Choices13k,16,0.1250000000000001,0.2671875000000001,0.0079589979174947,0.0361432531183736,0.6931471805599453,0.6521491920226654,1.0,0.9408524052508438,0.0,0
simbenchpop_000277,Choices13k,16,0.125,0.0234375,0.0079589979174945,0.0002968922377431,0.6931471805599453,0.6484085257416328,1.0,0.9354557645575774,1.0,1
simbenchpop_000278,Choices13k,16,0.25,0.3874999999999999,0.0338220755686052,0.0782165391028226,0.6931471805599453,0.654843055442027,1.0,0.9447388286467889,0.0,0
simbenchpop_000279,Choices13k,17,0.0999999999999999,0.05078125,0.0050593899289875,0.0013767014481984,0.6931471805599453,0.6469616727595651,1.0,0.9333683969354529,1.0,1
simbenchpop_000280,Choices13k,16,0.025,0.1671875,0.0003127281172086,0.0142419968279505,0.6931471805599453,0.6521491920226654,1.0,0.9408524052508438,0.0,0
simbenchpop_000281,Choices13k,15,0.1933333333333332,0.0534895833333333,0.0195627122831015,0.0016104975704016,0.6931471805599453,0.6535080424627888,1.0,0.9428128120421195,1.0,1
simbenchpop_000282,Choices13k,18,0.07673314339981,0.0748293566001899,0.0029644244922003,0.0029572171105775,0.6931471805599453,0.6464740208448009,1.0,0.9326648639363426,1.0,1
simbenchpop_000283,Choices13k,17,0.3235294117647058,0.4555606617647058,0.0602847951503946,0.1127651561596068,0.6931471805599453,0.6578657583339343,1.0,0.9490996671190244,0.0,0
simbenchpop_000284,Choices13k,30,0.0800000000000001,0.0739062499999998,0.0032241680823501,0.0028925756173032,0.6931471805599453,0.6449949232185956,1.0,0.9305309771260257,1.0,1
simbenchpop_000285,Choices13k,16,0.4,0.5257812500000001,0.1017492250791967,0.1619403315119333,0.6931471805599453,0.6611628531936753,1.0,0.9538563695225131,0.0,0
simbenchpop_000286,Choices13k,16,0.1374999999999999,0.2796875,0.0096689227938141,0.0396400704592404,0.6931471805599453,0.6521491920226654,1.0,0.9408524052508438,0.0,0
simbenchpop_000287,Choices13k,16,0.075,0.221875,0.0028311432452735,0.0249547883384814,0.6931471805599453,0.6493597029174414,1.0,0.9368280231521232,0.0,0
simbenchpop_000288,Choices13k,16,0.0374999999999999,0.10859375,0.0007042814469646,0.0061162096602031,0.6931471805599453,0.6498312822039698,1.0,0.9375083682501838,1.0,1
simbenchpop_000289,Choices13k,18,0.1333333333333333,0.0010416666666667,0.0090792941016573,5.844188453161571e-07,0.6931471805599453,0.6565861079287088,1.0,0.9472535218253338,1.0,1
simbenchpop_000290,Choices13k,16,0.425,0.271875,0.1201321973482012,0.0592585860932929,0.6931471805599453,0.6454906488990391,1.0,0.9312461581068427,1.0,1
simbenchpop_000291,Choices13k,17,0.1235294117647058,0.2454044117647058,0.0077693881230988,0.0304215125360458,0.6931471805599453,0.6631387578644607,1.0,0.9567069973923247,0.0,0
simbenchpop_000292,Choices13k,15,0.0333333333333333,0.1088541666666666,0.0005562771410977,0.0061270652081087,0.6931471805599453,0.6521491920226654,1.0,0.9408524052508438,1.0,1
simbenchpop_000293,Choices13k,16,0.35,0.4703124999999999,0.0726528942030465,0.1232220215971096,0.6931471805599453,0.6639109354715803,1.0,0.9578210141968015,0.0,0
simbenchpop_000294,Choices13k,17,0.1941176470588235,0.3355238970588234,0.0197294513617115,0.0575717308442742,0.6931471805599453,0.6526047949775426,1.0,0.9415097013744596,0.0,0
simbenchpop_000295,Choices13k,17,0.3705882352941175,0.4932444852941176,0.0836072368131616,0.1380812854241077,0.6931471805599453,0.66274877667148,1.0,0.9561443734591714,0.0,0
