fold,model,n_train,n_test,n_train_games,n_test_games,status,pred_true_cosine_mean,retrieved_true_cosine_mean,oracle_true_cosine_mean,retrieval_cosine_regret_mean,oracle_hit_at_1,oracle_hit_at_5,embedding_mse_mean,fit_eval_seconds
1,mean,734,183,75,18,ok,0.8918117880821228,0.8433677554130554,0.9057832360267639,0.062415461987257004,0.01092896174863388,0.01639344262295082,0.00013325312465894967,0.0158
1,linear,734,183,75,18,ok,0.8936944603919983,0.8460890054702759,0.9057832360267639,0.059694331139326096,0.0273224043715847,0.07103825136612021,0.0001314543333137408,0.0296
1,ridge,734,183,75,18,ok,0.8945984840393066,0.8472853899002075,0.9057832360267639,0.05849791318178177,0.0273224043715847,0.060109289617486336,0.00013034358562435955,0.018
2,mean,733,184,74,19,ok,0.8925880789756775,0.8463921546936035,0.9046673774719238,0.058275286108255386,0.0,0.043478260869565216,0.00013235492224339396,0.0049
2,linear,733,184,74,19,ok,0.89488685131073,0.8491948843002319,0.9046673774719238,0.055472489446401596,0.016304347826086956,0.06521739130434782,0.00012990548566449434,0.0177
2,ridge,733,184,74,19,ok,0.8963672518730164,0.849521815776825,0.9046673774719238,0.05514564737677574,0.021739130434782608,0.06521739130434782,0.000128013503854163,0.0706
3,mean,733,184,74,19,ok,0.8852472901344299,0.8375833034515381,0.9039086103439331,0.06632538139820099,0.005434782608695652,0.02717391304347826,0.00014086795272305608,0.0058
3,linear,733,184,74,19,ok,0.8860865235328674,0.8392923474311829,0.9039086103439331,0.06461630016565323,0.016304347826086956,0.043478260869565216,0.0001400774490321055,0.0217
3,ridge,733,184,74,19,ok,0.8879737854003906,0.8400550484657288,0.9039086103439331,0.06385359913110733,0.016304347826086956,0.04891304347826087,0.00013783811300527304,0.0428
4,mean,733,184,74,19,ok,0.8923814296722412,0.8463113307952881,0.9094133973121643,0.06310202926397324,0.0,0.016304347826086956,0.0001325939520029351,0.0566
4,linear,733,184,74,19,ok,0.897409200668335,0.8531741499900818,0.9094133973121643,0.05623931437730789,0.021739130434782608,0.05434782608695652,0.00012679024075623602,0.0253
4,ridge,733,184,74,19,ok,0.9003152251243591,0.8535281419754028,0.9094133973121643,0.05588525906205177,0.021739130434782608,0.06521739130434782,0.00012332275218795985,0.0224
5,mean,735,182,75,18,ok,0.8848536610603333,0.8347811102867126,0.9027624726295471,0.06798141449689865,0.0,0.016483516483516484,0.00014132533397059888,0.0079
5,linear,735,182,75,18,ok,0.8882964253425598,0.8436339497566223,0.9027624726295471,0.0591285303235054,0.016483516483516484,0.08241758241758242,0.00013750058133155107,0.0255
5,ridge,735,182,75,18,ok,0.8906376361846924,0.8453111052513123,0.9027624726295471,0.05745142698287964,0.016483516483516484,0.07692307692307693,0.00013460997433867306,0.0121
