metric_family,metric,distance_kind,n_groups,mean_score,median_score
behavior_distribution_distance,fairness_wd,mean_wasserstein_1d,6,0.2752,0.28300000000000003
behavior_distribution_distance,trust_wd,mean_wasserstein_1d,6,0.13,0.13
behavior_distribution_distance,trustworthiness_wd,mean_wasserstein_1d,6,0.12433333333333334,0.12833333333333333
behavior_distribution_distance,cooperation_wd,mean_wasserstein_1d,6,0.199,0.165
behavior_distribution_distance,coordination_wd,mean_wasserstein_1d,6,0.31,0.33
behavior_distribution_distance,fairness_offer_wd,wasserstein_1d,6,0.16559999999999997,0.172
behavior_distribution_distance,inequality_tolerance_wd,wasserstein_1d,6,0.38480000000000003,0.398
behavior_distribution_distance,trust_send_wd,wasserstein_1d,6,0.13,0.13
behavior_distribution_distance,trustworthiness_return_wd,wasserstein_1d,6,0.12433333333333334,0.12833333333333333
behavior_distribution_distance,cooperation_pd_wd,wasserstein_1d,6,0.23199999999999998,0.21
behavior_distribution_distance,cooperation_sh_wd,wasserstein_1d,6,0.16599999999999998,0.11000000000000001
behavior_distribution_distance,coordination_earth_wd,wasserstein_1d,6,0.31,0.33
paper_index_distribution_distance,delegation_index_wd,wasserstein_1d,4,0.4921428571428571,0.5057142857142857
paper_index_distribution_distance,payoff_index_wd,wasserstein_1d,6,0.11004341496891037,0.10966666666666663
paper_index_distribution_distance,prosociality_index_wd,wasserstein_1d,6,0.14910837061273785,0.17046135265700482
paper_index_distribution_distance,kindness_index_wd,wasserstein_1d,6,0.168283950617284,0.18000000000000002
paper_index_distribution_distance,intentions_index_wd,wasserstein_1d,6,0.20219206025456024,0.19911849261849263
paper_index_distribution_distance,predictability_index_wd,wasserstein_1d,6,0.2900414095708213,0.29411764705882354
paper_index_distribution_distance,equality_index_wd,wasserstein_1d,6,0.17263461538461536,0.17599999999999996
delegation_distribution_distance,mean_delegation_wd,mean_wasserstein_1d,4,0.49214285714285716,0.5057142857142857
delegation_distribution_distance,C_delegated,wasserstein_1d,4,0.375,0.42
delegation_distribution_distance,PD_delegated,wasserstein_1d,4,0.54,0.55
delegation_distribution_distance,SH_delegated,wasserstein_1d,4,0.585,0.5900000000000001
delegation_distribution_distance,TGReceiver_delegated,wasserstein_1d,4,0.385,0.41000000000000003
delegation_distribution_distance,TGSender_delegated,wasserstein_1d,4,0.32499999999999996,0.32
delegation_distribution_distance,UGProposer_delegated,wasserstein_1d,4,0.6699999999999999,0.6699999999999999
delegation_distribution_distance,UGResponder_delegated,wasserstein_1d,4,0.565,0.55
scenario_state_distribution_distance,mean_role_state_tv,total_variation,6,0.3908928571428571,0.3542857142857143
scenario_state_distribution_distance,C_decision_state,total_variation,6,0.33499999999999996,0.32999999999999996
scenario_state_distribution_distance,PD_decision_state,total_variation,6,0.31124999999999997,0.26
scenario_state_distribution_distance,SH_decision_state,total_variation,6,0.25625000000000003,0.15000000000000002
scenario_state_distribution_distance,TGReceiver_decision_state,total_variation,6,0.42375,0.42
scenario_state_distribution_distance,TGSender_decision_state,total_variation,6,0.18375,0.15999999999999998
scenario_state_distribution_distance,UGProposer_decision_state,total_variation,6,0.615,0.6499999999999999
scenario_state_distribution_distance,UGResponder_decision_state,total_variation,6,0.61125,0.63
scenario_direct_value_distance,mean_numeric_direct_value_wd,mean_wasserstein_1d,6,1.221067516254146,1.2266666666666666
scenario_direct_value_distance,UGProposer_decision_direct,wasserstein_1d,6,0.8631730769230769,0.88
scenario_direct_value_distance,UGResponder_decision_direct,wasserstein_1d,6,1.9937217553688142,1.9705882352941178
scenario_direct_value_distance,TGReceiver_decision_direct,wasserstein_1d,6,0.7981534375554962,0.7989068825910931
