metric_family,metric_scope,metric,distance_kind,n_groups,mean_value,median_value,stderr
behavior_distribution_distance,distribution,fairness_wd,mean_wasserstein_1d,6,0.2752,0.28300000000000003,0.014548615818084629
behavior_distribution_distance,distribution,trust_wd,mean_wasserstein_1d,6,0.13,0.13,0.01891501461214814
behavior_distribution_distance,distribution,trustworthiness_wd,mean_wasserstein_1d,6,0.12433333333333334,0.12833333333333333,0.01102242383328158
behavior_distribution_distance,distribution,cooperation_wd,mean_wasserstein_1d,6,0.199,0.165,0.03547925841640123
behavior_distribution_distance,distribution,coordination_wd,mean_wasserstein_1d,6,0.31,0.33,0.03980508063607514
behavior_distribution_distance,distribution,fairness_offer_wd,wasserstein_1d,6,0.16559999999999997,0.172,0.01432573441980084
behavior_distribution_distance,distribution,inequality_tolerance_wd,wasserstein_1d,6,0.38480000000000003,0.398,0.028787651673745272
behavior_distribution_distance,distribution,trust_send_wd,wasserstein_1d,6,0.13,0.13,0.01891501461214814
behavior_distribution_distance,distribution,trustworthiness_return_wd,wasserstein_1d,6,0.12433333333333334,0.12833333333333333,0.01102242383328158
behavior_distribution_distance,distribution,cooperation_pd_wd,wasserstein_1d,6,0.23199999999999998,0.21,0.0278408173570948
behavior_distribution_distance,distribution,cooperation_sh_wd,wasserstein_1d,6,0.16599999999999998,0.11000000000000001,0.049355850717012255
behavior_distribution_distance,distribution,coordination_earth_wd,wasserstein_1d,6,0.31,0.33,0.03980508063607514
paper_index_distribution_distance,distribution,delegation_index_wd,wasserstein_1d,4,0.4921428571428571,0.5057142857142857,0.06931516310833219
paper_index_distribution_distance,distribution,payoff_index_wd,wasserstein_1d,6,0.11004341496891037,0.10966666666666663,0.012355237863786348
paper_index_distribution_distance,distribution,prosociality_index_wd,wasserstein_1d,6,0.14910837061273785,0.17046135265700482,0.016043184068546927
paper_index_distribution_distance,distribution,kindness_index_wd,wasserstein_1d,6,0.168283950617284,0.18000000000000002,0.015592637277714448
paper_index_distribution_distance,distribution,intentions_index_wd,wasserstein_1d,6,0.20219206025456024,0.19911849261849263,0.01025302463125852
paper_index_distribution_distance,distribution,predictability_index_wd,wasserstein_1d,6,0.2900414095708213,0.29411764705882354,0.027875830202162746
paper_index_distribution_distance,distribution,equality_index_wd,wasserstein_1d,6,0.17263461538461536,0.17599999999999996,0.018065554936063512
delegation_distribution_distance,distribution,mean_delegation_wd,mean_wasserstein_1d,4,0.49214285714285716,0.5057142857142857,0.06931516310833218
delegation_distribution_distance,distribution,C_delegated,wasserstein_1d,4,0.375,0.42,0.09287087810503356
delegation_distribution_distance,distribution,PD_delegated,wasserstein_1d,4,0.54,0.55,0.08041558721209881
delegation_distribution_distance,distribution,SH_delegated,wasserstein_1d,4,0.585,0.5900000000000001,0.0736545993132812
delegation_distribution_distance,distribution,TGReceiver_delegated,wasserstein_1d,4,0.385,0.41000000000000003,0.09912113800799505
delegation_distribution_distance,distribution,TGSender_delegated,wasserstein_1d,4,0.32499999999999996,0.32,0.10340051579497397
delegation_distribution_distance,distribution,UGProposer_delegated,wasserstein_1d,4,0.6699999999999999,0.6699999999999999,0.028867513459481284
delegation_distribution_distance,distribution,UGResponder_delegated,wasserstein_1d,4,0.565,0.55,0.034034296427770235
scenario_state_distribution_distance,distribution,mean_role_state_tv,total_variation,6,0.3908928571428571,0.3542857142857143,0.023135534923370064
scenario_state_distribution_distance,distribution,C_decision_state,total_variation,6,0.33499999999999996,0.32999999999999996,0.027718826333979825
scenario_state_distribution_distance,distribution,PD_decision_state,total_variation,6,0.31124999999999997,0.26,0.04218881170800303
scenario_state_distribution_distance,distribution,SH_decision_state,total_variation,6,0.25625000000000003,0.15000000000000002,0.060723931306638355
scenario_state_distribution_distance,distribution,TGReceiver_decision_state,total_variation,6,0.42375,0.42,0.03357671564244087
scenario_state_distribution_distance,distribution,TGSender_decision_state,total_variation,6,0.18375,0.15999999999999998,0.03332760367423177
scenario_state_distribution_distance,distribution,UGProposer_decision_state,total_variation,6,0.615,0.6499999999999999,0.03913651321549567
scenario_state_distribution_distance,distribution,UGResponder_decision_state,total_variation,6,0.61125,0.63,0.023163818769797007
scenario_direct_value_distance,distribution,mean_numeric_direct_value_wd,mean_wasserstein_1d,6,1.221067516254146,1.2266666666666666,0.044764479076651015
scenario_direct_value_distance,distribution,UGProposer_decision_direct,wasserstein_1d,6,0.8631730769230769,0.88,0.09032777468031761
scenario_direct_value_distance,distribution,UGResponder_decision_direct,wasserstein_1d,6,1.9937217553688142,1.9705882352941178,0.12542700411973387
scenario_direct_value_distance,distribution,TGReceiver_decision_direct,wasserstein_1d,6,0.7981534375554962,0.7989068825910931,0.06066074836300326
