case_group,role_slice,game,generated_mean_expected_payoff,benchmark_mean_expected_payoff,data_source,generated_relative_payoff_diff_pct,human_mean_expected_payoff,human_relative_payoff_diff_pct,abs_error_relative_payoff_diff_pct
Benchmark,both,Sender,5.58514030612245,5.546530612244899,generated,0.696105305762007,5.546530612244899,0.0,0.696105305762007
Benchmark,both,Receiver,5.159863945578231,5.159285714285715,generated,0.011207584238182022,5.159285714285715,0.0,0.011207584238182022
Benchmark,both,PD,3.437925170068027,4.312448979591837,generated,-20.279052892275175,4.312448979591837,0.0,20.279052892275175
Benchmark,both,SH,6.641900510204081,6.584693877551021,generated,0.8687819618781845,6.584693877551021,0.0,0.8687819618781845
Benchmark,both,C,4.25,3.7369387755102044,generated,13.72945224182185,3.7369387755102044,0.0,13.72945224182185
Benchmark,both,Proposer,3.0239158163265305,4.225408163265306,generated,-28.434941679345073,4.225408163265306,0.0,28.434941679345073
Benchmark,both,Responder,4.746386054421769,3.459387755102041,generated,37.203065699172114,3.459387755102041,0.0,37.203065699172114
Benchmark,no,Sender,5.578018707482993,5.546530612244899,generated,0.5677079500576276,5.546530612244899,0.0,0.5677079500576276
Benchmark,no,Receiver,5.106930272108843,5.1079591836734695,generated,-0.02014330043816903,5.1079591836734695,0.0,0.02014330043816903
Benchmark,no,PD,3.4895833333333335,4.312448979591837,generated,-19.081168267789817,4.312448979591837,0.0,19.081168267789817
Benchmark,no,SH,6.638818027210885,6.6446938775510205,generated,-0.08842921056133601,6.6446938775510205,0.0,0.08842921056133601
Benchmark,no,C,4.310586734693878,3.7369387755102044,generated,15.350745453552506,3.7369387755102044,0.0,15.350745453552506
Benchmark,no,Proposer,2.464498299319728,4.270816326530612,generated,-42.29444417897135,4.270816326530612,0.0,42.29444417897135
Benchmark,no,Responder,4.83375850340136,3.3659183673469384,generated,43.60890478788981,3.3659183673469384,0.0,43.60890478788981
Benchmark,yes,Sender,5.592261904761905,5.546530612244899,generated,0.8245026614663642,5.546530612244899,0.0,0.8245026614663642
Benchmark,yes,Receiver,5.2127976190476195,5.210612244897959,generated,0.04194083241946256,5.210612244897959,0.0,0.04194083241946256
Benchmark,yes,PD,3.3862670068027207,4.312448979591837,generated,-21.47693751676053,4.312448979591837,0.0,21.47693751676053
Benchmark,yes,SH,6.644982993197279,6.52469387755102,generated,1.843597843879352,6.52469387755102,0.0,1.843597843879352
Benchmark,yes,C,4.189413265306123,3.7369387755102044,generated,12.108159030091215,3.7369387755102044,0.0,12.108159030091215
Benchmark,yes,Proposer,3.5833333333333335,4.18,generated,-14.274322169059007,4.18,0.0,14.274322169059007
Benchmark,yes,Responder,4.659013605442177,3.552857142857143,generated,31.134279204243008,3.552857142857143,0.0,31.134279204243008
AIR,both,Sender,5.52859268707483,5.546530612244899,generated,-0.32340802609956976,5.540816326530612,-0.10302450511445738,0.22038352098511238
AIR,both,Receiver,5.078550170068027,5.159285714285715,generated,-1.5648589492560205,5.0786734693877555,-1.562469096734631,0.0023898525213894573
AIR,both,PD,4.394026360544218,4.312448979591837,generated,1.8916717934156724,4.735,9.798400454308842,7.90672866089317
AIR,both,SH,6.582589285714286,6.584693877551021,generated,-0.031961878196196114,6.6,0.23245002324498998,0.2644119014411861
AIR,both,C,2.4480229591836733,3.7369387755102044,generated,-34.49122112391459,2.5305102040816325,-32.283873081754145,2.207348042160447
AIR,both,Proposer,3.1073554421768708,4.225408163265306,generated,-26.46023006270778,4.117857142857143,-2.5453403849404643,23.914889677767317
AIR,both,Responder,4.462585034013606,3.459387755102041,generated,28.999272412640376,3.453979591836734,-0.1563329597074059,29.155605372347782
AIR,no,Sender,5.512755102040816,5.546530612244899,generated,-0.6089484141585277,5.540816326530612,-0.10302450511445738,0.5059239090440704
AIR,no,Receiver,5.0,5.1079591836734695,generated,-2.113548283990574,5.0,-2.113548283990574,0.0
AIR,no,PD,5.90625,4.312448979591837,generated,36.95814206615873,6.59,52.81340211064312,15.855260044484389
AIR,no,SH,7.125,6.6446938775510205,generated,7.228416106145774,7.16,7.755152185263681,0.5267360791179065
AIR,no,C,2.38265306122449,3.7369387755102044,generated,-36.24051116815029,2.5351020408163265,-32.16099612254929,4.079515045600999
AIR,no,Proposer,1.8428996598639455,4.270816326530612,generated,-56.849006865134356,3.8585714285714285,-9.65260190184929,47.19640496328507
AIR,no,Responder,3.2693452380952377,3.3659183673469384,generated,-2.869146506598763,1.253469387755102,-62.759958770387435,59.890812263788675
AIR,yes,Sender,5.544430272108843,5.546530612244899,generated,-0.03786763804060067,5.540816326530612,-0.10302450511445738,0.0651568670738567
AIR,yes,Receiver,5.157100340136054,5.210612244897959,generated,-1.0269792156248347,5.157346938775509,-1.0222465925113777,0.004732623113457013
AIR,yes,PD,2.8818027210884356,4.312448979591837,generated,-33.17479847932737,2.88,-33.216601202025466,0.04180272269809393
AIR,yes,SH,6.040178571428572,6.52469387755102,generated,-7.425870319977468,6.04,-7.428607175252566,0.002736855275097483
AIR,yes,C,2.513392857142857,3.7369387755102044,generated,-32.741931079678885,2.525918367346939,-32.40675004095899,0.33518103871989524
AIR,yes,Proposer,4.371811224489796,4.18,generated,4.588785274875495,4.377142857142857,4.716336295283674,0.12755102040817867
AIR,yes,Responder,5.655824829931973,3.552857142857143,generated,59.19088785494093,5.6544897959183675,59.1533115055431,0.037576349397831166
TD,both,Sender,5.615102040816327,5.546530612244899,generated,1.2362940613731555,5.51204081632653,-0.6218264772978488,1.8581205386710042
TD,both,Receiver,5.190816326530612,5.159285714285715,generated,0.6111429758113962,5.189081632653061,0.5775202230968501,0.03362275271454607
TD,both,PD,3.8403061224489794,4.312448979591837,generated,-10.948369693814787,4.526020408163265,4.952439543798204,15.90080923761299
TD,both,SH,6.082244897959183,6.584693877551021,generated,-7.630559429722627,5.947755102040816,-9.673020300635383,2.0424608709127554
TD,both,C,3.374795918367347,3.7369387755102044,generated,-9.690896182622478,2.988163265306122,-20.03713614767082,10.346239965048344
TD,both,Proposer,2.9824489795918367,4.225408163265306,generated,-29.41631046390881,3.970408163265306,-6.034919944939499,23.38139051896931
TD,both,Responder,4.098265306122449,3.459387755102041,generated,18.46793699486755,3.6298979591836735,4.928912748510417,13.539024246357133
TD,no,Sender,5.643061224489796,5.546530612244899,generated,1.740378247111618,5.51204081632653,-0.6218264772978488,2.362204724409467
TD,no,Receiver,5.105102040816327,5.1079591836734695,generated,-0.05593511526629236,5.1053061224489795,-0.05193974989012862,0.00399536537616374
TD,no,PD,4.348571428571429,4.312448979591837,generated,0.8376319151956801,5.102448979591837,18.31905730916663,17.48142539397095
TD,no,SH,6.301428571428571,6.6446938775510205,generated,-5.166006326975658,6.115918367346938,-7.957861113670573,2.7918547866949144
TD,no,C,3.240408163265306,3.7369387755102044,generated,-13.287095188684406,2.9869387755102044,-20.069903336792095,6.782808148107689
TD,no,Proposer,2.4883673469387757,4.270816326530612,generated,-41.73555693601567,3.5965306122448983,-15.788216180054471,25.9473407559612
TD,no,Responder,3.5257142857142854,3.3659183673469384,generated,4.747468623052198,2.7677551020408164,-17.77117565027586,22.518644273328057
TD,yes,Sender,5.587142857142856,5.546530612244899,generated,0.7322098756346707,5.51204081632653,-0.6218264772978488,1.3540363529325194
TD,yes,Receiver,5.276530612244898,5.210612244897959,generated,1.2650791164029451,5.272857142857143,1.1945793514021696,0.07049976500077548
TD,yes,PD,3.332040816326531,4.312448979591837,generated,-22.73437130282523,3.949591836734694,-8.414178221570213,14.320193081255018
TD,yes,SH,5.863061224489797,6.52469387755102,generated,-10.140439773544763,5.779591836734694,-11.419724124988273,1.2792843514435095
TD,yes,C,3.509183673469388,3.7369387755102044,generated,-6.094697176560537,2.989387755102041,-20.004368958549502,13.909671781988965
TD,yes,Proposer,3.4765306122448982,4.18,generated,-16.829411190313436,4.344285714285714,3.9302802460697173,20.759691436383154
TD,yes,Responder,4.670816326530612,3.552857142857143,generated,31.466482853696355,4.492040816326531,26.4346027916595,5.031880062036855
