case_group,role_slice,game,mean_expected_payoff,benchmark_mean_expected_payoff,data_source,relative_payoff_diff_pct
Benchmark,both,Sender,5.58514030612245,5.546530612244899,generated,0.696105305762007
Benchmark,both,Receiver,5.159863945578231,5.159285714285715,generated,0.011207584238182022
Benchmark,both,PD,3.437925170068027,4.312448979591837,generated,-20.279052892275175
Benchmark,both,SH,6.641900510204081,6.584693877551021,generated,0.8687819618781845
Benchmark,both,C,4.25,3.7369387755102044,generated,13.72945224182185
Benchmark,both,Proposer,3.0239158163265305,4.225408163265306,generated,-28.434941679345073
Benchmark,both,Responder,4.746386054421769,3.459387755102041,generated,37.203065699172114
Benchmark,no,Sender,5.578018707482993,5.546530612244899,generated,0.5677079500576276
Benchmark,no,Receiver,5.106930272108843,5.1079591836734695,generated,-0.02014330043816903
Benchmark,no,PD,3.4895833333333335,4.312448979591837,generated,-19.081168267789817
Benchmark,no,SH,6.638818027210885,6.6446938775510205,generated,-0.08842921056133601
Benchmark,no,C,4.310586734693878,3.7369387755102044,generated,15.350745453552506
Benchmark,no,Proposer,2.464498299319728,4.270816326530612,generated,-42.29444417897135
Benchmark,no,Responder,4.83375850340136,3.3659183673469384,generated,43.60890478788981
Benchmark,yes,Sender,5.592261904761905,5.546530612244899,generated,0.8245026614663642
Benchmark,yes,Receiver,5.2127976190476195,5.210612244897959,generated,0.04194083241946256
Benchmark,yes,PD,3.3862670068027207,4.312448979591837,generated,-21.47693751676053
Benchmark,yes,SH,6.644982993197279,6.52469387755102,generated,1.843597843879352
Benchmark,yes,C,4.189413265306123,3.7369387755102044,generated,12.108159030091215
Benchmark,yes,Proposer,3.5833333333333335,4.18,generated,-14.274322169059007
Benchmark,yes,Responder,4.659013605442177,3.552857142857143,generated,31.134279204243008
AIR,both,Sender,5.52859268707483,5.546530612244899,generated,-0.32340802609956976
AIR,both,Receiver,5.078550170068027,5.159285714285715,generated,-1.5648589492560205
AIR,both,PD,4.394026360544218,4.312448979591837,generated,1.8916717934156724
AIR,both,SH,6.582589285714286,6.584693877551021,generated,-0.031961878196196114
AIR,both,C,2.4480229591836733,3.7369387755102044,generated,-34.49122112391459
AIR,both,Proposer,3.1073554421768708,4.225408163265306,generated,-26.46023006270778
AIR,both,Responder,4.462585034013606,3.459387755102041,generated,28.999272412640376
AIR,no,Sender,5.512755102040816,5.546530612244899,generated,-0.6089484141585277
AIR,no,Receiver,5.0,5.1079591836734695,generated,-2.113548283990574
AIR,no,PD,5.90625,4.312448979591837,generated,36.95814206615873
AIR,no,SH,7.125,6.6446938775510205,generated,7.228416106145774
AIR,no,C,2.38265306122449,3.7369387755102044,generated,-36.24051116815029
AIR,no,Proposer,1.8428996598639455,4.270816326530612,generated,-56.849006865134356
AIR,no,Responder,3.2693452380952377,3.3659183673469384,generated,-2.869146506598763
AIR,yes,Sender,5.544430272108843,5.546530612244899,generated,-0.03786763804060067
AIR,yes,Receiver,5.157100340136054,5.210612244897959,generated,-1.0269792156248347
AIR,yes,PD,2.8818027210884356,4.312448979591837,generated,-33.17479847932737
AIR,yes,SH,6.040178571428572,6.52469387755102,generated,-7.425870319977468
AIR,yes,C,2.513392857142857,3.7369387755102044,generated,-32.741931079678885
AIR,yes,Proposer,4.371811224489796,4.18,generated,4.588785274875495
AIR,yes,Responder,5.655824829931973,3.552857142857143,generated,59.19088785494093
TD,both,Sender,5.615102040816327,5.546530612244899,generated,1.2362940613731555
