role_slice,game,n_case_groups,mean_abs_error_relative_payoff_diff_pct,median_abs_error_relative_payoff_diff_pct,summary_scope
both,Sender,4,0.727687222508408,0.4582444133735597,by_game
both,Receiver,4,0.03998882537925019,0.022415168476364045,by_game
both,PD,4,14.032626827883204,13.972362879182237,by_game
both,SH,4,0.8345924376259031,0.5665969316596853,by_game
both,C,4,9.013963601114089,10.059527060237027,by_game
both,Proposer,4,24.96832914744782,24.02849219573845,by_game
both,Responder,4,30.449469549485777,33.17933553575995,by_game
no,Sender,4,1.0972033139549142,0.7603423111830598,by_game
no,Receiver,4,0.027010334678442827,0.012069332907166386,by_game
no,PD,4,17.464171911725266,17.46012966731343,by_game
no,SH,4,1.0636779897007482,0.6872139807733713,by_game
no,C,4,9.121395609196655,8.527660968816559,by_game
no,Proposer,4,36.527870693362644,36.483868527102146,by_game
no,Responder,4,47.49015996685462,51.749858525839244,by_game
yes,Sender,4,0.7310983761375539,0.7526001422719197,by_game
yes,Receiver,4,0.06454318763381706,0.05622029871011902,by_game
yes,PD,4,10.621983105390187,10.484596091051063,by_game
yes,SH,4,0.9151196918040361,0.9070720340308474,by_game
yes,C,4,8.906531593031518,10.690636775708606,by_game
yes,Proposer,4,13.157640448523908,15.87165966865215,by_game
yes,Responder,4,14.305399984682245,13.02487219254407,by_game
both,Sender,3,0.7382145280905417,0.22038352098511238,by_game_non_benchmark
both,Receiver,3,0.04958257242627292,0.03362275271454607,by_game_non_benchmark
both,PD,3,11.950484806419214,12.043916520751484,by_game_non_benchmark
both,SH,3,0.8231959295418093,0.2644119014411861,by_game_non_benchmark
both,C,3,7.4421340542115,9.772814155425712,by_game_non_benchmark
both,Proposer,3,23.812791636815405,23.914889677767317,by_game_non_benchmark
both,Responder,3,28.19827083292367,29.155605372347782,by_game_non_benchmark
no,Sender,3,1.273701768587343,0.952976672308492,by_game_non_benchmark
no,Receiver,3,0.029299346091867424,0.00399536537616374,by_game_non_benchmark
no,PD,3,16.925173126370414,17.438833940655908,by_game_non_benchmark
no,SH,3,1.3887609160805523,0.847691882428836,by_game_non_benchmark
no,C,3,7.044945661078039,6.782808148107689,by_game_non_benchmark
no,Proposer,3,34.605679531493074,30.673292875232953,by_game_non_benchmark
no,Responder,3,48.78391169317623,59.890812263788675,by_game_non_benchmark
yes,Sender,3,0.6999636143612838,0.6806976230774753,by_game_non_benchmark
yes,Receiver,3,0.0720773060386019,0.07049976500077548,by_game_non_benchmark
yes,PD,3,7.00366496826674,6.6489991008471065,by_game_non_benchmark
yes,SH,3,0.6056269744455974,0.5348597166181852,by_game_non_benchmark
yes,C,3,7.839322447344952,9.273114521325997,by_game_non_benchmark
yes,Proposer,3,12.78541320834554,17.468997168245295,by_game_non_benchmark
yes,Responder,3,8.69577357816199,5.031880062036855,by_game_non_benchmark
both,ALL,4,11.438093944492065,8.839771408159441,overall
no,ALL,4,16.11306997421047,8.527660968816559,overall
yes,ALL,4,6.957473769600467,1.3166603521880145,overall
