metric_family,case_group,role_slice,game,metric,distance_kind,score,generated_n,human_n
payoff_distribution_distance,Benchmark,both,Sender,sender_expected_payoff,wasserstein_1d,0.03877976190476187,96,100
payoff_distribution_distance,Benchmark,both,Receiver,receiver_expected_payoff,wasserstein_1d,0.006505102040816321,96,100
payoff_distribution_distance,Benchmark,both,PD,pd_expected_payoff,wasserstein_1d,0.8772108843537415,96,100
payoff_distribution_distance,Benchmark,both,SH,sh_expected_payoff,wasserstein_1d,0.06339710884353739,96,100
payoff_distribution_distance,Benchmark,both,C,c_expected_payoff,wasserstein_1d,0.513061224489796,96,100
payoff_distribution_distance,Benchmark,both,Proposer,proposer_expected_payoff,wasserstein_1d,1.2014923469387757,96,100
payoff_distribution_distance,Benchmark,both,Responder,responder_expected_payoff,wasserstein_1d,1.3409693877551025,96,100
payoff_distribution_distance,Benchmark,no,Sender,sender_expected_payoff,wasserstein_1d,0.03204931972789115,96,100
payoff_distribution_distance,Benchmark,no,Receiver,receiver_expected_payoff,wasserstein_1d,0.008460884353741501,96,100
payoff_distribution_distance,Benchmark,no,PD,pd_expected_payoff,wasserstein_1d,0.8247023809523807,96,100
payoff_distribution_distance,Benchmark,no,SH,sh_expected_payoff,wasserstein_1d,0.029345238095238098,96,100
payoff_distribution_distance,Benchmark,no,C,c_expected_payoff,wasserstein_1d,0.5736479591836735,96,100
payoff_distribution_distance,Benchmark,no,Proposer,proposer_expected_payoff,wasserstein_1d,1.8063180272108845,96,100
payoff_distribution_distance,Benchmark,no,Responder,responder_expected_payoff,wasserstein_1d,1.4739115646258503,96,100
payoff_distribution_distance,Benchmark,yes,Sender,sender_expected_payoff,wasserstein_1d,0.04629251700680273,96,100
payoff_distribution_distance,Benchmark,yes,Receiver,receiver_expected_payoff,wasserstein_1d,0.01645408163265311,96,100
payoff_distribution_distance,Benchmark,yes,PD,pd_expected_payoff,wasserstein_1d,0.9280187074829931,96,100
payoff_distribution_distance,Benchmark,yes,SH,sh_expected_payoff,wasserstein_1d,0.12115646258503406,96,100
payoff_distribution_distance,Benchmark,yes,C,c_expected_payoff,wasserstein_1d,0.4524744897959184,96,100
payoff_distribution_distance,Benchmark,yes,Proposer,proposer_expected_payoff,wasserstein_1d,0.6039965986394557,96,100
payoff_distribution_distance,Benchmark,yes,Responder,responder_expected_payoff,wasserstein_1d,1.1645748299319727,96,100
payoff_distribution_distance,AIR,both,Sender,sender_expected_payoff,wasserstein_1d,0.022062074829932013,96,100
payoff_distribution_distance,AIR,both,Receiver,receiver_expected_payoff,wasserstein_1d,0.00037840136054422316,96,100
payoff_distribution_distance,AIR,both,PD,pd_expected_payoff,wasserstein_1d,0.347844387755102,96,100
payoff_distribution_distance,AIR,both,SH,sh_expected_payoff,wasserstein_1d,0.053244047619047725,96,100
payoff_distribution_distance,AIR,both,C,c_expected_payoff,wasserstein_1d,0.08432397959183677,96,100
payoff_distribution_distance,AIR,both,Proposer,proposer_expected_payoff,wasserstein_1d,1.0115221088435375,96,100
payoff_distribution_distance,AIR,both,Responder,responder_expected_payoff,wasserstein_1d,1.0086564625850343,96,100
payoff_distribution_distance,AIR,no,Sender,sender_expected_payoff,wasserstein_1d,0.043044217687074775,96,100
payoff_distribution_distance,AIR,no,Receiver,receiver_expected_payoff,wasserstein_1d,0.0,96,100
payoff_distribution_distance,AIR,no,PD,pd_expected_payoff,wasserstein_1d,0.68375,96,100
payoff_distribution_distance,AIR,no,SH,sh_expected_payoff,wasserstein_1d,0.034999999999999976,96,100
payoff_distribution_distance,AIR,no,C,c_expected_payoff,wasserstein_1d,0.2025,96,100
payoff_distribution_distance,AIR,no,Proposer,proposer_expected_payoff,wasserstein_1d,2.020059523809524,96,100
payoff_distribution_distance,AIR,no,Responder,responder_expected_payoff,wasserstein_1d,2.0158758503401364,96,100
payoff_distribution_distance,AIR,yes,Sender,sender_expected_payoff,wasserstein_1d,0.0036139455782312857,96,100
payoff_distribution_distance,AIR,yes,Receiver,receiver_expected_payoff,wasserstein_1d,0.0007568027210884271,96,100
payoff_distribution_distance,AIR,yes,PD,pd_expected_payoff,wasserstein_1d,0.0018027210884353742,96,100
payoff_distribution_distance,AIR,yes,SH,sh_expected_payoff,wasserstein_1d,0.0012499999999999972,96,100
payoff_distribution_distance,AIR,yes,C,c_expected_payoff,wasserstein_1d,0.012627551020408185,96,100
payoff_distribution_distance,AIR,yes,Proposer,proposer_expected_payoff,wasserstein_1d,0.01029761904761904,96,100
payoff_distribution_distance,AIR,yes,Responder,responder_expected_payoff,wasserstein_1d,0.006862244897959186,96,100
payoff_distribution_distance,TD,both,Sender,sender_expected_payoff,wasserstein_1d,0.11979591836734699,100,100
payoff_distribution_distance,TD,both,Receiver,receiver_expected_payoff,wasserstein_1d,0.011734693877551036,100,100
payoff_distribution_distance,TD,both,PD,pd_expected_payoff,wasserstein_1d,0.6881632653061224,100,100
payoff_distribution_distance,TD,both,SH,sh_expected_payoff,wasserstein_1d,0.13571428571428584,100,100
payoff_distribution_distance,TD,both,C,c_expected_payoff,wasserstein_1d,0.39581632653061216,100,100
payoff_distribution_distance,TD,both,Proposer,proposer_expected_payoff,wasserstein_1d,0.9926530612244897,100,100
payoff_distribution_distance,TD,both,Responder,responder_expected_payoff,wasserstein_1d,0.6742857142857144,100,100
payoff_distribution_distance,TD,no,Sender,sender_expected_payoff,wasserstein_1d,0.13102040816326532,100,100
payoff_distribution_distance,TD,no,Receiver,receiver_expected_payoff,wasserstein_1d,0.012448979591836811,100,100
payoff_distribution_distance,TD,no,PD,pd_expected_payoff,wasserstein_1d,0.7538775510204081,100,100
payoff_distribution_distance,TD,no,SH,sh_expected_payoff,wasserstein_1d,0.1883673469387755,100,100
payoff_distribution_distance,TD,no,C,c_expected_payoff,wasserstein_1d,0.27673469387755106,100,100
payoff_distribution_distance,TD,no,Proposer,proposer_expected_payoff,wasserstein_1d,1.1489795918367347,100,100
payoff_distribution_distance,TD,no,Responder,responder_expected_payoff,wasserstein_1d,0.7579591836734698,100,100
payoff_distribution_distance,TD,yes,Sender,sender_expected_payoff,wasserstein_1d,0.07510204081632642,100,100
payoff_distribution_distance,TD,yes,Receiver,receiver_expected_payoff,wasserstein_1d,0.02816326530612252,100,100
payoff_distribution_distance,TD,yes,PD,pd_expected_payoff,wasserstein_1d,0.6175510204081631,100,100
payoff_distribution_distance,TD,yes,SH,sh_expected_payoff,wasserstein_1d,0.08469387755102041,100,100
payoff_distribution_distance,TD,yes,C,c_expected_payoff,wasserstein_1d,0.5197959183673471,100,100
payoff_distribution_distance,TD,yes,Proposer,proposer_expected_payoff,wasserstein_1d,0.8718367346938777,100,100
payoff_distribution_distance,TD,yes,Responder,responder_expected_payoff,wasserstein_1d,0.8771428571428572,100,100
payoff_distribution_distance,OD,both,Sender,sender_expected_payoff,wasserstein_1d,0.07755102040816327,100,100
payoff_distribution_distance,OD,both,Receiver,receiver_expected_payoff,wasserstein_1d,0.013979591836734617,100,100
payoff_distribution_distance,OD,both,PD,pd_expected_payoff,wasserstein_1d,0.5226530612244896,100,100
payoff_distribution_distance,OD,both,SH,sh_expected_payoff,wasserstein_1d,0.061938775510203985,100,100
payoff_distribution_distance,OD,both,C,c_expected_payoff,wasserstein_1d,0.3652040816326531,100,100
payoff_distribution_distance,OD,both,Proposer,proposer_expected_payoff,wasserstein_1d,1.038673469387755,100,100
payoff_distribution_distance,OD,both,Responder,responder_expected_payoff,wasserstein_1d,1.4494897959183672,100,100
payoff_distribution_distance,OD,no,Sender,sender_expected_payoff,wasserstein_1d,0.052857142857142866,100,100
payoff_distribution_distance,OD,no,Receiver,receiver_expected_payoff,wasserstein_1d,0.010408163265306114,100,100
payoff_distribution_distance,OD,no,PD,pd_expected_payoff,wasserstein_1d,0.7520408163265307,100,100
payoff_distribution_distance,OD,no,SH,sh_expected_payoff,wasserstein_1d,0.05836734693877556,100,100
payoff_distribution_distance,OD,no,C,c_expected_payoff,wasserstein_1d,0.3838775510204082,100,100
payoff_distribution_distance,OD,no,Proposer,proposer_expected_payoff,wasserstein_1d,1.319795918367347,100,100
payoff_distribution_distance,OD,no,Responder,responder_expected_payoff,wasserstein_1d,2.152244897959183,100,100
payoff_distribution_distance,OD,yes,Sender,sender_expected_payoff,wasserstein_1d,0.038163265306122435,100,100
payoff_distribution_distance,OD,yes,Receiver,receiver_expected_payoff,wasserstein_1d,0.014285714285714228,100,100
payoff_distribution_distance,OD,yes,PD,pd_expected_payoff,wasserstein_1d,0.2899999999999999,100,100
payoff_distribution_distance,OD,yes,SH,sh_expected_payoff,wasserstein_1d,0.05489795918367346,100,100
payoff_distribution_distance,OD,yes,C,c_expected_payoff,wasserstein_1d,0.346530612244898,100,100
payoff_distribution_distance,OD,yes,Proposer,proposer_expected_payoff,wasserstein_1d,0.7334693877551022,100,100
payoff_distribution_distance,OD,yes,Responder,responder_expected_payoff,wasserstein_1d,0.8165306122448979,100,100
