metric_scope,metric,n_groups,mean_abs_error,median_abs_error
paper_index_scenario,equality_index_mean,6,0.07948417823065002,0.07541666666666652
paper_index_scenario,intentions_index_mean,6,0.18894716545749504,0.20766666666666667
paper_index_scenario,kindness_index_mean,6,0.1260054410895027,0.12694444444444458
paper_index_scenario,payoff_index_mean,6,0.052413707946550446,0.048544195275009305
paper_index_scenario,predictability_index_mean,6,0.32498673813931167,0.31999999999999995
paper_index_scenario,prosociality_index_mean,6,0.10078899554084926,0.1126759259259259
paper_index_session,delegation_index_mean,4,0.17142857142857137,0.15857142857142853
scenario,C_decision_nonnull_rate,6,0.05499999999999999,0.0
scenario,PD_decision_nonnull_rate,6,0.04375,0.0
scenario,SH_decision_nonnull_rate,6,0.030000000000000006,0.0
scenario,TGReceiver_decision_direct_mean,6,0.19270631999110255,0.16500000000000004
scenario,TGReceiver_decision_nonnull_rate,6,0.08875,0.0
scenario,TGSender_decision_nonnull_rate,6,0.12625,0.0
scenario,UGProposer_decision_direct_mean,6,0.39742089115324997,0.37708333333333366
scenario,UGProposer_decision_nonnull_rate,6,0.036250000000000004,0.0
scenario,UGResponder_decision_direct_mean,6,1.820901811509628,1.899583333333333
scenario,UGResponder_decision_nonnull_rate,6,0.08499999999999999,0.0
session,C_delegated,4,0.22,0.21
session,PD_delegated,4,0.175,0.16999999999999998
session,SH_delegated,4,0.12000000000000001,0.11000000000000001
session,TGReceiver_delegated,4,0.355,0.30000000000000004
session,TGSender_delegated,4,0.505,0.5
session,UGProposer_delegated,4,0.14500000000000002,0.17000000000000004
session,UGResponder_delegated,4,0.33999999999999997,0.35
