model_name,score_family,metric,score,noise_ceiling_mean,noise_ceiling_p05,noise_ceiling_p50,noise_ceiling_p95,bootstrap_iters,gap_to_noise_ceiling,ratio_to_noise_ceiling
gpt-5-mini,mean_abs_log_iqr_ratio,final_round_normalized_efficiency,1.256668310618376,0.6379863148190649,0.46845311570637344,0.6175846078798164,0.8051207398708077,200,0.6186819957993112,1.9697417976352227
twin_sampled_seed_0_gpt_5_mini,mean_abs_log_iqr_ratio,final_round_normalized_efficiency,0.5428245721783508,0.6379863148190649,0.46845311570637344,0.6175846078798164,0.8051207398708077,200,-0.09516174264071409,0.850840464081581
gpt-5-mini,mean_abs_log_iqr_ratio,final_total_contribution_rate,0.9791883167625092,0.5193605022496625,0.39804073464632317,0.5164509522144095,0.6564217640392379,200,0.4598278145128467,1.88537309348912
twin_sampled_seed_0_gpt_5_mini,mean_abs_log_iqr_ratio,final_total_contribution_rate,0.6004952454090382,0.5193605022496625,0.39804073464632317,0.5164509522144095,0.6564217640392379,200,0.08113474315937574,1.1562204726927297
gpt-5-mini,mean_abs_log_iqr_ratio,mean_round_normalized_efficiency,0.7741109006762187,0.6223275759504027,0.47991026404944426,0.6129069920371264,0.7840384577794991,200,0.15178332472581602,1.243896190031458
twin_sampled_seed_0_gpt_5_mini,mean_abs_log_iqr_ratio,mean_round_normalized_efficiency,0.6567009119086828,0.6223275759504027,0.47991026404944426,0.6129069920371264,0.7840384577794991,200,0.03437333595828018,1.0552335093070335
gpt-5-mini,mean_abs_log_iqr_ratio,mean_total_contribution_rate,0.6077801564500814,0.5997770220971235,0.46787181925386573,0.5931106386948415,0.7310515050414346,200,0.008003134352957963,1.0133435161036597
twin_sampled_seed_0_gpt_5_mini,mean_abs_log_iqr_ratio,mean_total_contribution_rate,0.6356168532925554,0.5997770220971235,0.46787181925386573,0.5931106386948415,0.7310515050414346,200,0.03583983119543188,1.0597552588295525
gpt-5-mini,mean_abs_log_iqr_ratio,mean_within_round_contribution_rate_var,1.007580233924015,0.5480743511382871,0.43168639188054525,0.5382376002087335,0.6728247358937183,200,0.4595058827857279,1.838400632745151
twin_sampled_seed_0_gpt_5_mini,mean_abs_log_iqr_ratio,mean_within_round_contribution_rate_var,0.7703243267888775,0.5480743511382871,0.43168639188054525,0.5382376002087335,0.6728247358937183,200,0.22224997565059046,1.4055106304263334
gpt-5-mini,mean_abs_log_iqr_ratio,round_normalized_efficiency_decay_slope,0.5928737326648064,0.6457021157171728,0.4991791851213903,0.6428446957171154,0.80364588236085,200,-0.05282838305236648,0.9181845904381299
twin_sampled_seed_0_gpt_5_mini,mean_abs_log_iqr_ratio,round_normalized_efficiency_decay_slope,0.6693923396344464,0.6457021157171728,0.4991791851213903,0.6428446957171154,0.80364588236085,200,0.0236902239172736,1.0366890913636875
gpt-5-mini,mean_abs_log_iqr_ratio,total_contribution_rate_decay_slope,0.5710836137177315,0.5865053168810769,0.4683690593468941,0.5842138855466308,0.7190393564782998,200,-0.015421703163345346,0.9737057743221238
twin_sampled_seed_0_gpt_5_mini,mean_abs_log_iqr_ratio,total_contribution_rate_decay_slope,0.5149135699126282,0.5865053168810769,0.4683690593468941,0.5842138855466308,0.7190393564782998,200,-0.07159174696844872,0.8779350418353239
gpt-5-mini,mean_abs_log_sd_ratio,final_round_normalized_efficiency,1.2529159123332334,0.36990464611053314,0.27450533317137815,0.3719266997292434,0.469794237758881,200,0.8830112662227003,3.387132131232661
twin_sampled_seed_0_gpt_5_mini,mean_abs_log_sd_ratio,final_round_normalized_efficiency,0.7321604446453979,0.36990464611053314,0.27450533317137815,0.3719266997292434,0.469794237758881,200,0.3622557985348647,1.9793221100191782
gpt-5-mini,mean_abs_log_sd_ratio,final_total_contribution_rate,0.7480828018513325,0.2471228694503098,0.19136748000658252,0.24302736249383566,0.3083229612196128,200,0.5009599324010227,3.0271694542691976
twin_sampled_seed_0_gpt_5_mini,mean_abs_log_sd_ratio,final_total_contribution_rate,0.49068013868901306,0.2471228694503098,0.19136748000658252,0.24302736249383566,0.3083229612196128,200,0.24355726923870324,1.985571549005004
gpt-5-mini,mean_abs_log_sd_ratio,mean_round_normalized_efficiency,0.8013603766621383,0.31756908586887733,0.2405295897537043,0.3124746935412311,0.4006190073472047,200,0.483791290793261,2.5234206108872197
twin_sampled_seed_0_gpt_5_mini,mean_abs_log_sd_ratio,mean_round_normalized_efficiency,0.5844783968799481,0.31756908586887733,0.2405295897537043,0.3124746935412311,0.4006190073472047,200,0.26690931101107074,1.840476365263325
gpt-5-mini,mean_abs_log_sd_ratio,mean_total_contribution_rate,0.5227154618534293,0.29346436189251285,0.2257921778338033,0.289792910694954,0.3714665490022488,200,0.22925109996091647,1.781188892860811
twin_sampled_seed_0_gpt_5_mini,mean_abs_log_sd_ratio,mean_total_contribution_rate,0.3742535520891002,0.29346436189251285,0.2257921778338033,0.289792910694954,0.3714665490022488,200,0.08078919019658737,1.2752947229284965
gpt-5-mini,mean_abs_log_sd_ratio,mean_within_round_contribution_rate_var,0.8912064457371678,0.25400740570681885,0.19891946146087308,0.2484072636972856,0.3224681704484538,200,0.6371990400303489,3.5085844968072255
twin_sampled_seed_0_gpt_5_mini,mean_abs_log_sd_ratio,mean_within_round_contribution_rate_var,0.57098643742761,0.25400740570681885,0.19891946146087308,0.2484072636972856,0.3224681704484538,200,0.31697903172079117,2.247912559237173
gpt-5-mini,mean_abs_log_sd_ratio,round_normalized_efficiency_decay_slope,0.7819166609434317,0.36821839649083243,0.27573585130490363,0.36677075331857867,0.46068520882676145,200,0.4136982644525993,2.1235132964436207
twin_sampled_seed_0_gpt_5_mini,mean_abs_log_sd_ratio,round_normalized_efficiency_decay_slope,0.725440365115416,0.36821839649083243,0.27573585130490363,0.36677075331857867,0.46068520882676145,200,0.35722196862458355,1.9701361258127073
gpt-5-mini,mean_abs_log_sd_ratio,total_contribution_rate_decay_slope,0.46153469855423523,0.2549368246140268,0.202800272883177,0.24929845720203125,0.32962913164712826,200,0.20659787394020845,1.8103885119499574
twin_sampled_seed_0_gpt_5_mini,mean_abs_log_sd_ratio,total_contribution_rate_decay_slope,0.47539991183257496,0.2549368246140268,0.202800272883177,0.24929845720203125,0.32962913164712826,200,0.22046308721854818,1.8647753715153874
gpt-5-mini,mean_wasserstein_distance,final_round_normalized_efficiency,0.6619579569413097,0.23557440382778125,0.17606080408300637,0.2323833869403047,0.3143381322403431,200,0.4263835531135284,2.8099740302229095
twin_sampled_seed_0_gpt_5_mini,mean_wasserstein_distance,final_round_normalized_efficiency,0.47122518591485585,0.23557440382778125,0.17606080408300637,0.2323833869403047,0.3143381322403431,200,0.2356507820870746,2.0003242213842096
gpt-5-mini,mean_wasserstein_distance,final_total_contribution_rate,0.5374852668662642,0.0806058039909988,0.06952175095376802,0.08043009274679468,0.09253947747391238,200,0.4568794628752654,6.6680715315026795
twin_sampled_seed_0_gpt_5_mini,mean_wasserstein_distance,final_total_contribution_rate,0.3264931008231355,0.0806058039909988,0.06952175095376802,0.08043009274679468,0.09253947747391238,200,0.24588729683213667,4.050491213506099
gpt-5-mini,mean_wasserstein_distance,mean_round_normalized_efficiency,0.35392563460754556,0.11308093863544208,0.09493686522025863,0.11328809111993753,0.13255071022359968,200,0.24084469597210348,3.1298434455744553
twin_sampled_seed_0_gpt_5_mini,mean_wasserstein_distance,mean_round_normalized_efficiency,0.2436109652924535,0.11308093863544208,0.09493686522025863,0.11328809111993753,0.13255071022359968,200,0.1305300266570114,2.1543061830944192
gpt-5-mini,mean_wasserstein_distance,mean_total_contribution_rate,0.2939994141777877,0.062364278288991846,0.05382734635363343,0.06210380040762257,0.07166397296573718,200,0.23163513588879583,4.714227795845152
twin_sampled_seed_0_gpt_5_mini,mean_wasserstein_distance,mean_total_contribution_rate,0.17857851203941955,0.062364278288991846,0.05382734635363343,0.06210380040762257,0.07166397296573718,200,0.11621423375042769,2.86347436287002
gpt-5-mini,mean_wasserstein_distance,mean_within_round_contribution_rate_var,0.04222189604438074,0.01904723123281771,0.016402547537880428,0.019138702647060045,0.022289150735650895,200,0.023174664811563026,2.2166946748477487
twin_sampled_seed_0_gpt_5_mini,mean_wasserstein_distance,mean_within_round_contribution_rate_var,0.03911095454198201,0.01904723123281771,0.016402547537880428,0.019138702647060045,0.022289150735650895,200,0.0200637233091643,2.053366920573485
gpt-5-mini,mean_wasserstein_distance,round_normalized_efficiency_decay_slope,0.5092457174480967,0.20137086358308698,0.16488622553060173,0.20041264053859262,0.24408216028126947,200,0.3078748538650097,2.5288947387265805
twin_sampled_seed_0_gpt_5_mini,mean_wasserstein_distance,round_normalized_efficiency_decay_slope,0.4032403933255445,0.20137086358308698,0.16488622553060173,0.20041264053859262,0.24408216028126947,200,0.20186952974245753,2.002476357058303
gpt-5-mini,mean_wasserstein_distance,total_contribution_rate_decay_slope,0.4042766573408164,0.08026680495357479,0.06975408185318657,0.08022239202564269,0.0926183543552928,200,0.3240098523872416,5.0366606416518565
twin_sampled_seed_0_gpt_5_mini,mean_wasserstein_distance,total_contribution_rate_decay_slope,0.2721335485634442,0.08026680495357479,0.06975408185318657,0.08022239202564269,0.0926183543552928,200,0.19186674360986938,3.3903622888794747
gpt-5-mini,rmse_of_config_means,final_round_normalized_efficiency,0.633240939047256,0.39182601108445625,0.18368647408989205,0.34358507759172485,0.7710357860087854,200,0.24141492796279973,1.6161278759790245
twin_sampled_seed_0_gpt_5_mini,rmse_of_config_means,final_round_normalized_efficiency,0.45665758702247106,0.39182601108445625,0.18368647408989205,0.34358507759172485,0.7710357860087854,200,0.06483157593801481,1.1654601126622006
