case_group,role_slice,game,mean_expected_payoff,benchmark_mean_expected_payoff,data_source,relative_payoff_diff_pct
Benchmark,both,Sender,5.641415261756877,5.546530612244899,generated,1.7107027103123507
Benchmark,both,Receiver,5.153283052351376,5.159285714285715,generated,-0.11634676322960225
Benchmark,both,PD,3.3685669920141974,4.312448979591837,generated,-21.887377498132754
Benchmark,both,SH,6.542258207630879,6.584693877551021,generated,-0.6444592673444771
Benchmark,both,C,4.253992901508429,3.7369387755102044,generated,13.836301771565186
Benchmark,both,Proposer,3.0879547471162376,4.225408163265306,generated,-26.919373755127797
Benchmark,both,Responder,5.0188553682342505,3.459387755102041,generated,45.07929505249146
Benchmark,no,Sender,5.62888198757764,5.546530612244899,generated,1.4847366956009633
Benchmark,no,Receiver,5.104037267080745,5.1079591836734695,generated,-0.07678049983759205
Benchmark,no,PD,3.3944099378881987,4.312448979591837,generated,-21.2881136924321
Benchmark,no,SH,6.5769742679680565,6.6446938775510205,generated,-1.019153189460742
Benchmark,no,C,4.3145519077196095,3.7369387755102044,generated,15.45685297267263
Benchmark,no,Proposer,2.698757763975155,4.270816326530612,generated,-36.80932267655058
Benchmark,no,Responder,5.088065661047027,3.3659183673469384,generated,51.164262045294585
Benchmark,yes,Sender,5.653948535936115,5.546530612244899,generated,1.9366687250237602
Benchmark,yes,Receiver,5.202528837622006,5.210612244897959,generated,-0.15513354085920916
Benchmark,yes,PD,3.3427240461401952,4.312448979591837,generated,-22.486641303833434
Benchmark,yes,SH,6.5075421472937,6.52469387755102,generated,-0.26287409921763594
Benchmark,yes,C,4.193433895297249,3.7369387755102044,generated,12.215750570457761
Benchmark,yes,Proposer,3.4771517302573205,4.18,generated,-16.8145519077196
Benchmark,yes,Responder,4.949645075421473,3.552857142857143,generated,39.314497498794964
AIR,both,Sender,5.536268855368234,5.546530612244899,generated,-0.18501217416903026
AIR,both,Receiver,5.077417923691216,5.159285714285715,generated,-1.5868047463975965
AIR,both,PD,4.363132209405501,4.312448979591837,generated,1.1752772045192206
AIR,both,SH,6.56055900621118,6.584693877551021,generated,-0.36652989172546446
AIR,both,C,2.460847382431233,3.7369387755102044,generated,-34.14804121067642
AIR,both,Proposer,3.2823868677905947,4.225408163265306,generated,-22.317874606129518
AIR,both,Responder,4.721273291925465,3.459387755102041,generated,36.47713486186526
AIR,no,Sender,5.530834072759538,5.546530612244899,generated,-0.28299743718547266
AIR,no,Receiver,5.0,5.1079591836734695,generated,-2.113548283990574
AIR,no,PD,5.8478260869565215,4.312448979591837,generated,35.60336863417233
AIR,no,SH,7.086956521739131,6.6446938775510205,generated,6.6558768897132525
AIR,no,C,2.391304347826087,3.7369387755102044,generated,-36.009003853706375
AIR,no,Proposer,2.2100709849157054,4.270816326530612,generated,-48.251790385210704
AIR,no,Responder,3.78416149068323,3.3659183673469384,generated,12.425824921771845
AIR,yes,Sender,5.54170363797693,5.546530612244899,generated,-0.08702691115257677
AIR,yes,Receiver,5.154835847382431,5.210612244897959,generated,-1.0704384608573037
AIR,yes,PD,2.878438331854481,4.312448979591837,generated,-33.252814225133896
AIR,yes,SH,6.034161490683229,6.52469387755102,generated,-7.518090443377357
AIR,yes,C,2.53039041703638,3.7369387755102044,generated,-32.28707856764645
AIR,yes,Proposer,4.354702750665483,4.18,generated,4.1794916427149165
AIR,yes,Responder,5.658385093167702,3.552857142857143,generated,59.26294994842747
TD,both,Sender,5.600714285714286,5.546530612244899,generated,0.9768930752814597
TD,both,Receiver,5.191428571428571,5.159285714285715,generated,0.6230098297106412
TD,both,PD,3.8898979591836733,4.312448979591837,generated,-9.798400454308842
TD,both,SH,6.043265306122449,6.584693877551021,generated,-8.22253215558656
TD,both,C,3.3861224489795916,3.7369387755102044,generated,-9.38779968325052
TD,both,Proposer,2.998469387755102,4.225408163265306,generated,-29.037165833514457
TD,both,Responder,4.628571428571428,3.459387755102041,generated,33.79741608164708
TD,no,Sender,5.609183673469388,5.546530612244899,generated,1.1295901096474825
TD,no,Receiver,5.104081632653061,5.1079591836734695,generated,-0.07591194214711106
TD,no,PD,4.3330612244897955,4.312448979591837,generated,0.47797075386870613
TD,no,SH,6.270204081632653,6.6446938775510205,generated,-5.635922479191624
TD,no,C,3.240408163265306,3.7369387755102044,generated,-13.287095188684406
TD,no,Proposer,2.545918367346939,4.270816326530612,generated,-40.38801548239116
TD,no,Responder,4.329591836734694,3.3659183673469384,generated,28.630328017947026
TD,yes,Sender,5.5922448979591834,5.546530612244899,generated,0.8241960409154148
TD,yes,Receiver,5.278775510204082,5.210612244897959,generated,1.3081623061256487
TD,yes,PD,3.446734693877551,4.312448979591837,generated,-20.07477166248639
TD,yes,SH,5.816326530612245,6.52469387755102,generated,-10.856713896969127
TD,yes,C,3.5318367346938775,3.7369387755102044,generated,-5.488504177816623
TD,yes,Proposer,3.4510204081632656,4.18,generated,-17.43970315398885
TD,yes,Responder,4.927551020408163,3.552857142857143,generated,38.69263024872191
OD,both,Sender,5.692551020408164,5.546530612244899,generated,2.6326440503348314
OD,both,Receiver,5.173061224489796,5.159285714285715,generated,0.2670042127331351
OD,both,PD,4.077040816326531,4.312448979591837,generated,-5.458804599876954
OD,both,SH,6.448469387755102,6.584693877551021,generated,-2.0688052068805307
