fold,model,n_train,n_test,n_train_games,n_test_games,status,pred_true_cosine_mean,retrieved_true_cosine_mean,oracle_true_cosine_mean,retrieval_cosine_regret_mean,oracle_hit_at_1,oracle_hit_at_5,embedding_mse_mean,fit_eval_seconds
1,elastic_net,800,200,143,35,ok,0.9095509052276611,0.8642956614494324,0.9256030321121216,0.06130741909146309,0.01,0.045,0.00011245168570894748,8.186
1,mlp,800,200,143,35,ok,0.8173611164093018,0.86293625831604,0.9256030321121216,0.06266672909259796,0.005,0.035,0.00024298782227560878,194.4068
2,elastic_net,800,200,143,35,ok,0.9045189619064331,0.8594573140144348,0.9208099246025085,0.061352577060461044,0.015,0.035,0.0001184247448691167,6.5283
2,mlp,800,200,143,35,ok,0.8001562356948853,0.851733386516571,0.9208099246025085,0.06907658278942108,0.01,0.02,0.0002937959798146039,258.5693
3,elastic_net,800,200,142,36,ok,0.9104382991790771,0.8651552796363831,0.9251351356506348,0.05997984856367111,0.02,0.07,0.0001113733378588222,9.1302
3,mlp,800,200,142,36,ok,0.7929145693778992,0.8597776889801025,0.9251351356506348,0.06535737216472626,0.005,0.035,0.0002839920634869486,278.6836
4,elastic_net,800,200,142,36,ok,0.9052616357803345,0.8609626889228821,0.922281801700592,0.06131910905241966,0.0,0.05,0.00011749812983907759,6.7766
4,mlp,800,200,142,36,ok,0.8044648170471191,0.8527089953422546,0.922281801700592,0.0695728287100792,0.005,0.025,0.00026600700221024454,349.033
5,elastic_net,800,200,142,36,ok,0.9096113443374634,0.8647259473800659,0.9257344007492065,0.06100839748978615,0.02,0.055,0.00011241320316912606,12.0729
5,mlp,800,200,142,36,ok,0.7878930568695068,0.8620662093162537,0.9257344007492065,0.06366820633411407,0.015,0.04,0.00030758147477172315,307.4214
